# total_molecules: 123007215
bit_position,count,fraction
0,1245385,0.01012449
1,40506250,0.32929979
2,6080480,0.04943190
3,6979901,0.05674383
4,22803637,0.18538455
5,4311767,0.03505296
6,1404276,0.01141621
7,1998649,0.01624823
8,4478955,0.03641213
9,3262611,0.02652374
10,4042879,0.03286701
11,5015185,0.04077147
12,1950806,0.01585928
13,11109867,0.09031882
14,6128965,0.04982606
15,21427536,0.17419739
16,1699887,0.01381941
17,1670423,0.01357988
18,4936818,0.04013438
19,4521843,0.03676079
20,1499662,0.01219166
21,3617960,0.02941258
22,1242447,0.01010060
23,3289755,0.02674441
24,1869478,0.01519812
25,5734368,0.04661814
26,3231022,0.02626693
27,2479825,0.02016000
28,1226541,0.00997129
29,6918884,0.05624779
30,1962581,0.01595501
31,4557161,0.03704792
32,3068141,0.02494277
33,97868674,0.79563361
34,3791662,0.03082471
35,1703627,0.01384981
36,19123192,0.15546399
37,2548011,0.02071432
38,2064362,0.01678245
39,5135940,0.04175316
40,2342925,0.01904705
41,4300685,0.03496287
42,11759351,0.09559887
43,4999063,0.04064040
44,1316309,0.01070107
45,6472520,0.05261903
46,5377921,0.04372037
47,2359461,0.01918148
48,1016482,0.00826360
49,1906160,0.01549633
50,1562871,0.01270552
51,1587957,0.01290946
52,1471364,0.01196161
53,4915064,0.03995753
54,2516397,0.02045731
55,1395911,0.01134820
56,1970745,0.01602138
57,2203682,0.01791506
58,3814288,0.03100865
59,4246105,0.03451915
60,1206637,0.00980948
61,2276147,0.01850417
62,4987276,0.04054458
63,5695367,0.04630108
64,57222362,0.46519517
65,3954908,0.03215184
66,1998939,0.01625058
67,3393200,0.02758537
68,1741624,0.01415871
69,4545779,0.03695539
70,1927874,0.01567285
71,2103093,0.01709731
72,5665686,0.04605979
73,8063474,0.06555285
74,4940878,0.04016738
75,2933093,0.02384489
76,1919050,0.01560112
77,6046310,0.04915411
78,2350435,0.01910811
79,4865332,0.03955322
80,88869495,0.72247384
81,3463777,0.02815914
82,1593287,0.01295279
83,2057671,0.01672805
84,3218899,0.02616838
85,2370205,0.01926883
86,2666200,0.02167515
87,2054086,0.01669891
88,1490525,0.01211738
89,1770348,0.01439223
90,22345123,0.18165701
91,1511448,0.01228747
92,5756849,0.04680091
93,1214392,0.00987253
94,7852446,0.06383728
95,1850870,0.01504684
96,2290763,0.01862300
97,3234991,0.02629920
98,1347324,0.01095321
99,3219037,0.02616950
100,1214315,0.00987190
101,2365667,0.01923194
102,8668152,0.07046865
103,1365097,0.01109770
104,5397042,0.04387582
105,2648364,0.02153015
106,4949777,0.04023973
107,2486428,0.02021368
108,2778922,0.02259154
109,1597943,0.01299064
110,2862087,0.02326764
111,1334593,0.01084971
112,7183532,0.05839927
113,1706487,0.01387306
114,22500254,0.18291816
115,2140092,0.01739810
116,9453267,0.07685132
117,4115492,0.03345732
118,5288044,0.04298971
119,11201307,0.09106220
120,1439018,0.01169865
121,16488489,0.13404489
122,2062324,0.01676588
123,4666560,0.03793729
124,2659956,0.02162439
125,3244697,0.02637810
126,4308857,0.03502930
127,2902701,0.02359781
128,34607820,0.28134789
129,1981108,0.01610562
130,5345671,0.04345819
131,4357808,0.03542726
132,1479696,0.01202934
133,4468685,0.03632864
134,2573221,0.02091927
135,2292522,0.01863730
136,17003410,0.13823100
137,1465398,0.01191311
138,10676418,0.08679506
139,10004264,0.08133071
140,8970571,0.07292719
141,1625636,0.01321578
142,2306256,0.01874895
143,2020433,0.01642532
144,7759229,0.06307946
145,7487554,0.06087085
146,2409845,0.01959109
147,24830805,0.20186462
148,2292949,0.01864077
149,1845257,0.01500121
150,1919111,0.01560161
151,2561000,0.02081992
152,2066441,0.01679935
153,1165688,0.00947658
154,2174840,0.01768059
155,2985794,0.02427332
156,1352679,0.01099675
157,3682845,0.02994007
158,4826670,0.03923892
159,1733719,0.01409445
160,2991609,0.02432060
161,1290568,0.01049181
162,8027653,0.06526164
163,2895574,0.02353987
164,2033557,0.01653201
165,5367302,0.04363404
166,3706478,0.03013220
167,2574531,0.02092992
168,2824152,0.02295924
169,1734823,0.01410342
170,2459454,0.01999439
171,6786863,0.05517451
172,2426129,0.01972347
173,1494406,0.01214893
174,1748059,0.01421103
175,39075925,0.31767181
176,1628355,0.01323788
177,1722628,0.01400428
178,1366067,0.01110558
179,2359496,0.01918177
180,2133851,0.01734736
181,3340105,0.02715373
182,1704943,0.01386051
183,1270748,0.01033068
184,4418244,0.03591858
185,1978040,0.01608068
186,2882626,0.02343461
187,1782547,0.01449140
188,1887623,0.01534563
189,2247172,0.01826862
190,1957709,0.01591540
191,8588032,0.06981730
192,3741255,0.03041492
193,4189593,0.03405973
194,3595145,0.02922711
195,2342701,0.01904523
196,1869705,0.01519996
197,7825668,0.06361959
198,2021236,0.01643185
199,1820098,0.01479668
200,5685857,0.04622377
201,2384619,0.01938601
202,6393690,0.05197817
203,3885272,0.03158572
204,3023294,0.02457818
205,1631035,0.01325967
206,2257902,0.01835585
207,4286251,0.03484553
208,2425635,0.01971945
209,5103566,0.04148997
210,2102195,0.01709001
211,1930878,0.01569727
212,8807447,0.07160106
213,4147927,0.03372101
214,10389600,0.08446334
215,1979591,0.01609329
216,10746435,0.08736427
217,2374063,0.01930019
218,1754556,0.01426385
219,9555109,0.07767926
220,1723628,0.01401241
221,4803840,0.03905332
222,9298013,0.07558917
223,1556956,0.01265744
224,1530572,0.01244294
225,4347444,0.03534300
226,3342726,0.02717504
227,6902169,0.05611190
228,1457743,0.01185087
229,3252328,0.02644014
230,2463407,0.02002652
231,10916087,0.08874347
232,2865728,0.02329724
233,10055333,0.08174588
234,1294445,0.01052333
235,7844138,0.06376974
236,3652464,0.02969309
237,7914228,0.06433954
238,2013239,0.01636684
239,2781209,0.02261013
240,1883919,0.01531552
241,4096641,0.03330407
242,5026920,0.04086687
243,4038757,0.03283350
244,2049598,0.01666242
245,2682121,0.02180458
246,3838861,0.03120842
247,1792141,0.01456940
248,5333785,0.04336156
249,10770568,0.08756046
250,11554115,0.09393038
251,4222117,0.03432414
252,4389918,0.03568830
253,1615290,0.01313167
254,1383896,0.01125053
255,11802810,0.09595218
256,1905928,0.01549444
257,3061333,0.02488743
258,2550043,0.02073084
259,3357178,0.02729253
260,1720802,0.01398944
261,4135755,0.03362205
262,2430939,0.01976257
263,2975058,0.02418604
264,1627330,0.01322955
265,2502183,0.02034176
266,3809719,0.03097151
267,2026254,0.01647264
268,8913304,0.07246164
269,8676141,0.07053359
270,3469744,0.02820765
271,7942397,0.06456855
272,2045774,0.01663133
273,2802249,0.02278118
274,1803377,0.01466074
275,2765443,0.02248196
276,2635288,0.02142385
277,2468251,0.02006590
278,3772838,0.03067168
279,1910002,0.01552756
280,2076846,0.01688394
281,3723282,0.03026881
282,2026706,0.01647632
283,23225916,0.18881751
284,6509602,0.05292049
285,8850250,0.07194903
286,1794924,0.01459202
287,3446029,0.02801485
288,6463042,0.05254197
289,5851948,0.04757402
290,1903776,0.01547695
291,1405434,0.01142562
292,1687754,0.01372077
293,1825463,0.01484029
294,31741523,0.25804603
295,3300563,0.02683227
296,2262684,0.01839473
297,2274563,0.01849130
298,2562512,0.02083221
299,2370154,0.01926841
300,2331489,0.01895408
301,32513499,0.26432189
302,1899380,0.01544121
303,1852339,0.01505878
304,2682449,0.02180725
305,6268054,0.05095680
306,1395939,0.01134843
307,1768297,0.01437556
308,1699485,0.01381614
309,2072364,0.01684750
310,13432815,0.10920347
311,1551142,0.01261017
312,1706296,0.01387151
313,2515470,0.02044978
314,19124151,0.15547178
315,3356054,0.02728339
316,2337899,0.01900619
317,2436181,0.01980519
318,3594197,0.02921940
319,7233804,0.05880797
320,2514325,0.02044047
321,1519399,0.01235211
322,16001414,0.13008517
323,5026940,0.04086703
324,4475946,0.03638767
325,13307058,0.10818112
326,1239450,0.01007624
327,3570188,0.02902422
328,2361450,0.01919765
329,2792738,0.02270386
330,1638491,0.01332028
331,1300587,0.01057326
332,3530405,0.02870080
333,16001578,0.13008650
334,3264981,0.02654300
335,4420110,0.03593375
336,1925297,0.01565190
337,924999,0.00751988
338,5019726,0.04080839
339,2921233,0.02374847
340,1793177,0.01457782
341,10340523,0.08406436
342,7123287,0.05790951
343,3476480,0.02826241
344,1591405,0.01293749
345,3180992,0.02586021
346,2386933,0.01940482
347,1555303,0.01264400
348,1904069,0.01547933
349,2378733,0.01933816
350,13789781,0.11210546
351,2251219,0.01830152
352,12055256,0.09800446
353,1622377,0.01318928
354,5316563,0.04322155
355,2160797,0.01756642
356,109782670,0.89248968
357,2523840,0.02051782
358,2083191,0.01693552
359,1409485,0.01145856
360,8402729,0.06831086
361,20354535,0.16547432
362,9433901,0.07669388
363,2568667,0.02088225
364,2271256,0.01846441
365,1735548,0.01410932
366,11006739,0.08948043
367,13187722,0.10721096
368,2152299,0.01749734
369,3010206,0.02447178
370,1576692,0.01281788
371,3767239,0.03062616
372,4458269,0.03624396
373,1726230,0.01403357
374,2717675,0.02209362
375,3192926,0.02595723
376,1353343,0.01100214
377,2060955,0.01675475
378,55043837,0.44748462
379,2296634,0.01867073
380,2745159,0.02231706
381,6836534,0.05557832
382,1747251,0.01420446
383,4760300,0.03869936
384,3040085,0.02471469
385,3014962,0.02451045
386,10583377,0.08603867
387,3389006,0.02755128
388,1483188,0.01205773
389,54548272,0.44345587
390,1383610,0.01124820
391,2282030,0.01855200
392,16973225,0.13798561
393,5205936,0.04232220
394,4881900,0.03968792
395,1533018,0.01246283
396,2361822,0.01920068
397,1588720,0.01291567
398,2947570,0.02396258
399,2200270,0.01788732
400,1777783,0.01445267
401,4811403,0.03911480
402,1282109,0.01042304
403,3505293,0.02849665
404,5433308,0.04417064
405,1672553,0.01359719
406,5887668,0.04786441
407,8940832,0.07268543
408,1990324,0.01618055
409,1685796,0.01370485
410,1822670,0.01481759
411,2353520,0.01913319
412,2600472,0.02114081
413,2217111,0.01802424
414,1993488,0.01620627
415,1465637,0.01191505
416,5804920,0.04719170
417,4463914,0.03628986
418,2045527,0.01662933
419,4112471,0.03343276
420,5516881,0.04485006
421,4343040,0.03530720
422,3467930,0.02819290
423,4327430,0.03518029
424,1632727,0.01327342
425,3836108,0.03118604
426,1759964,0.01430781
427,2228886,0.01811996
428,29789541,0.24217718
429,9290534,0.07552837
430,4201771,0.03415874
431,5015404,0.04077325
432,3502309,0.02847239
433,7874323,0.06401513
434,1757840,0.01429054
435,2169620,0.01763815
436,2211275,0.01797679
437,2846589,0.02314164
438,1423155,0.01156969
439,1560985,0.01269019
440,3170773,0.02577713
441,5744919,0.04670392
442,2716113,0.02208092
443,1351510,0.01098724
444,2971580,0.02415777
445,1675033,0.01361736
446,5858470,0.04762704
447,1542232,0.01253774
448,5807901,0.04721594
449,1747839,0.01420924
450,696789,0.00566462
451,3384840,0.02751741
452,14334828,0.11653648
453,2434030,0.01978770
454,1539293,0.01251384
455,3143297,0.02555376
456,30177586,0.24533184
457,2423513,0.01970220
458,4456654,0.03623083
459,1702515,0.01384077
460,2206520,0.01793813
461,3525415,0.02866023
462,1374103,0.01117091
463,8805220,0.07158296
464,6214292,0.05051974
465,2152590,0.01749971
466,1882805,0.01530646
467,1206706,0.00981004
468,2043649,0.01661406
469,2674674,0.02174404
470,3627576,0.02949076
471,2943011,0.02392552
472,3361976,0.02733153
473,4173271,0.03392704
474,2697826,0.02193226
475,2184659,0.01776041
476,1532407,0.01245786
477,3013217,0.02449626
478,1955173,0.01589478
479,2951595,0.02399530
480,5113622,0.04157172
481,2340706,0.01902901
482,4292899,0.03489957
483,3230248,0.02626064
484,6513911,0.05295552
485,2744604,0.02231254
486,9764923,0.07938496
487,3590074,0.02918588
488,2518486,0.02047429
489,4231554,0.03440086
490,4260248,0.03463413
491,3274566,0.02662093
492,4052540,0.03294555
493,2389581,0.01942635
494,4143633,0.03368610
495,1610246,0.01309066
496,2743654,0.02230482
497,3636395,0.02956245
498,2645466,0.02150659
499,1861610,0.01513415
500,2481211,0.02017126
501,1929774,0.01568830
502,4716699,0.03834490
503,2962230,0.02408176
504,4646963,0.03777797
505,2036558,0.01655641
506,2853612,0.02319874
507,6355150,0.05166486
508,1532296,0.01245696
509,1233166,0.01002515
510,2339545,0.01901958
511,16046596,0.13045248
512,15997939,0.13005692
513,1480566,0.01203642
514,2047114,0.01664223
515,2746819,0.02233055
516,1845703,0.01500484
517,1563351,0.01270943
518,4034353,0.03279769
519,2861451,0.02326246
520,4524529,0.03678263
521,1992153,0.01619542
522,1997001,0.01623483
523,5675449,0.04613916
524,2801858,0.02277800
525,1933583,0.01571926
526,2442027,0.01985271
527,4196653,0.03411713
528,3287892,0.02672926
529,1446139,0.01175654
530,2464551,0.02003582
531,3165132,0.02573127
532,2060044,0.01674734
533,1709543,0.01389791
534,5862636,0.04766091
535,1253592,0.01019121
536,1564162,0.01271602
537,1657470,0.01347458
538,1582061,0.01286153
539,4001244,0.03252853
540,10361153,0.08423208
541,2779534,0.02259651
542,1952370,0.01587200
543,6675063,0.05426562
544,1998025,0.01624315
545,2381973,0.01936450
546,2728498,0.02218161
547,3197110,0.02599124
548,2700320,0.02195253
549,9483156,0.07709431
550,4878147,0.03965741
551,1445026,0.01174749
552,6820398,0.05544714
553,1636601,0.01330492
554,3765863,0.03061498
555,2258468,0.01836045
556,4834444,0.03930212
557,4943860,0.04019163
558,3723767,0.03027275
559,2327302,0.01892004
560,2044755,0.01662305
561,18900668,0.15365495
562,7684885,0.06247508
563,2963298,0.02409044
564,3607505,0.02932759
565,4901955,0.03985096
566,1715991,0.01395033
567,1770510,0.01439355
568,1748586,0.01421531
569,2191249,0.01781399
570,3284392,0.02670081
571,2344985,0.01906380
572,1352327,0.01099388
573,6186762,0.05029593
574,2245613,0.01825595
575,4131920,0.03359088
576,2487995,0.02022642
577,2933245,0.02384612
578,12156901,0.09883080
579,6377781,0.05184884
580,7393317,0.06010474
581,3070125,0.02495890
582,1925342,0.01565227
583,4660220,0.03788575
584,2268420,0.01844136
585,6163269,0.05010494
586,3889077,0.03161666
587,2729235,0.02218760
588,3674394,0.02987137
589,11861819,0.09643190
590,2997186,0.02436594
591,7533912,0.06124772
592,3796139,0.03086111
593,3388255,0.02754517
594,2174692,0.01767939
595,2110392,0.01715665
596,1977691,0.01607785
597,1383797,0.01124972
598,4487952,0.03648527
599,4098278,0.03331738
600,2931212,0.02382959
601,1368803,0.01112783
602,4958900,0.04031390
603,3690821,0.03000491
604,1291311,0.01049785
605,2539110,0.02064196
606,4603535,0.03742492
607,8677724,0.07054646
608,1568746,0.01275328
609,2988701,0.02429696
610,6100996,0.04959868
611,1879186,0.01527704
612,1592441,0.01294592
613,2925276,0.02378134
614,3478266,0.02827693
615,1373782,0.01116830
616,2120008,0.01723483
617,1552203,0.01261880
618,2374637,0.01930486
619,2108373,0.01714024
620,1599728,0.01300516
621,4900307,0.03983756
622,2597335,0.02111531
623,12210856,0.09926943
624,4076095,0.03313704
625,3326857,0.02704603
626,2401894,0.01952645
627,1073696,0.00872872
628,2657088,0.02160107
629,3407692,0.02770319
630,2009440,0.01633595
631,1614876,0.01312830
632,2275265,0.01849700
633,1112071,0.00904070
634,3430945,0.02789223
635,2291888,0.01863214
636,1856215,0.01509029
637,2476323,0.02013153
638,2153237,0.01750497
639,4397930,0.03575343
640,2860334,0.02325338
641,6838436,0.05559378
642,1884104,0.01531702
643,1732710,0.01408625
644,1695262,0.01378181
645,2471123,0.02008925
646,9171952,0.07456434
647,4256213,0.03460133
648,1415782,0.01150975
649,2884190,0.02344732
650,72168459,0.58670102
651,1849721,0.01503750
652,4665587,0.03792938
653,2338921,0.01901450
654,2876338,0.02338349
655,2133920,0.01734793
656,29637115,0.24093802
657,1885503,0.01532839
658,2375033,0.01930808
659,21779458,0.17705838
660,1736939,0.01412063
661,3560276,0.02894364
662,2494940,0.02028288
663,2290097,0.01861758
664,2973851,0.02417623
665,3930178,0.03195079
666,3234764,0.02629735
667,12364941,0.10052208
668,3142055,0.02554366
669,4648189,0.03778794
670,1633307,0.01327814
671,2354049,0.01913749
672,4831250,0.03927615
673,10160074,0.08259738
674,9286979,0.07549947
675,17944513,0.14588179
676,2644394,0.02149788
677,3819970,0.03105485
678,1676961,0.01363303
679,4805979,0.03907071
680,6219936,0.05056562
681,1149140,0.00934205
682,1834064,0.01491021
683,1125322,0.00914842
684,5682845,0.04619928
685,1240879,0.01008786
686,1288945,0.01047861
687,3049566,0.02479177
688,2010019,0.01634066
689,2118542,0.01722291
690,3766910,0.03062349
691,2890436,0.02349810
692,4658909,0.03787509
693,5226606,0.04249024
694,17026564,0.13841923
695,52611290,0.42770898
696,1207470,0.00981625
697,1375529,0.01118251
698,31645328,0.25726400
699,18039852,0.14665686
700,4550656,0.03699503
701,1980891,0.01610386
702,2951576,0.02399515
703,3287079,0.02672265
704,1490852,0.01212004
705,3089979,0.02512031
706,2326474,0.01891331
707,3350186,0.02723569
708,3238783,0.02633002
709,4159102,0.03381185
710,3639719,0.02958948
711,2667785,0.02168804
712,2203882,0.01791669
713,5205278,0.04231685
714,11968205,0.09729677
715,10304838,0.08377426
716,4106744,0.03338620
717,2962718,0.02408573
718,12443672,0.10116213
719,1458299,0.01185539
720,13928752,0.11323524
721,7408517,0.06022831
722,2997996,0.02437252
723,5467858,0.04445152
724,4790988,0.03894884
725,39784585,0.32343294
726,92379227,0.75100657
727,1640042,0.01333289
728,9592193,0.07798073
729,2786316,0.02265165
730,22222736,0.18066205
731,2859940,0.02325018
732,2155024,0.01751949
733,1787553,0.01453210
734,3105216,0.02524418
735,1181775,0.00960736
736,8387046,0.06818337
737,2032476,0.01652323
738,3517829,0.02859856
739,16484098,0.13400920
740,2755302,0.02239952
741,7189043,0.05844408
742,3480187,0.02829254
743,1659240,0.01348896
744,3201499,0.02602692
745,8342241,0.06781912
746,1337138,0.01087040
747,5869284,0.04771496
748,1235363,0.01004301
749,4577113,0.03721012
750,2847961,0.02315280
751,4617539,0.03753877
752,1114918,0.00906384
753,6319108,0.05137185
754,2924272,0.02377317
755,7130006,0.05796413
756,1330960,0.01082018
757,3912679,0.03180853
758,1595809,0.01297330
759,6093604,0.04953859
760,2997425,0.02436788
761,1944646,0.01580920
762,2605025,0.02117782
763,1605143,0.01304918
764,1632105,0.01326837
765,1132876,0.00920983
766,3199093,0.02600736
767,8930470,0.07260119
768,1682194,0.01367557
769,2734932,0.02223392
770,1956954,0.01590926
771,2540278,0.02065146
772,3771439,0.03066031
773,1137226,0.00924520
774,1708501,0.01388944
775,5174399,0.04206582
776,2430490,0.01975892
777,1452399,0.01180743
778,10582759,0.08603364
779,4031264,0.03277258
780,2566702,0.02086627
781,8014773,0.06515693
782,3121019,0.02537265
783,2970098,0.02414572
784,5419222,0.04405613
785,5268783,0.04283312
786,7447035,0.06054145
787,6426456,0.05224455
788,1860490,0.01512505
789,3312828,0.02693198
790,8409798,0.06836833
791,2766520,0.02249071
792,6439731,0.05235247
793,1760307,0.01431060
794,12722827,0.10343155
795,4366703,0.03549957
796,2286938,0.01859190
797,1814663,0.01475249
798,4839677,0.03934466
799,9434570,0.07669932
800,5874258,0.04775539
801,9075234,0.07377806
802,7682484,0.06245556
803,2381554,0.01936109
804,3333545,0.02710040
805,1825347,0.01483935
806,5285559,0.04296950
807,87667321,0.71270064
