bit_position,count,fraction
0,0,0.00000000
1,79,0.00000064
2,191278,0.00155501
3,1946,0.00001582
4,3915,0.00003183
5,8778,0.00007136
6,8818,0.00007169
7,1982484,0.01611681
8,8710,0.00007081
9,3204,0.00002605
10,4152337,0.03375686
11,7606,0.00006183
12,813175,0.00661079
13,220544,0.00179294
14,417021,0.00339022
15,602509,0.00489816
16,2065894,0.01679490
17,1081450,0.00879176
18,5204159,0.04230775
19,1695113,0.01378060
20,806208,0.00655415
21,6888567,0.05600132
22,5598461,0.04551327
23,6701192,0.05447804
24,7196557,0.05850516
25,2148022,0.01746257
26,1402199,0.01139932
27,2481900,0.02017687
28,2290470,0.01862062
29,2272022,0.01847064
30,590263,0.00479860
31,9362005,0.07610940
32,10008221,0.08136288
33,5065467,0.04118024
34,1684,0.00001369
35,16994522,0.13815874
36,7602824,0.06180795
37,24438898,0.19867857
38,1208567,0.00982517
39,2116921,0.01720973
40,6138721,0.04990537
41,24247974,0.19712644
42,11208962,0.09112443
43,1316067,0.01069910
44,4948615,0.04023028
45,8090408,0.06577182
46,14118432,0.11477727
47,2781967,0.02261629
48,7596046,0.06175285
49,9952325,0.08090847
50,12842207,0.10440206
51,21272848,0.17293984
52,11361221,0.09236223
53,10277674,0.08355342
54,12725373,0.10345225
55,4215146,0.03426747
56,26654059,0.21668696
57,13157194,0.10696278
58,14170688,0.11520209
59,12771588,0.10382796
60,13568123,0.11030347
61,41963938,0.34115022
62,4390635,0.03569413
63,15476538,0.12581813
64,55919601,0.45460424
65,26422741,0.21480643
66,14670017,0.11926144
67,1341196,0.01090339
68,13818855,0.11234182
69,7338210,0.05965674
70,9613567,0.07815450
71,22505946,0.18296444
72,13716881,0.11151282
73,27231272,0.22137947
74,53017067,0.43100778
75,13511612,0.10984406
76,42702665,0.34715577
77,46824971,0.38066849
78,50090873,0.40721898
79,50926635,0.41401340
80,30992871,0.25195978
81,27147983,0.22070236
82,60883219,0.49495649
83,15256499,0.12402930
84,57277097,0.46564014
85,46194055,0.37553939
86,36938490,0.30029531
87,35351729,0.28739557
88,24021895,0.19528850
89,47469635,0.38590935
90,49075562,0.39896491
91,58397102,0.47474534
92,42549821,0.34591321
93,37616345,0.30580600
94,52290535,0.42510136
95,65813787,0.53504005
96,52213525,0.42447530
97,56734000,0.46122498
98,21602809,0.17562229
99,68024578,0.55301291
100,45431201,0.36933769
101,25330983,0.20593087
102,19045180,0.15482978
103,41840956,0.34015042
104,48236535,0.39214395
105,42639200,0.34663983
106,44070943,0.35827933
107,41934346,0.34090965
108,39588829,0.32184152
109,65344443,0.53122447
110,73406391,0.59676492
111,46280769,0.37624434
112,41169475,0.33469155
113,29812048,0.24236016
114,38169241,0.31030083
115,40515899,0.32937823
116,69666592,0.56636183
117,70277002,0.57132423
118,50100585,0.40729794
119,67708200,0.55044088
120,80691707,0.65599166
121,70233368,0.57096950
122,32574828,0.26482047
123,44205716,0.35937498
124,73374621,0.59650664
125,50925734,0.41400607
126,54377876,0.44207062
127,61664616,0.50130894
128,63823094,0.51885651
129,24688646,0.20070893
130,46951910,0.38170046
131,55822871,0.45381786
132,57826479,0.47010640
133,45409393,0.36916040
134,50444420,0.41009318
135,34528807,0.28070554
136,91246704,0.74179961
137,60809789,0.49435953
138,59705872,0.48538512
139,35177339,0.28597785
140,38777951,0.31524940
141,88072795,0.71599698
142,54377876,0.44207062
143,69616166,0.56595189
144,75177494,0.61116329
145,57389795,0.46655633
146,72366831,0.58831371
147,77731437,0.63192583
148,66659462,0.54191506
149,76311873,0.62038534
150,56865267,0.46229213
151,62376271,0.50709441
152,89181414,0.72500962
153,61456516,0.49961716
154,86686548,0.70472734
155,104133767,0.84656633
156,89403579,0.72681573
157,101411456,0.82443502
158,84492312,0.68688907
159,97370851,0.79158650
160,109098447,0.88692722
161,106098357,0.86253767
162,108814792,0.88462122
163,107247951,0.87188342
164,117035491,0.95145225
165,0,0.00000000
