# total_molecules: 82738803
bit_position,count,fraction
0,63879810,0.77206592
1,51750182,0.62546448
2,43357668,0.52403064
3,50362059,0.60868730
4,47900248,0.57893330
5,45168119,0.54591216
6,52502868,0.63456161
7,44824929,0.54176429
8,58897658,0.71185050
9,51681266,0.62463154
10,68987388,0.83379727
11,63076553,0.76235757
12,53648436,0.64840721
13,39006490,0.47144131
14,38018931,0.45950545
15,55418382,0.66979918
16,50862066,0.61473050
17,47822068,0.57798840
18,52646771,0.63630085
19,70375217,0.85057089
20,40418482,0.48850697
21,60703288,0.73367375
22,40989253,0.49540544
23,39696085,0.47977592
24,56232336,0.67963681
25,50954896,0.61585247
26,49993313,0.60423056
27,47294800,0.57161571
28,48864072,0.59058229
29,49953167,0.60374534
30,60756398,0.73431565
31,70901113,0.85692699
32,54927633,0.66386787
33,71675349,0.86628458
34,51481822,0.62222102
35,45934533,0.55517522
36,45718539,0.55256467
37,61284985,0.74070427
38,46131485,0.55755562
39,50585380,0.61138641
40,46097267,0.55714206
41,50377779,0.60887730
42,42532988,0.51406337
43,65007225,0.78569211
44,48485864,0.58601119
45,49340880,0.59634510
46,74763274,0.90360594
47,46746393,0.56498754
48,47483550,0.57389699
49,55194568,0.66709411
50,71591198,0.86526751
51,47759297,0.57722973
52,40320120,0.48731815
53,64715022,0.78216048
54,49885380,0.60292605
55,51098628,0.61758965
56,57418524,0.69397335
57,64276849,0.77686462
58,40728128,0.49224942
59,44742222,0.54076468
60,50725632,0.61308153
61,56554523,0.68353083
62,50916757,0.61539151
63,67972871,0.82153559
64,44313583,0.53558405
65,65729897,0.79442649
66,45830331,0.55391581
67,44768740,0.54108518
68,46341272,0.56009116
69,49412631,0.59721230
70,46324465,0.55988802
71,48903445,0.59105816
72,40975914,0.49524422
73,40248797,0.48645612
74,53342298,0.64470715
75,65835460,0.79570235
76,41364163,0.49993669
77,47053240,0.56869617
78,45835800,0.55398191
79,55476282,0.67049897
80,44611254,0.53918177
81,39076838,0.47229156
82,67159148,0.81170074
83,51377221,0.62095678
84,51874009,0.62696108
85,56201850,0.67926835
86,42805639,0.51735869
87,48299116,0.58375411
88,50976845,0.61611775
89,55155802,0.66662557
90,64457950,0.77905345
91,44710331,0.54037923
92,45182735,0.54608882
93,49002961,0.59226094
94,49829088,0.60224570
95,64433373,0.77875641
96,49850556,0.60250516
97,60473456,0.73089595
98,54842611,0.66284028
99,50594848,0.61150085
100,53145430,0.64232776
101,50078132,0.60525570
102,57014018,0.68908439
103,51732659,0.62525269
104,42087679,0.50868127
105,57319125,0.69277199
106,63143659,0.76316863
107,58010436,0.70112733
108,51418435,0.62145491
109,51567798,0.62326014
110,45571110,0.55078281
111,75851118,0.91675387
112,60168644,0.72721192
113,50845744,0.61453323
114,44872962,0.54234483
115,53172815,0.64265874
116,66772079,0.80702254
117,48760270,0.58932772
118,61443747,0.74262311
119,61383781,0.74189834
120,50198113,0.60670582
121,45876178,0.55446993
122,72093641,0.87134015
123,45472654,0.54959284
124,44262319,0.53496446
125,51343526,0.62054954
126,43967149,0.53139697
127,46531212,0.56238682
128,71627464,0.86570583
129,60304387,0.72885254
130,40822810,0.49339377
131,46179728,0.55813870
132,54024877,0.65295696
133,41304753,0.49921864
134,50472581,0.61002310
135,61673965,0.74540557
136,53760768,0.64976488
137,54243662,0.65560124
138,62804348,0.75906764
139,58239643,0.70389758
140,45916844,0.55496142
141,55116190,0.66614681
142,41749903,0.50459883
143,58086892,0.70205139
144,48135719,0.58177925
145,38578808,0.46627225
146,63018198,0.76165228
147,47434011,0.57329825
148,46644298,0.56375360
149,73772208,0.89162769
150,47814380,0.57789548
151,47466510,0.57369104
152,47214616,0.57064659
153,59468774,0.71875313
154,55021761,0.66500552
155,47190036,0.57034951
156,44470514,0.53748075
157,58008686,0.70110618
158,55366242,0.66916900
159,63827193,0.77142998
160,50268866,0.60756095
161,60613012,0.73258266
162,54904036,0.66358267
163,49454754,0.59772141
164,62954899,0.76088723
165,61379410,0.74184552
166,55014401,0.66491657
167,39566399,0.47820850
168,60514988,0.73139791
169,54898900,0.66352060
170,57823978,0.69887376
171,67704694,0.81829434
172,37008412,0.44729209
173,51345640,0.62057509
174,56512106,0.68301817
175,47591150,0.57519747
176,42429504,0.51281264
177,49442808,0.59757703
178,50266484,0.60753216
179,57998897,0.70098787
180,56434131,0.68207575
181,50565651,0.61114796
182,63213553,0.76401339
183,51764173,0.62563357
184,60031962,0.72555995
185,55663411,0.67276065
186,68533276,0.82830877
187,61573803,0.74419499
188,51294049,0.61995155
189,68975572,0.83365446
190,51838032,0.62652625
191,46903027,0.56688066
192,45820871,0.55380147
193,51120059,0.61784867
194,46864555,0.56641568
195,39346292,0.47554824
196,67749939,0.81884118
197,53439339,0.64588001
198,43834288,0.52979118
199,35902828,0.43392975
200,65449561,0.79103829
201,53923104,0.65172690
202,49149053,0.59402664
203,48888701,0.59087996
204,39800665,0.48103989
205,40121002,0.48491156
206,45208378,0.54639874
207,49821149,0.60214974
208,70439444,0.85134715
209,45655246,0.55179969
210,58864633,0.71145135
211,60414627,0.73018493
212,53917066,0.65165393
213,49435197,0.59748504
214,66375802,0.80223305
215,71196524,0.86049739
216,60476284,0.73093013
217,57383952,0.69355550
