# total_molecules: 123007215
bit_i,bit_j,count,fraction,expected_fraction,pmi
886,1398,96619,0.00078547,0.00000909,6.432674
386,3835,28027,0.00022785,0.00000264,6.432437
179,1079,305060,0.00248002,0.00002874,6.430927
189,3974,68108,0.00055369,0.00000642,6.430363
2391,3999,153571,0.00124847,0.00001457,6.421493
2198,3424,244566,0.00198822,0.00002321,6.420836
573,579,71860,0.00058419,0.00000684,6.416536
2923,3964,30857,0.00025086,0.00000296,6.407552
1310,1975,45494,0.00036985,0.00000436,6.406831
3288,4010,220907,0.00179589,0.00002122,6.403420
987,3817,407340,0.00331151,0.00003913,6.403199
848,1389,132963,0.00108094,0.00001280,6.400532
1800,1863,842737,0.00685112,0.00008122,6.398343
75,1176,257358,0.00209222,0.00002497,6.388730
3226,3973,79067,0.00064278,0.00000768,6.387500
1315,3913,29785,0.00024214,0.00000289,6.387402
3182,3502,539922,0.00438935,0.00005293,6.373760
159,3151,40777,0.00033150,0.00000401,6.368995
1,3098,36346,0.00029548,0.00000358,6.368930
465,1488,225145,0.00183034,0.00002221,6.364611
2746,3111,95399,0.00077556,0.00000941,6.364606
134,3664,86964,0.00070698,0.00000858,6.364360
2858,3780,70142,0.00057023,0.00000693,6.361938
1699,1976,258230,0.00209931,0.00002552,6.361930
3238,3424,196014,0.00159352,0.00001939,6.361064
276,3193,151056,0.00122803,0.00001510,6.345773
1020,2858,64873,0.00052739,0.00000649,6.344184
2198,3438,245421,0.00199518,0.00002457,6.343532
508,3211,37656,0.00030613,0.00000377,6.342500
301,3424,254642,0.00207014,0.00002552,6.341675
1018,4034,92626,0.00075301,0.00000929,6.341366
1037,3282,394615,0.00320806,0.00003957,6.341152
3540,3808,144284,0.00117297,0.00001447,6.341029
1389,1525,70788,0.00057548,0.00000711,6.339033
125,1512,125041,0.00101653,0.00001258,6.336465
3520,4004,113635,0.00092381,0.00001147,6.332239
2293,3222,174728,0.00142047,0.00001765,6.330623
1297,2198,246043,0.00200023,0.00002492,6.326450
43,3927,106042,0.00086208,0.00001076,6.323897
1872,2444,107688,0.00087546,0.00001094,6.322221
1097,3771,60916,0.00049522,0.00000624,6.309951
2015,2923,34696,0.00028206,0.00000357,6.305116
1189,2613,80788,0.00065677,0.00000831,6.304139
2642,3364,88914,0.00072284,0.00000915,6.303812
2263,3952,177826,0.00144566,0.00001831,6.303108
3100,3753,26360,0.00021430,0.00000272,6.301236
227,1780,81452,0.00066217,0.00000840,6.300660
1571,3260,51132,0.00041568,0.00000529,6.295648
1793,3188,79264,0.00064438,0.00000822,6.293367
18,3345,138413,0.00112524,0.00001436,6.292176
2462,2676,414954,0.00337341,0.00004312,6.289830
318,2972,220840,0.00179534,0.00002297,6.288514
1960,3359,294883,0.00239728,0.00003068,6.287738
2978,3385,140243,0.00114012,0.00001461,6.286236
1263,3645,248840,0.00202297,0.00002604,6.279405
3238,3438,196044,0.00159376,0.00002052,6.278946
1856,3040,56576,0.00045994,0.00000594,6.275560
1100,2535,270123,0.00219599,0.00002839,6.273112
2194,2454,110349,0.00089709,0.00001161,6.271886
2677,3988,100239,0.00081490,0.00001061,6.263611
2806,3193,101453,0.00082477,0.00001074,6.262813
2939,3027,90568,0.00073628,0.00000960,6.261503
900,3211,37662,0.00030618,0.00000399,6.260403
1750,1814,130505,0.00106095,0.00001389,6.255685
1297,3238,195541,0.00158967,0.00002082,6.254506
3269,3830,45254,0.00036790,0.00000482,6.252983
1702,3466,32524,0.00026441,0.00000347,6.252759
2622,3878,42358,0.00034435,0.00000452,6.251236
590,3336,72648,0.00059060,0.00000776,6.249753
1481,3403,104351,0.00084833,0.00001118,6.245101
518,2328,168390,0.00136894,0.00001806,6.244162
554,1929,350321,0.00284797,0.00003757,6.244111
3181,3868,122671,0.00099727,0.00001316,6.243513
1642,2142,162869,0.00132406,0.00001749,6.242666
2782,3346,157140,0.00127749,0.00001687,6.242424
2797,3182,455248,0.00370099,0.00004901,6.238674
660,1793,91228,0.00074165,0.00000983,6.237136
587,3132,86123,0.00070015,0.00000929,6.236454
1053,1284,120760,0.00098173,0.00001302,6.236174
301,1297,254161,0.00206623,0.00002742,6.235875
2894,3225,118271,0.00096150,0.00001278,6.232891
255,3264,36305,0.00029515,0.00000393,6.230899
134,2082,108383,0.00088111,0.00001173,6.230654
2199,3740,144868,0.00117772,0.00001570,6.229547
2160,2734,102698,0.00083489,0.00001116,6.225000
2744,2939,76341,0.00062062,0.00000832,6.221017
3011,3939,123791,0.00100637,0.00001351,6.219394
644,1217,39615,0.00032205,0.00000433,6.217999
2668,4029,224794,0.00182749,0.00002455,6.217968
3249,4076,127717,0.00103829,0.00001396,6.217188
141,648,99767,0.00081107,0.00001091,6.216212
2454,3908,335097,0.00272421,0.00003666,6.215307
1576,2156,57109,0.00046427,0.00000626,6.212157
2123,2588,138125,0.00112290,0.00001515,6.211457
3345,3728,141736,0.00115226,0.00001555,6.211307
301,3438,246077,0.00200051,0.00002702,6.209976
972,1398,58689,0.00047712,0.00000647,6.203913
913,2676,297462,0.00241825,0.00003289,6.200071
213,358,589078,0.00478897,0.00006515,6.199883
3324,3715,296839,0.00241318,0.00003302,6.191382
579,2462,152179,0.00123716,0.00001693,6.191188
125,3188,81703,0.00066421,0.00000911,6.187798
998,3262,45382,0.00036894,0.00000508,6.181544
1494,2925,42943,0.00034911,0.00000482,6.179423
2277,3480,151209,0.00122927,0.00001697,6.178865
1194,3822,23582,0.00019171,0.00000265,6.178200
244,3132,32590,0.00026494,0.00000366,6.176305
411,3463,80597,0.00065522,0.00000908,6.173705
894,3499,275921,0.00224313,0.00003109,6.173144
2997,3633,108944,0.00088567,0.00001228,6.172603
462,2320,102544,0.00083364,0.00001156,6.171698
299,3551,74803,0.00060812,0.00000849,6.162684
954,2805,45282,0.00036812,0.00000514,6.161477
1253,2242,155508,0.00126422,0.00001767,6.161105
2887,3879,135790,0.00110392,0.00001546,6.157575
2526,3496,112531,0.00091483,0.00001282,6.156706
3041,3389,53588,0.00043565,0.00000611,6.156270
2198,3238,195989,0.00159331,0.00002234,6.156066
421,1206,105847,0.00086049,0.00001207,6.155224
3312,3314,287564,0.00233778,0.00003281,6.154936
265,2196,279255,0.00227023,0.00003188,6.153928
1069,2200,49927,0.00040589,0.00000570,6.153316
330,1547,73524,0.00059772,0.00000840,6.153004
1035,2226,30153,0.00024513,0.00000345,6.150704
2096,2729,30943,0.00025155,0.00000354,6.150338
2972,3915,221696,0.00180230,0.00002541,6.148380
744,2791,181223,0.00147327,0.00002077,6.148182
1320,2535,269796,0.00219333,0.00003093,6.147904
571,3226,235611,0.00191542,0.00002702,6.147667
2142,3185,167588,0.00136242,0.00001923,6.146642
508,900,78612,0.00063908,0.00000902,6.146355
1558,3981,133035,0.00108152,0.00001533,6.140165
1901,3796,222721,0.00181063,0.00002568,6.139644
77,2588,138383,0.00112500,0.00001597,6.138655
364,648,109012,0.00088622,0.00001258,6.138448
77,2123,329520,0.00267887,0.00003818,6.132829
125,660,94075,0.00076479,0.00001090,6.132178
3178,3298,108744,0.00088405,0.00001263,6.129739
2923,3771,33285,0.00027059,0.00000387,6.127458
3161,3964,35273,0.00028676,0.00000411,6.123670
1793,3234,129447,0.00105235,0.00001510,6.122470
818,3298,114856,0.00093373,0.00001342,6.120054
1512,2022,132409,0.00107643,0.00001552,6.116054
7,1720,79611,0.00064721,0.00000934,6.114688
2812,2923,33727,0.00027419,0.00000396,6.113743
3185,4020,167698,0.00136332,0.00001970,6.112978
284,3261,68793,0.00055926,0.00000808,6.112219
2412,4018,182623,0.00148465,0.00002149,6.110478
215,3208,56639,0.00046045,0.00000667,6.109374
748,3354,59740,0.00048566,0.00000704,6.109161
1414,2845,97927,0.00079611,0.00001155,6.106803
1258,2170,56645,0.00046050,0.00000669,6.104857
1785,2148,84661,0.00068826,0.00001000,6.104782
2916,3032,95447,0.00077595,0.00001128,6.103983
2345,3830,81968,0.00066637,0.00000969,6.103776
2296,2869,624420,0.00507629,0.00007386,6.102879
267,478,195141,0.00158642,0.00002309,6.102494
1039,1901,73485,0.00059740,0.00000870,6.102031
866,3050,29855,0.00024271,0.00000354,6.100681
1625,2851,101286,0.00082342,0.00001200,6.100574
1448,3968,186480,0.00151601,0.00002211,6.099173
301,2198,248054,0.00201658,0.00002942,6.099045
3400,3688,48424,0.00039367,0.00000575,6.097905
681,1715,44532,0.00036203,0.00000529,6.097309
3074,3977,38499,0.00031298,0.00000457,6.097180
729,1619,605236,0.00492033,0.00007193,6.095979
1554,3346,167175,0.00135907,0.00001988,6.095495
2224,3121,250654,0.00203772,0.00002980,6.095424
968,2101,32580,0.00026486,0.00000387,6.095192
134,418,39653,0.00032236,0.00000472,6.094825
141,4046,117261,0.00095329,0.00001395,6.094705
130,3616,141459,0.00115001,0.00001685,6.092977
2384,3796,169309,0.00137642,0.00002021,6.089971
729,3039,614384,0.00499470,0.00007336,6.089247
1340,3336,71623,0.00058227,0.00000856,6.088711
1061,4018,121909,0.00099107,0.00001456,6.088680
697,3377,35828,0.00029127,0.00000428,6.088383
1003,1420,291313,0.00236826,0.00003485,6.086609
1503,3868,248404,0.00201943,0.00002979,6.082734
3241,3726,97368,0.00079156,0.00001168,6.082037
1330,3346,131485,0.00106892,0.00001578,6.081859
852,2962,226098,0.00183809,0.00002715,6.080845
2953,3463,80036,0.00065066,0.00000964,6.076556
2448,3306,98859,0.00080368,0.00001193,6.073532
1817,3715,144007,0.00117072,0.00001739,6.072943
431,3591,63711,0.00051795,0.00000770,6.071240
606,608,81182,0.00065998,0.00000984,6.068013
1176,3147,159873,0.00129970,0.00001937,6.067921
648,4046,118567,0.00096390,0.00001438,6.067133
1020,3780,79239,0.00064418,0.00000961,6.066490
283,705,57063,0.00046390,0.00000693,6.065280
962,1572,127695,0.00103811,0.00001552,6.063849
1558,2922,242762,0.00197356,0.00002952,6.063147
2858,3043,32284,0.00026246,0.00000393,6.062258
27,1359,132294,0.00107550,0.00001610,6.061791
2984,3597,47981,0.00039007,0.00000584,6.061628
2017,2085,81482,0.00066242,0.00000992,6.060850
852,3875,122246,0.00099381,0.00001491,6.058522
1375,3742,74268,0.00060377,0.00000906,6.058330
1545,2210,47555,0.00038660,0.00000580,6.058026
409,4053,64768,0.00052654,0.00000791,6.056233
1464,2204,102177,0.00083066,0.00001250,6.054478
579,3408,149519,0.00121553,0.00001829,6.054419
308,2280,79768,0.00064848,0.00000976,6.053505
987,3540,144201,0.00117230,0.00001767,6.051753
1555,2291,135995,0.00110559,0.00001668,6.050165
815,2586,126639,0.00102952,0.00001556,6.048253
737,3427,257917,0.00209676,0.00003171,6.047250
1619,3039,609558,0.00495547,0.00007500,6.045979
311,3566,277597,0.00225675,0.00003418,6.044885
1588,2224,131176,0.00106641,0.00001616,6.044175
1463,2288,49647,0.00040361,0.00000612,6.042682
1333,2210,66744,0.00054260,0.00000823,6.042467
1494,2619,93493,0.00076006,0.00001156,6.039494
2436,4083,184930,0.00150341,0.00002291,6.035836
458,3504,441863,0.00359217,0.00005476,6.035476
1064,3690,104415,0.00084885,0.00001295,6.034782
2457,4006,165192,0.00134295,0.00002050,6.033884
1793,1796,127617,0.00103748,0.00001584,6.033098
1801,3805,64359,0.00052321,0.00000800,6.030391
644,1491,33786,0.00027467,0.00000421,6.028007
557,1155,26911,0.00021878,0.00000336,6.025901
3558,3939,90041,0.00073200,0.00001125,6.024090
1413,4013,55973,0.00045504,0.00000700,6.023262
1646,3930,75429,0.00061321,0.00000943,6.022759
3958,4061,401545,0.00326440,0.00005025,6.021622
1218,1619,630806,0.00512820,0.00007896,6.021223
391,595,60415,0.00049115,0.00000757,6.020359
301,3238,196104,0.00159425,0.00002458,6.019506
1393,2917,106881,0.00086890,0.00001342,6.017125
1669,2605,266105,0.00216333,0.00003344,6.015499
1946,2863,607877,0.00494180,0.00007644,6.014472
2923,3032,34089,0.00027713,0.00000429,6.013704
3479,3988,108698,0.00088367,0.00001369,6.011795
3940,4016,105923,0.00086111,0.00001337,6.008716
996,3228,118619,0.00096433,0.00001498,6.008686
2234,2305,391036,0.00317897,0.00004946,6.006113
568,3551,70855,0.00057602,0.00000897,6.005129
1355,3177,72031,0.00058558,0.00000912,6.005052
3092,3100,31421,0.00025544,0.00000398,6.003448
1432,2659,118616,0.00096430,0.00001503,6.003140
1280,3211,37816,0.00030743,0.00000480,5.999778
711,2570,143594,0.00116736,0.00001824,5.999655
141,364,95883,0.00077949,0.00001221,5.996860
1733,3194,241731,0.00196518,0.00003079,5.996054
713,3939,189665,0.00154190,0.00002418,5.994756
468,3811,520484,0.00423133,0.00006642,5.993300
2305,2712,108941,0.00088565,0.00001391,5.992547
573,3551,73742,0.00059949,0.00000943,5.990377
815,2405,61022,0.00049608,0.00000784,5.983807
317,3072,31952,0.00025976,0.00000411,5.981870
428,1780,81668,0.00066393,0.00001051,5.981714
409,3380,46442,0.00037756,0.00000598,5.980827
3245,3620,91075,0.00074040,0.00001173,5.979540
2126,3961,416388,0.00338507,0.00005365,5.979401
128,577,93291,0.00075842,0.00001202,5.978925
3538,3648,107990,0.00087792,0.00001394,5.977040
1117,1144,37086,0.00030149,0.00000479,5.976793
2046,3316,255950,0.00208077,0.00003304,5.976690
863,3952,168241,0.00136773,0.00002172,5.976571
265,3686,310124,0.00252119,0.00004004,5.976483
2236,2923,37009,0.00030087,0.00000479,5.974439
135,1821,154752,0.00125807,0.00002003,5.972730
1647,2786,986360,0.00801872,0.00012768,5.972712
1538,2038,54808,0.00044557,0.00000710,5.972228
125,3234,129177,0.00105016,0.00001675,5.970165
1111,3898,61627,0.00050100,0.00000799,5.969915
227,428,82856,0.00067359,0.00001076,5.968080
3211,3448,37863,0.00030781,0.00000492,5.965917
866,2752,52721,0.00042860,0.00000686,5.965408
3043,3780,44650,0.00036299,0.00000582,5.963812
2870,3140,34191,0.00027796,0.00000445,5.963348
1200,2201,127227,0.00103431,0.00001658,5.963197
593,1462,78651,0.00063940,0.00001027,5.960179
1042,3954,32089,0.00026087,0.00000420,5.955502
2142,4020,171867,0.00139721,0.00002252,5.955252
693,2700,691668,0.00562299,0.00009065,5.954949
395,3298,59065,0.00048018,0.00000775,5.952899
1127,4093,79813,0.00064885,0.00001049,5.951211
3386,3854,86911,0.00070655,0.00001142,5.951010
2985,3581,57290,0.00046575,0.00000753,5.949991
2220,3201,430547,0.00350018,0.00005666,5.948891
1940,3658,366310,0.00297796,0.00004825,5.947575
219,2444,110356,0.00089715,0.00001454,5.946941
729,1218,585029,0.00475605,0.00007723,5.944426
2104,2836,47423,0.00038553,0.00000626,5.943606
2566,3751,34076,0.00027702,0.00000451,5.942315
2105,3298,290343,0.00236037,0.00003839,5.941975
1359,3276,104921,0.00085297,0.00001388,5.941684
504,2603,189672,0.00154196,0.00002514,5.938536
105,529,216951,0.00176373,0.00002882,5.935628
1558,1619,310946,0.00252787,0.00004130,5.935583
2922,3981,146828,0.00119365,0.00001951,5.934843
362,3784,161625,0.00131395,0.00002148,5.934477
579,896,77379,0.00062906,0.00001029,5.934003
2206,3379,54147,0.00044019,0.00000721,5.931517
1023,2229,46698,0.00037964,0.00000622,5.931305
3598,3935,238374,0.00193789,0.00003176,5.931143
1764,3282,604701,0.00491598,0.00008063,5.929958
2401,2912,63047,0.00051255,0.00000841,5.929432
3053,3689,57344,0.00046618,0.00000765,5.928954
2917,3180,71144,0.00057837,0.00000950,5.928185
756,3509,41000,0.00033331,0.00000548,5.927663
2405,2586,69264,0.00056309,0.00000926,5.926972
593,3672,179531,0.00145952,0.00002400,5.926437
519,529,487287,0.00396145,0.00006514,5.926413
263,689,231759,0.00188411,0.00003100,5.925429
557,840,89455,0.00072723,0.00001197,5.925028
364,4046,120215,0.00097730,0.00001609,5.924984
75,3147,129470,0.00105254,0.00001733,5.924497
1825,3386,93645,0.00076130,0.00001254,5.923812
3415,3600,668908,0.00543796,0.00008961,5.923224
2661,2923,33568,0.00027289,0.00000450,5.923216
1578,3690,104056,0.00084593,0.00001394,5.923201
215,2570,56584,0.00046001,0.00000758,5.922889
8,2291,213908,0.00173899,0.00002867,5.922392
152,3055,44722,0.00036357,0.00000601,5.919607
185,2248,37160,0.00030210,0.00000499,5.918575
646,2557,30012,0.00024399,0.00000404,5.917999
579,2676,151370,0.00123058,0.00002036,5.917526
345,2978,128858,0.00104756,0.00001733,5.917470
1538,2746,43327,0.00035223,0.00000584,5.915173
318,3915,238901,0.00194217,0.00003218,5.915166
371,3390,118009,0.00095937,0.00001591,5.914414
41,901,916203,0.00744837,0.00012350,5.914336
1800,2786,758334,0.00616496,0.00010232,5.912954
2797,3502,456078,0.00370773,0.00006161,5.911165
299,913,73533,0.00059779,0.00000995,5.909354
1484,3173,426279,0.00346548,0.00005771,5.908195
410,3398,76807,0.00062441,0.00001041,5.907076
2133,2757,47009,0.00038216,0.00000637,5.906724
886,972,45993,0.00037390,0.00000623,5.906640
748,2201,65727,0.00053433,0.00000891,5.906558
973,3939,190255,0.00154670,0.00002579,5.906406
1218,3039,593913,0.00482828,0.00008053,5.905903
2380,3388,122307,0.00099431,0.00001659,5.905663
280,3288,224583,0.00182577,0.00003048,5.904360
33,3448,59443,0.00048325,0.00000807,5.903344
3226,4012,63653,0.00051747,0.00000865,5.903203
913,3408,217525,0.00176839,0.00002955,5.903190
1462,2971,115031,0.00093516,0.00001566,5.900125
494,2354,101600,0.00082597,0.00001384,5.899251
57,3324,123371,0.00100296,0.00001681,5.898893
579,3891,69976,0.00056888,0.00000954,5.898578
924,2201,40969,0.00033306,0.00000559,5.897715
253,696,101231,0.00082297,0.00001381,5.896866
1863,2786,757286,0.00615644,0.00010342,5.895516
1289,3337,118098,0.00096009,0.00001613,5.895222
246,454,235629,0.00191557,0.00003220,5.894700
1133,2416,355851,0.00289293,0.00004866,5.893537
619,1779,90820,0.00073833,0.00001242,5.893322
330,1938,106159,0.00086303,0.00001453,5.892505
1684,1938,274464,0.00223128,0.00003758,5.891635
876,1326,124818,0.00101472,0.00001709,5.891481
7,3766,87330,0.00070996,0.00001197,5.890652
125,1796,127962,0.00104028,0.00001757,5.887700
920,2038,53387,0.00043402,0.00000733,5.887677
918,3173,294804,0.00239664,0.00004049,5.887420
922,3463,121180,0.00098515,0.00001666,5.886203
1176,2242,192349,0.00156372,0.00002646,5.885129
508,1280,78872,0.00064120,0.00001085,5.884606
863,2263,168473,0.00136962,0.00002323,5.881778
3053,3892,60783,0.00049414,0.00000838,5.881553
8,1555,136382,0.00110873,0.00001881,5.881225
319,1434,366786,0.00298183,0.00005062,5.880316
513,2134,58253,0.00047357,0.00000804,5.879659
280,4010,222064,0.00180529,0.00003070,5.877810
2242,3143,302104,0.00245599,0.00004179,5.876844
973,2993,236241,0.00192055,0.00003270,5.876034
434,1346,108905,0.00088535,0.00001508,5.875683
1180,2764,43242,0.00035154,0.00000599,5.874614
1538,3111,44604,0.00036261,0.00000618,5.874132
548,3197,563020,0.00457713,0.00007814,5.872188
713,3990,244960,0.00199143,0.00003400,5.872169
2363,4095,121719,0.00098953,0.00001690,5.871849
3005,3583,39245,0.00031905,0.00000546,5.868238
557,4025,100930,0.00082052,0.00001406,5.866927
1037,3371,460711,0.00374540,0.00006418,5.866808
3033,3348,156404,0.00127150,0.00002179,5.866701
763,2160,145515,0.00118298,0.00002028,5.866493
1273,2551,448204,0.00364372,0.00006249,5.865686
1053,1927,108295,0.00088040,0.00001510,5.865340
434,2260,89075,0.00072414,0.00001242,5.865070
1833,3970,67630,0.00054981,0.00000944,5.864019
2038,3329,95159,0.00077361,0.00001329,5.863106
641,3972,182726,0.00148549,0.00002557,5.860460
863,4092,404363,0.00328731,0.00005673,5.856775
2100,2870,28977,0.00023557,0.00000407,5.855210
53,454,215471,0.00175169,0.00003032,5.852109
2022,3188,79829,0.00064898,0.00001124,5.851311
682,2878,26191,0.00021292,0.00000369,5.850931
274,1782,154600,0.00125684,0.00002182,5.847840
576,2480,88811,0.00072200,0.00001254,5.847290
328,2412,404341,0.00328713,0.00005710,5.847144
711,3554,512486,0.00416631,0.00007244,5.845790
57,3715,123358,0.00100285,0.00001744,5.845753
187,2912,49940,0.00040599,0.00000706,5.845328
1381,2354,67854,0.00055163,0.00000960,5.844670
869,3429,329878,0.00268178,0.00004667,5.844633
956,3225,66052,0.00053698,0.00000934,5.844525
43,211,92921,0.00075541,0.00001316,5.843573
46,3256,107302,0.00087232,0.00001519,5.843558
1223,3346,69899,0.00056825,0.00000992,5.840744
983,3499,263665,0.00214349,0.00003741,5.840490
2436,3249,60328,0.00049044,0.00000857,5.838674
1373,2354,101749,0.00082718,0.00001446,5.838227
320,991,67423,0.00054812,0.00000959,5.837289
1036,2977,143707,0.00116828,0.00002043,5.837276
1552,1643,172602,0.00140319,0.00002456,5.836212
1218,1558,311494,0.00253232,0.00004434,5.835560
1031,4005,128593,0.00104541,0.00001831,5.835449
948,1568,60356,0.00049067,0.00000860,5.835096
2203,2659,109817,0.00089277,0.00001564,5.834520
969,3100,25428,0.00020672,0.00000362,5.833739
63,2051,107991,0.00087792,0.00001541,5.832194
1774,2113,90408,0.00073498,0.00001290,5.832055
775,1755,1039590,0.00845146,0.00014845,5.831151
1545,3829,39020,0.00031722,0.00000557,5.831034
925,1006,77346,0.00062879,0.00001105,5.830074
2103,2271,33103,0.00026911,0.00000473,5.829751
267,904,73625,0.00059854,0.00001054,5.827958
3617,3791,61326,0.00049856,0.00000878,5.827038
70,1780,77296,0.00062839,0.00001107,5.826661
1465,2769,171264,0.00139231,0.00002453,5.826570
1291,2959,117878,0.00095830,0.00001689,5.826311
2831,3293,44029,0.00035794,0.00000632,5.824227
2263,3375,131608,0.00106992,0.00001889,5.824022
2119,3463,109089,0.00088685,0.00001567,5.823003
2881,3245,242773,0.00197365,0.00003487,5.822769
3130,4046,102534,0.00083356,0.00001474,5.821314
533,3223,24966,0.00020296,0.00000359,5.819944
792,2497,48010,0.00039030,0.00000691,5.819698
51,141,44743,0.00036374,0.00000645,5.817680
1642,3185,106105,0.00086259,0.00001529,5.817599
2444,3702,107166,0.00087122,0.00001546,5.816261
779,3234,175529,0.00142698,0.00002535,5.814730
122,514,200979,0.00163388,0.00002904,5.814067
258,2065,80990,0.00065842,0.00001170,5.813850
784,3367,110098,0.00089505,0.00001593,5.812566
362,2388,56928,0.00046280,0.00000824,5.811812
2393,2890,546849,0.00444567,0.00007915,5.811658
644,1629,44019,0.00035786,0.00000638,5.810008
548,1409,563201,0.00457860,0.00008163,5.809687
2354,3511,103028,0.00083758,0.00001493,5.809660
693,946,235961,0.00191827,0.00003422,5.808695
1926,2522,1303327,0.01059553,0.00018912,5.807991
187,3350,63730,0.00051810,0.00000925,5.807744
50,748,71025,0.00057741,0.00001031,5.807653
2038,2746,74428,0.00060507,0.00001080,5.807360
1612,3100,46107,0.00037483,0.00000670,5.806380
593,3369,78179,0.00063556,0.00001136,5.805926
217,2683,337825,0.00274638,0.00004910,5.805664
1672,3463,124974,0.00101599,0.00001817,5.805024
2570,3208,58729,0.00047744,0.00000854,5.804876
621,1754,257129,0.00209036,0.00003739,5.804768
20,2848,57327,0.00046605,0.00000834,5.804400
2691,2911,52698,0.00042841,0.00000767,5.803790
22,904,50196,0.00040807,0.00000731,5.802829
251,2274,126990,0.00103238,0.00001850,5.802218
143,3140,125125,0.00101722,0.00001824,5.801744
3684,3948,59145,0.00048083,0.00000862,5.801605
2588,4008,59653,0.00048496,0.00000870,5.800971
553,1159,38462,0.00031268,0.00000561,5.799897
729,1558,276837,0.00225058,0.00004040,5.799847
709,3954,31857,0.00025898,0.00000465,5.799148
900,1280,78692,0.00063973,0.00001149,5.798984
144,2788,122370,0.00099482,0.00001787,5.798528
438,644,45556,0.00037035,0.00000666,5.798163
2040,2064,44230,0.00035957,0.00000647,5.797001
3533,3641,54287,0.00044133,0.00000794,5.796218
1720,1791,54456,0.00044271,0.00000797,5.795693
1739,1975,31972,0.00025992,0.00000468,5.795557
1538,2229,30785,0.00025027,0.00000451,5.794232
