# total_molecules: 123007215
bit_i,bit_j,count,fraction,expected_fraction,pmi
1596,1997,235018,0.00191060,0.00003443,5.794227
478,1436,209193,0.00170066,0.00003067,5.793273
593,1991,181062,0.00147196,0.00002656,5.792161
1202,1558,117569,0.00095579,0.00001727,5.790482
529,1555,128044,0.00104095,0.00001882,5.789601
660,2022,91520,0.00074402,0.00001345,5.789442
2507,2591,222716,0.00181059,0.00003274,5.789091
1047,2768,363676,0.00295654,0.00005347,5.789056
70,227,77067,0.00062652,0.00001134,5.787912
1937,2412,444964,0.00361738,0.00006555,5.786197
568,913,71247,0.00057921,0.00001051,5.784463
403,3150,108227,0.00087984,0.00001596,5.784378
1211,2032,293979,0.00238993,0.00004337,5.784096
1169,1793,97075,0.00078918,0.00001434,5.782122
1155,3550,21828,0.00017745,0.00000323,5.781408
962,1253,88746,0.00072147,0.00001312,5.780603
22,3594,35237,0.00028646,0.00000521,5.780440
1419,3536,27512,0.00022366,0.00000407,5.779302
584,3054,41788,0.00033972,0.00000619,5.778997
973,3990,244775,0.00198992,0.00003626,5.778249
1271,1834,66753,0.00054268,0.00000989,5.778138
1769,4095,44072,0.00035829,0.00000653,5.778056
43,3940,55365,0.00045010,0.00000820,5.777676
894,983,263694,0.00214373,0.00003911,5.776294
892,3939,189719,0.00154234,0.00002814,5.776115
2619,2778,57166,0.00046474,0.00000848,5.775988
646,3722,37021,0.00030097,0.00000549,5.775928
812,3100,29345,0.00023856,0.00000435,5.775740
2456,2871,35300,0.00028698,0.00000524,5.774661
647,2544,150846,0.00122632,0.00002240,5.774486
1461,2030,97095,0.00078934,0.00001442,5.774053
362,2248,66409,0.00053988,0.00000988,5.772683
779,1547,94218,0.00076596,0.00001402,5.771872
170,1211,501974,0.00408085,0.00007480,5.769680
2117,2923,19873,0.00016156,0.00000296,5.767925
1379,1389,34824,0.00028311,0.00000520,5.767523
1061,2837,83449,0.00067841,0.00001247,5.765855
1651,2955,24097,0.00019590,0.00000360,5.765754
385,2165,134373,0.00109240,0.00002010,5.764239
590,1340,71791,0.00058363,0.00001075,5.762574
2756,3601,104242,0.00084745,0.00001564,5.759937
407,606,70578,0.00057377,0.00001060,5.758434
1037,3648,159991,0.00130066,0.00002403,5.758343
1558,3039,280420,0.00227970,0.00004212,5.758133
304,792,45560,0.00037038,0.00000684,5.757874
2606,3902,460935,0.00374722,0.00006925,5.757810
1304,2619,61190,0.00049745,0.00000920,5.756430
918,1484,163256,0.00132721,0.00002455,5.756393
1020,3043,36205,0.00029433,0.00000545,5.756247
2148,2464,26551,0.00021585,0.00000399,5.756215
2746,3329,72670,0.00059078,0.00001093,5.756191
276,2806,101568,0.00082571,0.00001529,5.754884
2791,3733,183957,0.00149550,0.00002770,5.754837
1754,3114,259536,0.00210993,0.00003908,5.754751
274,3454,125863,0.00102322,0.00001896,5.754261
2390,3346,275081,0.00223630,0.00004144,5.753940
2858,2911,56145,0.00045644,0.00000846,5.753378
579,3551,73119,0.00059443,0.00001102,5.752849
294,2032,409996,0.00333311,0.00006181,5.752835
987,1892,407342,0.00331153,0.00006141,5.752810
784,3302,99066,0.00080537,0.00001494,5.752489
1548,2201,62202,0.00050568,0.00000939,5.751440
1512,3188,80351,0.00065322,0.00001213,5.751179
1607,2412,364181,0.00296065,0.00005497,5.751089
395,1629,47708,0.00038785,0.00000721,5.749559
411,1672,95073,0.00077291,0.00001437,5.749435
523,1202,43727,0.00035548,0.00000662,5.747525
1429,1562,33743,0.00027432,0.00000511,5.746541
267,1436,142463,0.00115817,0.00002158,5.746256
1780,3244,31759,0.00025819,0.00000481,5.745181
1687,2228,350309,0.00284787,0.00005320,5.742397
239,2716,588162,0.00478152,0.00008938,5.741410
2015,3161,32661,0.00026552,0.00000496,5.741067
1466,2522,516596,0.00419972,0.00007853,5.740952
1397,2385,18735,0.00015231,0.00000285,5.740798
170,294,701151,0.00570008,0.00010661,5.740635
2003,3898,40324,0.00032782,0.00000613,5.740611
2559,3478,223856,0.00181986,0.00003404,5.740247
2561,2756,74483,0.00060552,0.00001133,5.739935
1058,1451,55953,0.00045488,0.00000852,5.738813
2038,3111,75171,0.00061111,0.00001144,5.738743
273,863,402575,0.00327278,0.00006138,5.736552
405,3940,73228,0.00059531,0.00001117,5.735805
411,3792,101966,0.00082894,0.00001556,5.735505
1620,3128,47013,0.00038220,0.00000718,5.734790
1580,2254,268738,0.00218473,0.00004104,5.734445
3154,3688,44189,0.00035924,0.00000675,5.733894
82,2984,32379,0.00026323,0.00000495,5.733880
1116,1821,161575,0.00131354,0.00002469,5.733563
573,913,72295,0.00058773,0.00001105,5.733161
2151,2769,107432,0.00087338,0.00001643,5.732158
2030,3076,224495,0.00182506,0.00003436,5.731232
1644,2472,45507,0.00036995,0.00000697,5.730853
1213,2065,77647,0.00063124,0.00001189,5.730827
916,1814,141562,0.00115084,0.00002167,5.730540
3429,3648,180280,0.00146561,0.00002762,5.729773
470,1473,90608,0.00073661,0.00001388,5.729661
2354,3702,101788,0.00082750,0.00001560,5.729205
2524,3722,109872,0.00089322,0.00001684,5.729176
343,2139,293113,0.00238289,0.00004493,5.728990
143,2100,108581,0.00088272,0.00001666,5.727716
2117,2593,21599,0.00017559,0.00000331,5.727334
3011,3990,123695,0.00100559,0.00001899,5.726596
644,1173,35722,0.00029041,0.00000549,5.725984
3228,3881,122201,0.00099345,0.00001877,5.725588
570,1852,223187,0.00181442,0.00003431,5.724775
768,3598,111031,0.00090264,0.00001708,5.724074
651,2912,70249,0.00057110,0.00001081,5.723916
1329,3024,212061,0.00172397,0.00003263,5.723469
227,3244,32040,0.00026047,0.00000493,5.723421
230,3613,91886,0.00074700,0.00001414,5.722816
928,2870,17850,0.00014511,0.00000275,5.722360
2298,2584,81721,0.00066436,0.00001260,5.720518
3537,3675,97997,0.00079668,0.00001511,5.720464
3298,3475,290910,0.00236498,0.00004487,5.720010
3610,3653,70210,0.00057078,0.00001083,5.719593
19,2923,18928,0.00015388,0.00000292,5.718335
232,2767,144968,0.00117853,0.00002239,5.718266
2923,2939,25674,0.00020872,0.00000396,5.718101
328,1937,624306,0.00507536,0.00009643,5.717880
318,3167,113036,0.00091894,0.00001746,5.717617
305,1954,843022,0.00685344,0.00013029,5.717072
1287,2669,62879,0.00051118,0.00000973,5.715890
1269,2083,177775,0.00144524,0.00002750,5.715822
3967,3985,142326,0.00115705,0.00002203,5.714573
261,2159,13642,0.00011090,0.00000211,5.714140
499,2943,90717,0.00073749,0.00001405,5.713934
1466,3982,517354,0.00420588,0.00008017,5.713272
918,3811,208008,0.00169102,0.00003226,5.712011
494,1373,186780,0.00151845,0.00002897,5.711730
896,2922,143710,0.00116831,0.00002230,5.711136
7,529,140455,0.00114184,0.00002180,5.710703
1538,3329,46224,0.00037578,0.00000718,5.709800
307,1248,56382,0.00045836,0.00000876,5.709066
262,2467,1184189,0.00962699,0.00018404,5.708956
1851,4033,294553,0.00239460,0.00004579,5.708659
2040,2565,69754,0.00056707,0.00001086,5.706809
876,2201,56349,0.00045810,0.00000877,5.706594
3312,3345,142887,0.00116161,0.00002227,5.704710
931,1955,326093,0.00265101,0.00005084,5.704360
447,3780,36621,0.00029771,0.00000571,5.703482
1287,2037,77059,0.00062646,0.00001203,5.702937
2022,3234,132410,0.00107644,0.00002067,5.702816
533,1790,24701,0.00020081,0.00000386,5.702494
3277,3969,31188,0.00025355,0.00000487,5.701105
2305,2695,127982,0.00104044,0.00002000,5.700996
1003,3178,109307,0.00088862,0.00001709,5.700493
2035,2815,33236,0.00027020,0.00000520,5.698658
2772,3619,87162,0.00070859,0.00001365,5.698123
267,2937,104449,0.00084913,0.00001636,5.697895
1091,3288,223681,0.00181844,0.00003505,5.697045
991,4001,135029,0.00109773,0.00002117,5.696556
471,3298,92212,0.00074965,0.00001446,5.695952
1568,1912,138783,0.00112825,0.00002177,5.695578
890,3100,39818,0.00032370,0.00000625,5.695016
769,998,35640,0.00028974,0.00000559,5.694531
447,1485,75189,0.00061126,0.00001181,5.694195
222,3848,137783,0.00112012,0.00002164,5.693951
893,3440,71150,0.00057842,0.00001118,5.692777
2318,3967,142548,0.00115886,0.00002241,5.692097
931,1680,124024,0.00100827,0.00001952,5.690940
2242,2625,338443,0.00275141,0.00005331,5.689677
905,3753,20795,0.00016906,0.00000328,5.689254
636,3586,90854,0.00073861,0.00001432,5.688880
434,742,51288,0.00041695,0.00000808,5.688534
3371,3429,467903,0.00380387,0.00007377,5.688338
3111,3329,73419,0.00059687,0.00001158,5.688036
1736,2606,209737,0.00170508,0.00003308,5.687866
1720,3449,82592,0.00067144,0.00001303,5.687802
660,1512,91935,0.00074740,0.00001451,5.686435
321,3293,73687,0.00059905,0.00001163,5.686204
1446,1976,429706,0.00349334,0.00006787,5.685760
2923,3836,32273,0.00026237,0.00000510,5.685651
2513,3690,104645,0.00085072,0.00001653,5.685331
339,3226,234882,0.00190950,0.00003713,5.684325
3244,3584,25841,0.00021008,0.00000409,5.684324
976,3018,121656,0.00098902,0.00001924,5.684164
3,3227,56347,0.00045808,0.00000891,5.683852
1428,3996,130720,0.00106270,0.00002068,5.683478
685,1875,49473,0.00040220,0.00000783,5.682390
1374,3013,119618,0.00097245,0.00001894,5.682386
679,998,46730,0.00037990,0.00000740,5.681598
1229,3428,139149,0.00113123,0.00002205,5.680865
736,1624,237886,0.00193392,0.00003770,5.680849
185,3208,37963,0.00030862,0.00000602,5.680236
2678,3377,54143,0.00044016,0.00000859,5.679252
643,1996,90845,0.00073853,0.00001442,5.678209
1091,4010,222321,0.00180738,0.00003530,5.677970
294,1211,377000,0.00306486,0.00005987,5.677837
2073,3703,35640,0.00028974,0.00000566,5.677690
3202,3261,76881,0.00062501,0.00001221,5.677572
1659,3459,79472,0.00064608,0.00001263,5.677210
644,2934,43796,0.00035604,0.00000696,5.676381
1313,3826,743040,0.00604062,0.00011813,5.676265
1033,1275,548334,0.00445774,0.00008724,5.675232
1176,1253,117099,0.00095197,0.00001864,5.674512
12,1562,61049,0.00049630,0.00000972,5.674487
1809,3862,1300471,0.01057231,0.00020705,5.674187
532,3354,53278,0.00043313,0.00000848,5.674039
145,1880,64799,0.00052679,0.00001032,5.673199
418,3664,35942,0.00029219,0.00000573,5.672522
280,1091,318216,0.00258697,0.00005072,5.672462
673,2828,93532,0.00076038,0.00001491,5.672123
3236,3324,153026,0.00124404,0.00002440,5.671804
1912,2724,139505,0.00113412,0.00002225,5.671677
1540,1702,16654,0.00013539,0.00000266,5.670925
2619,2925,74021,0.00060176,0.00001182,5.669300
385,1180,51750,0.00042071,0.00000827,5.669101
1780,2013,29647,0.00024102,0.00000474,5.668349
897,4076,127591,0.00103726,0.00002040,5.668033
2245,3413,29676,0.00024125,0.00000474,5.668013
2338,3187,17527,0.00014249,0.00000280,5.667814
2833,2863,278175,0.00226145,0.00004450,5.667386
2510,3669,17365,0.00014117,0.00000278,5.667365
76,870,358996,0.00291850,0.00005745,5.666668
2567,3222,77017,0.00062612,0.00001233,5.666238
209,2590,119783,0.00097379,0.00001919,5.665216
681,3973,27011,0.00021959,0.00000433,5.664743
193,1252,426843,0.00347006,0.00006847,5.663393
353,1945,85073,0.00069161,0.00001365,5.663374
1558,3764,330333,0.00268548,0.00005301,5.662830
210,1769,43386,0.00035271,0.00000697,5.662183
318,1410,130955,0.00106461,0.00002103,5.661834
959,1568,133716,0.00108706,0.00002147,5.661755
791,1829,20612,0.00016757,0.00000331,5.661738
853,2472,28492,0.00023163,0.00000458,5.661662
742,1094,49394,0.00040155,0.00000795,5.658677
1672,3792,193556,0.00157353,0.00003115,5.658656
1064,1766,105669,0.00085905,0.00001701,5.658397
3217,3536,31281,0.00025430,0.00000504,5.657927
644,3594,20507,0.00016671,0.00000330,5.657633
2036,3541,17358,0.00014111,0.00000280,5.657622
2586,3374,110308,0.00089676,0.00001779,5.655985
689,3323,65485,0.00053237,0.00001057,5.654872
11,1942,344384,0.00279971,0.00005557,5.654725
1346,2260,89085,0.00072423,0.00001438,5.654177
2246,2528,70749,0.00057516,0.00001142,5.653982
49,3198,38760,0.00031510,0.00000626,5.653582
631,3359,82752,0.00067274,0.00001337,5.652573
1307,3306,44771,0.00036397,0.00000724,5.652525
544,1197,64466,0.00052408,0.00001043,5.651612
512,2923,37572,0.00030545,0.00000608,5.651466
2675,3597,26551,0.00021585,0.00000430,5.651043
50,924,39956,0.00032483,0.00000647,5.650849
3282,3371,460656,0.00374495,0.00007454,5.650827
2434,2780,118221,0.00096109,0.00001913,5.650653
1647,1800,619232,0.00503411,0.00010028,5.649660
141,3130,69051,0.00056136,0.00001119,5.649092
987,3808,144025,0.00117087,0.00002334,5.648894
2229,3576,43620,0.00035461,0.00000707,5.648268
1006,2720,37461,0.00030454,0.00000608,5.647182
321,1258,90527,0.00073595,0.00001469,5.646578
1654,3790,210500,0.00171128,0.00003416,5.646432
20,3925,104565,0.00085007,0.00001697,5.646280
515,2366,316074,0.00256956,0.00005131,5.646129
554,4058,53286,0.00043319,0.00000865,5.645975
2079,3112,116207,0.00094472,0.00001887,5.645526
1168,2662,105541,0.00085801,0.00001714,5.645340
644,3683,41700,0.00033900,0.00000678,5.644663
205,3468,185424,0.00150742,0.00003014,5.644469
544,2506,167623,0.00136271,0.00002725,5.644030
51,4046,52274,0.00042497,0.00000850,5.643966
1465,1733,171882,0.00139733,0.00002795,5.643864
2896,3288,222435,0.00180831,0.00003617,5.643689
2172,2805,17921,0.00014569,0.00000292,5.643057
1931,2586,64868,0.00052735,0.00001055,5.642994
1899,3776,69594,0.00056577,0.00001133,5.642220
2735,3453,744027,0.00604865,0.00012112,5.642147
3101,3372,182534,0.00148393,0.00002972,5.641672
922,3792,175156,0.00142395,0.00002855,5.640201
884,1014,44551,0.00036218,0.00000726,5.639956
376,1746,205677,0.00167207,0.00003354,5.639779
1342,3626,358454,0.00291409,0.00005845,5.639729
1607,3245,243062,0.00197600,0.00003966,5.638654
1619,2173,745950,0.00606428,0.00012175,5.638293
2051,2648,171459,0.00139389,0.00002799,5.638188
494,3511,183297,0.00149013,0.00002992,5.637985
886,2964,65597,0.00053328,0.00001071,5.637825
2661,3161,38331,0.00031162,0.00000626,5.637792
2675,2984,26503,0.00021546,0.00000433,5.637294
1850,2078,137939,0.00112139,0.00002254,5.636850
3427,3748,374788,0.00304688,0.00006126,5.636351
2896,4010,222858,0.00181175,0.00003643,5.636153
483,1192,62278,0.00050630,0.00001018,5.636049
1464,3569,171934,0.00139776,0.00002812,5.635559
3221,3677,69073,0.00056154,0.00001130,5.635268
1684,1946,286553,0.00232956,0.00004688,5.634864
1326,1720,79509,0.00064638,0.00001301,5.634698
2399,3870,25555,0.00020775,0.00000418,5.634128
468,918,216566,0.00176060,0.00003547,5.633406
1647,1863,618620,0.00502914,0.00010136,5.632791
3373,3414,42468,0.00034525,0.00000697,5.630768
22,3164,32849,0.00026705,0.00000539,5.629887
2516,3280,45856,0.00037279,0.00000753,5.629612
318,2748,209208,0.00170078,0.00003436,5.629462
818,1003,110643,0.00089948,0.00001817,5.629444
327,1762,435647,0.00354164,0.00007154,5.629437
1253,1572,89562,0.00072810,0.00001472,5.628753
2170,2586,56643,0.00046049,0.00000932,5.626735
988,1575,32824,0.00026685,0.00000540,5.626270
287,2591,223246,0.00181490,0.00003675,5.625996
282,1328,203101,0.00165113,0.00003344,5.625876
1169,1581,207995,0.00169092,0.00003424,5.625831
2533,4064,107623,0.00087493,0.00001772,5.625822
887,3809,66510,0.00054070,0.00001095,5.625672
1399,1619,719633,0.00585033,0.00011850,5.625539
1293,3820,26582,0.00021610,0.00000438,5.625352
1620,2964,59186,0.00048116,0.00000975,5.625084
18,3312,139054,0.00113045,0.00002291,5.624895
2923,3305,34018,0.00027655,0.00000561,5.624051
3685,3694,27150,0.00022072,0.00000448,5.622832
39,2572,432784,0.00351836,0.00007142,5.622387
1040,1111,30166,0.00024524,0.00000498,5.621155
311,1570,346996,0.00282094,0.00005734,5.620548
660,3188,63611,0.00051713,0.00001051,5.620370
972,2964,46122,0.00037495,0.00000762,5.620106
3161,3771,32587,0.00026492,0.00000539,5.620034
2502,3124,30513,0.00024806,0.00000504,5.619701
1037,3429,236847,0.00192547,0.00003916,5.619652
839,3448,83666,0.00068017,0.00001385,5.617583
3925,3984,108566,0.00088260,0.00001798,5.616952
1642,4020,108114,0.00087892,0.00001791,5.616896
3011,3558,89901,0.00073086,0.00001490,5.615970
2248,3784,67877,0.00055181,0.00001125,5.615768
481,3999,52276,0.00042498,0.00000867,5.615523
214,1583,60366,0.00049075,0.00001001,5.615321
3429,3538,136966,0.00111348,0.00002271,5.615305
2177,3354,51499,0.00041867,0.00000855,5.614467
105,1555,100989,0.00082100,0.00001676,5.614278
3018,3580,122445,0.00099543,0.00002032,5.614262
2288,4037,30370,0.00024690,0.00000504,5.613923
19,2117,27097,0.00022029,0.00000450,5.613896
3236,3715,152475,0.00123956,0.00002532,5.613612
275,995,42271,0.00034365,0.00000702,5.612992
93,3875,65700,0.00053412,0.00001091,5.612825
2214,3618,32687,0.00026573,0.00000543,5.612656
2292,2461,275536,0.00224000,0.00004580,5.612097
227,2013,29195,0.00023734,0.00000485,5.611715
1248,3446,73187,0.00059498,0.00001217,5.611325
982,1705,79803,0.00064877,0.00001327,5.611307
215,1881,33362,0.00027122,0.00000555,5.610903
3281,3326,30637,0.00024907,0.00000510,5.610159
3512,3699,88163,0.00071673,0.00001468,5.609741
1654,2490,206734,0.00168067,0.00003443,5.609219
1512,3234,133807,0.00108780,0.00002230,5.608423
518,1934,300158,0.00244017,0.00005003,5.608060
32,1864,78404,0.00063739,0.00001309,5.605522
297,1502,40735,0.00033116,0.00000680,5.605221
2683,4034,119274,0.00096965,0.00001993,5.604490
529,1477,315217,0.00256259,0.00005269,5.603863
151,1711,109311,0.00088866,0.00001828,5.603400
3503,3915,144035,0.00117095,0.00002409,5.602833
51,648,39733,0.00032301,0.00000665,5.602805
1678,2746,72830,0.00059208,0.00001219,5.602592
878,1504,99768,0.00081107,0.00001670,5.602187
918,1359,61591,0.00050071,0.00001031,5.601989
3282,3648,166719,0.00135536,0.00002791,5.601961
2561,3601,28430,0.00023112,0.00000476,5.601835
292,2071,106039,0.00086206,0.00001776,5.600831
1587,2973,65511,0.00053258,0.00001098,5.600520
46,2713,74135,0.00060269,0.00001242,5.600514
2517,3686,564749,0.00459119,0.00009463,5.600440
920,2017,30627,0.00024899,0.00000513,5.600407
1894,2058,32732,0.00026610,0.00000549,5.599582
863,947,269230,0.00218873,0.00004514,5.599538
232,1989,93859,0.00076304,0.00001574,5.599312
1006,1244,30121,0.00024487,0.00000505,5.599141
184,1820,160199,0.00130235,0.00002687,5.598787
959,3689,109642,0.00089135,0.00001839,5.598626
912,3336,71673,0.00058267,0.00001203,5.598281
1672,2953,90935,0.00073927,0.00001526,5.598162
757,1729,327061,0.00265888,0.00005489,5.598106
1202,2922,130856,0.00106381,0.00002197,5.597311
3540,3817,144442,0.00117426,0.00002426,5.596999
606,3359,70842,0.00057592,0.00001190,5.596498
1782,3454,205484,0.00167050,0.00003456,5.595005
125,1169,94493,0.00076819,0.00001590,5.593937
644,3546,19924,0.00016197,0.00000336,5.591541
402,1782,115421,0.00093833,0.00001946,5.591509
3354,3409,28277,0.00022988,0.00000477,5.591462
646,3687,19780,0.00016080,0.00000334,5.590674
669,3246,40213,0.00032692,0.00000679,5.589936
121,179,169183,0.00137539,0.00002856,5.589895
6,1702,15531,0.00012626,0.00000262,5.588765
555,1436,276349,0.00224661,0.00004670,5.588165
366,757,554450,0.00450746,0.00009379,5.586786
2812,3161,32566,0.00026475,0.00000551,5.586357
1664,1941,212997,0.00173158,0.00003605,5.586140
3899,4063,24961,0.00020292,0.00000422,5.586131
1373,3511,184569,0.00150047,0.00003126,5.584823
1468,2869,534890,0.00434844,0.00009064,5.584153
2417,4015,25407,0.00020655,0.00000431,5.583729
330,1684,118567,0.00096390,0.00002010,5.583300
396,584,41823,0.00034000,0.00000710,5.582125
859,2746,96683,0.00078599,0.00001642,5.581154
1578,1766,107812,0.00087647,0.00001831,5.580751
4,884,40442,0.00032878,0.00000687,5.580676
1796,2022,127580,0.00103717,0.00002168,5.580375
1607,2881,402678,0.00327361,0.00006844,5.579872
642,3223,39371,0.00032007,0.00000669,5.579304
904,3594,28648,0.00023290,0.00000487,5.578771
1459,1572,289083,0.00235013,0.00004918,5.578498
1398,2964,65373,0.00053146,0.00001112,5.578487
494,3702,183723,0.00149360,0.00003126,5.578347
557,3443,89044,0.00072389,0.00001515,5.577975
729,2725,671259,0.00545707,0.00011428,5.577451
3449,3766,98009,0.00079677,0.00001669,5.577168
1052,3311,36014,0.00029278,0.00000614,5.575720
904,2937,62244,0.00050602,0.00001061,5.575585
593,2457,119440,0.00097100,0.00002036,5.575473
2267,3075,83781,0.00068111,0.00001428,5.575375
3555,3755,99862,0.00081184,0.00001703,5.575196
1052,1398,46537,0.00037833,0.00000794,5.574836
1619,3182,326077,0.00265088,0.00005564,5.574081
1881,3208,36625,0.00029775,0.00000625,5.573834
2711,2815,22405,0.00018214,0.00000383,5.573464
40,43,44343,0.00036049,0.00000757,5.573355
173,210,62154,0.00050529,0.00001061,5.573146
2196,2564,105700,0.00085930,0.00001805,5.572800
130,373,143249,0.00116456,0.00002447,5.572480
3878,3879,60755,0.00049391,0.00001038,5.572333
1037,1764,406356,0.00330351,0.00006943,5.572290
529,1720,81015,0.00065862,0.00001386,5.570456
1755,3182,439843,0.00357575,0.00007528,5.569749
1702,2502,15358,0.00012485,0.00000263,5.569306
399,3789,78692,0.00063973,0.00001348,5.568926
1813,2450,25786,0.00020963,0.00000442,5.568639
3380,4053,47044,0.00038245,0.00000807,5.566728
298,893,74218,0.00060336,0.00001273,5.566555
1961,2695,133884,0.00108842,0.00002297,5.566186
1702,3855,15899,0.00012925,0.00000273,5.566123
467,2197,96093,0.00078120,0.00001649,5.565771
1023,1538,30802,0.00025041,0.00000529,5.565197
884,2453,46174,0.00037538,0.00000793,5.564844
1969,2051,195671,0.00159073,0.00003362,5.564046
1415,3940,153115,0.00124476,0.00002632,5.563757
2824,3758,54403,0.00044227,0.00000935,5.563423
557,3504,81244,0.00066048,0.00001397,5.562873
697,2056,82572,0.00067128,0.00001420,5.562471
528,2559,122835,0.00099860,0.00002113,5.562432
679,769,70191,0.00057063,0.00001209,5.560846
1701,1745,110568,0.00089887,0.00001905,5.560194
815,1931,51870,0.00042168,0.00000894,5.559999
1175,2683,286806,0.00233162,0.00004944,5.559576
1565,2417,35147,0.00028573,0.00000606,5.559366
2012,3428,138953,0.00112963,0.00002397,5.558731
649,3514,143886,0.00116974,0.00002483,5.558145
122,1592,119610,0.00097238,0.00002064,5.557972
709,2430,25214,0.00020498,0.00000435,5.557790
859,3111,100755,0.00081910,0.00001739,5.557723
503,3542,150528,0.00122373,0.00002599,5.557432
291,1923,115710,0.00094068,0.00001998,5.557278
991,2791,105572,0.00085826,0.00001823,5.557211
1015,3567,48127,0.00039125,0.00000831,5.557175
1619,3298,272,0.00000221,0.00003320,-3.908072
1596,2890,282,0.00000229,0.00003426,-3.901314
1619,1684,522,0.00000424,0.00006184,-3.865271
1192,1755,390,0.00000317,0.00004490,-3.823809
599,729,897,0.00000729,0.00010303,-3.820599
1596,2575,280,0.00000228,0.00003062,-3.749684
239,1151,1214,0.00000987,0.00013148,-3.735759
729,2863,923,0.00000750,0.00009864,-3.716468
729,1684,567,0.00000461,0.00006049,-3.714081
1558,3430,157,0.00000128,0.00001672,-3.711436
863,1558,239,0.00000194,0.00002528,-3.701820
579,1684,195,0.00000159,0.00002039,-3.685148
1079,2890,352,0.00000286,0.00003625,-3.663005
775,1684,936,0.00000761,0.00009227,-3.600086
1619,1946,580,0.00000472,0.00005575,-3.563543
239,3827,5125,0.00004166,0.00048395,-3.537990
1755,2416,1147,0.00000932,0.00010820,-3.536511
864,3234,864,0.00000702,0.00008072,-3.522604
1218,2990,1444,0.00001174,0.00013476,-3.521004
1619,3961,497,0.00000404,0.00004597,-3.508110
1218,3552,3197,0.00002599,0.00029338,-3.496715
239,599,1380,0.00001122,0.00012513,-3.479420
775,2389,3347,0.00002721,0.00030248,-3.474629
1558,2389,1268,0.00001031,0.00011386,-3.465340
1619,2890,602,0.00000489,0.00005398,-3.463260
729,1151,1227,0.00000998,0.00010826,-3.440082
1218,3298,409,0.00000333,0.00003564,-3.422141
775,1192,577,0.00000469,0.00004951,-3.399878
468,3298,388,0.00000315,0.00003308,-3.390580
775,2303,7312,0.00005944,0.00062333,-3.390398
1684,1755,982,0.00000798,0.00008367,-3.389705
1302,1684,905,0.00000736,0.00007704,-3.388348
1684,2421,202,0.00000164,0.00001702,-3.373527
1755,2575,785,0.00000638,0.00006528,-3.354540
775,800,3712,0.00003018,0.00030866,-3.354509
1269,2890,565,0.00000459,0.00004672,-3.346597
1619,2863,1229,0.00000999,0.00010084,-3.335277
1755,3751,459,0.00000373,0.00003748,-3.328300
775,1959,2863,0.00002328,0.00023337,-3.325772
1755,3961,767,0.00000624,0.00006219,-3.318236
2833,2890,294,0.00000239,0.00002382,-3.316908
729,1898,993,0.00000807,0.00008027,-3.313755
168,1619,1000,0.00000813,0.00008051,-3.307982
864,2890,1160,0.00000943,0.00009324,-3.305627
2119,3039,505,0.00000411,0.00004044,-3.300071
1211,1755,940,0.00000764,0.00007520,-3.298721
471,1619,402,0.00000327,0.00003204,-3.293180
1123,1558,466,0.00000379,0.00003711,-3.292108
663,729,548,0.00000446,0.00004357,-3.289769
775,3751,522,0.00000424,0.00004133,-3.283911
318,330,190,0.00000154,0.00001504,-3.283121
1155,1558,85,0.00000069,0.00000669,-3.275565
1814,3961,230,0.00000187,0.00001808,-3.273221
2708,2890,173,0.00000141,0.00001358,-3.270858
1755,3352,726,0.00000590,0.00005672,-3.264521
1441,1755,596,0.00000485,0.00004645,-3.260969
239,454,800,0.00000650,0.00006195,-3.251763
137,2863,644,0.00000524,0.00004986,-3.251494
330,3915,216,0.00000176,0.00001663,-3.243805
729,1946,709,0.00000576,0.00005453,-3.241919
239,2990,1939,0.00001576,0.00014910,-3.241617
1755,3730,1138,0.00000925,0.00008728,-3.237966
239,3661,11843,0.00009628,0.00090678,-3.235462
1619,2899,300,0.00000244,0.00002296,-3.234618
264,2575,358,0.00000291,0.00002736,-3.232692
2272,2890,377,0.00000306,0.00002877,-3.230899
775,1676,796,0.00000647,0.00006074,-3.230482
1754,1755,1253,0.00001019,0.00009538,-3.226998
3364,3961,209,0.00000170,0.00001589,-3.225701
1755,3787,531,0.00000432,0.00004037,-3.225232
1619,3823,939,0.00000763,0.00007131,-3.223615
1123,1619,871,0.00000708,0.00006607,-3.222095
729,3426,1648,0.00001340,0.00012473,-3.218792
977,1755,577,0.00000469,0.00004356,-3.215205
239,2452,1639,0.00001332,0.00012323,-3.209262
1211,2863,1019,0.00000828,0.00007622,-3.201688
775,2990,2504,0.00002036,0.00018727,-3.201551
239,3309,1855,0.00001508,0.00013829,-3.197000
775,4041,4054,0.00003296,0.00030206,-3.196140
775,1887,2041,0.00001659,0.00015180,-3.193554
757,1755,1425,0.00001158,0.00010567,-3.189311
775,3552,5503,0.00004474,0.00040769,-3.187926
239,3850,10837,0.00008810,0.00080285,-3.187913
729,2114,458,0.00000372,0.00003389,-3.186297
1169,1684,506,0.00000411,0.00003731,-3.181126
1269,1558,487,0.00000396,0.00003575,-3.174769
318,2890,463,0.00000376,0.00003395,-3.173072
32,2890,355,0.00000289,0.00002602,-3.172642
3430,3961,254,0.00000206,0.00001861,-3.171862
1543,3039,869,0.00000706,0.00006355,-3.169212
163,1619,495,0.00000402,0.00003612,-3.166039
239,1175,1047,0.00000851,0.00007637,-3.165486
2113,3039,517,0.00000420,0.00003763,-3.162557
