# total_molecules: 123007215
bit_i,bit_j,count,fraction,expected_fraction,pmi
312,468,185711,0.00150976,0.00023046,2.711715
343,535,231854,0.00188488,0.00028803,2.710192
427,983,294655,0.00239543,0.00036642,2.708727
118,729,782949,0.00636507,0.00097379,2.708496
186,257,468841,0.00381149,0.00058323,2.708226
168,780,384927,0.00312930,0.00047907,2.707522
119,420,3280980,0.02667307,0.00408414,2.707278
386,646,5150342,0.04187024,0.00641542,2.706310
81,660,318306,0.00258770,0.00039762,2.702192
135,199,220639,0.00179371,0.00027577,2.701407
217,346,299532,0.00243508,0.00037452,2.700865
153,748,76071,0.00061843,0.00009517,2.699973
420,991,571282,0.00464430,0.00071546,2.698526
595,814,304831,0.00247816,0.00038179,2.698399
122,514,222764,0.00181098,0.00027902,2.698325
782,1006,253730,0.00206272,0.00031817,2.696662
170,436,286432,0.00232858,0.00035943,2.695647
722,803,375945,0.00305628,0.00047188,2.695291
643,972,119146,0.00096861,0.00014958,2.695036
306,439,114621,0.00093182,0.00014401,2.693850
340,404,512266,0.00416452,0.00064391,2.693215
717,965,358326,0.00291305,0.00045057,2.692704
625,968,823853,0.00669760,0.00103675,2.691579
442,494,590928,0.00480401,0.00074382,2.691214
520,761,461970,0.00375563,0.00058150,2.691195
595,775,573220,0.00466005,0.00072171,2.690858
895,982,424161,0.00344826,0.00053428,2.690195
398,767,1379280,0.01121300,0.00173971,2.688252
74,767,2311459,0.01879125,0.00291620,2.687899
674,930,1262148,0.01026076,0.00159378,2.686616
460,749,528564,0.00429702,0.00066748,2.686538
45,997,1783099,0.01449589,0.00225195,2.686395
75,152,316848,0.00257585,0.00040058,2.684891
291,782,229196,0.00186327,0.00028990,2.684220
319,350,5211413,0.04236673,0.00659269,2.683992
280,895,328138,0.00266763,0.00041524,2.683533
171,916,1038663,0.00844392,0.00131589,2.681872
660,914,303487,0.00246723,0.00038462,2.681387
31,1013,1194590,0.00971154,0.00151690,2.678576
164,643,183374,0.00149076,0.00023287,2.678424
468,945,351204,0.00285515,0.00044617,2.677885
894,983,296697,0.00241203,0.00037696,2.677780
482,711,595341,0.00483989,0.00075690,2.676793
515,531,451083,0.00366713,0.00057459,2.674036
141,648,119393,0.00097062,0.00015211,2.673786
167,830,930166,0.00756188,0.00118540,2.673375
690,998,541305,0.00440060,0.00068990,2.673239
414,913,381142,0.00309853,0.00048593,2.672770
769,939,770954,0.00626755,0.00098336,2.672111
424,547,270151,0.00219622,0.00034499,2.670385
234,400,118962,0.00096711,0.00015209,2.668759
702,839,334110,0.00271618,0.00042730,2.668256
375,401,793589,0.00645156,0.00101531,2.667726
436,984,736041,0.00598372,0.00094169,2.667717
588,879,873295,0.00709954,0.00111825,2.666488
255,779,2455103,0.01995902,0.00314460,2.666092
171,354,1860844,0.01512793,0.00238473,2.665317
814,991,276822,0.00225045,0.00035499,2.664364
150,273,277076,0.00225252,0.00035542,2.663929
41,576,551189,0.00448095,0.00070717,2.663668
492,897,957342,0.00778281,0.00122898,2.662831
819,945,475068,0.00386211,0.00060999,2.662527
867,892,224291,0.00182340,0.00028804,2.662283
243,401,999444,0.00812508,0.00128428,2.661428
79,468,510899,0.00415341,0.00065714,2.660023
77,95,574316,0.00466896,0.00073961,2.658257
173,465,165068,0.00134194,0.00021260,2.658086
101,918,357870,0.00290934,0.00046096,2.657982
501,620,158304,0.00128695,0.00020403,2.657110
393,532,549453,0.00446684,0.00070878,2.655834
58,239,543400,0.00441763,0.00070111,2.655560
648,885,298451,0.00242629,0.00038510,2.655431
322,718,10196141,0.08289059,0.01315969,2.655083
118,125,878220,0.00713958,0.00113399,2.654435
282,286,186129,0.00151316,0.00024042,2.653914
769,785,737276,0.00599376,0.00095235,2.653901
407,687,1394074,0.01133327,0.00180200,2.652893
376,883,302328,0.00245781,0.00039124,2.651236
118,375,862181,0.00700919,0.00111589,2.651049
273,418,292584,0.00237859,0.00037884,2.650464
198,319,745024,0.00605675,0.00096632,2.647966
692,814,649234,0.00527802,0.00084285,2.646646
16,865,236737,0.00192458,0.00030742,2.646263
109,784,440722,0.00358290,0.00057232,2.646238
563,769,412425,0.00335285,0.00053562,2.646094
34,445,323099,0.00262667,0.00041975,2.645627
522,529,146871,0.00119400,0.00019087,2.645179
243,591,1545806,0.01256679,0.00201098,2.643648
591,887,6265859,0.05093896,0.00815223,2.643502
299,443,162681,0.00132253,0.00021171,2.643164
16,696,104232,0.00084736,0.00013565,2.643043
101,761,233464,0.00189797,0.00030404,2.642117
26,664,487440,0.00396269,0.00063504,2.641573
67,280,357494,0.00290628,0.00046575,2.641549
433,435,865369,0.00703511,0.00112911,2.639388
41,550,1062136,0.00863475,0.00138654,2.638668
201,833,598771,0.00486777,0.00078208,2.637875
191,901,978287,0.00795309,0.00128047,2.634844
251,550,1039925,0.00845418,0.00136121,2.634779
315,391,386289,0.00314038,0.00050616,2.633268
393,429,2438721,0.01982584,0.00319653,2.632805
305,492,1280779,0.01041223,0.00167880,2.632777
284,649,946134,0.00769170,0.00124084,2.631980
539,769,551046,0.00447979,0.00072324,2.630890
305,649,910210,0.00739965,0.00119480,2.630687
110,430,605372,0.00492143,0.00079479,2.630428
29,647,1482079,0.01204872,0.00194625,2.630112
259,420,931670,0.00757411,0.00122407,2.629388
340,945,297720,0.00242035,0.00039149,2.628162
474,494,561608,0.00456565,0.00073881,2.627541
154,995,141905,0.00115363,0.00018672,2.627227
589,830,4150142,0.03373901,0.00546156,2.627031
390,999,146075,0.00118753,0.00019227,2.626777
362,375,1512263,0.01229410,0.00199076,2.626575
178,991,134565,0.00109396,0.00017716,2.626451
331,457,158087,0.00128518,0.00020832,2.625127
585,1023,749214,0.00609081,0.00098760,2.624641
45,609,969845,0.00788446,0.00127848,2.624579
838,916,1057568,0.00859761,0.00139418,2.624517
31,49,435308,0.00353888,0.00057411,2.623903
319,452,5196074,0.04224203,0.00685327,2.623814
200,832,1292257,0.01050554,0.00170468,2.623574
204,929,508891,0.00413708,0.00067190,2.622305
272,455,321780,0.00261594,0.00042499,2.621820
299,820,567432,0.00461300,0.00074966,2.621394
388,566,127278,0.00103472,0.00016821,2.620911
432,733,312801,0.00254295,0.00041376,2.619624
292,436,186443,0.00151571,0.00024666,2.619423
112,930,930745,0.00756659,0.00123280,2.617709
44,573,405781,0.00329884,0.00053822,2.615690
131,172,526807,0.00428273,0.00069875,2.615687
200,672,1367832,0.01111993,0.00181549,2.614716
879,1003,524875,0.00426703,0.00069668,2.614669
336,628,254712,0.00207071,0.00033810,2.614611
814,874,389252,0.00316446,0.00051766,2.611887
94,946,5922332,0.04814622,0.00788136,2.610906
458,767,1975741,0.01606199,0.00263040,2.610296
217,527,494319,0.00401862,0.00065847,2.609516
364,806,595079,0.00483776,0.00079341,2.608206
629,864,584727,0.00475360,0.00077965,2.608122
611,899,429926,0.00349513,0.00057325,2.608111
292,969,349858,0.00284421,0.00046656,2.607884
156,468,136992,0.00111369,0.00018270,2.607796
249,946,8103574,0.06587885,0.01081022,2.607419
254,770,134003,0.00108939,0.00017899,2.605591
679,952,416286,0.00338424,0.00055645,2.604500
328,476,178814,0.00145369,0.00023916,2.603658
184,383,1037814,0.00843702,0.00139003,2.601621
938,982,251774,0.00204682,0.00033742,2.600779
340,427,197098,0.00160233,0.00026415,2.600743
636,660,158973,0.00129239,0.00021308,2.600542
544,558,366713,0.00298123,0.00049172,2.599985
501,845,166239,0.00135146,0.00022293,2.599841
81,267,345800,0.00281122,0.00046386,2.599448
384,747,879124,0.00714693,0.00117926,2.599442
179,722,348148,0.00283031,0.00046751,2.597895
144,287,1315412,0.01069378,0.00176716,2.597266
46,216,2842771,0.02311060,0.00381960,2.597062
723,746,359415,0.00292190,0.00048321,2.596198
311,494,315747,0.00256690,0.00042479,2.595213
494,910,995214,0.00809070,0.00133936,2.594723
479,796,331379,0.00269398,0.00044612,2.594241
509,803,144133,0.00117174,0.00019410,2.593801
354,838,1876098,0.01525193,0.00252661,2.593718
687,801,1358082,0.01104067,0.00182909,2.593631
664,733,260757,0.00211985,0.00035133,2.593059
35,342,595040,0.00483744,0.00080204,2.592505
417,731,625774,0.00508730,0.00084375,2.592019
417,1014,810846,0.00659186,0.00109375,2.591396
210,443,139171,0.00113141,0.00018777,2.591061
17,232,234455,0.00190603,0.00031637,2.590867
328,855,681578,0.00554096,0.00091988,2.590618
69,731,636564,0.00517501,0.00085922,2.590464
261,668,636114,0.00517136,0.00085883,2.590097
867,918,231393,0.00188113,0.00031247,2.589790
185,965,222753,0.00181089,0.00030082,2.589726
170,914,403247,0.00327824,0.00054461,2.589625
425,747,1101695,0.00895634,0.00148804,2.589496
477,654,424045,0.00344732,0.00057281,2.589351
658,724,556447,0.00452369,0.00075203,2.588645
289,754,836586,0.00680111,0.00113099,2.588190
417,825,732821,0.00595754,0.00099102,2.587735
210,489,434440,0.00353183,0.00058791,2.586744
153,643,98616,0.00080171,0.00013349,2.586353
71,962,144258,0.00117276,0.00019544,2.585105
326,577,177347,0.00144176,0.00024028,2.585048
775,991,495110,0.00402505,0.00067104,2.584534
545,791,321133,0.00261068,0.00043552,2.583613
399,954,542064,0.00440677,0.00073527,2.583370
272,462,136925,0.00111315,0.00018579,2.582920
406,971,839874,0.00682784,0.00114100,2.581137
401,416,1358589,0.01104479,0.00184589,2.580974
760,1009,1399938,0.01138094,0.00190239,2.580735
43,464,1510738,0.01228170,0.00205314,2.580605
2,890,2468397,0.02006709,0.00335540,2.580273
282,553,161226,0.00131070,0.00021922,2.579916
797,976,515480,0.00419065,0.00070093,2.579831
194,731,499689,0.00406227,0.00067954,2.579667
517,975,312039,0.00253675,0.00042454,2.579027
177,468,170985,0.00139004,0.00023267,2.578782
11,521,485020,0.00394302,0.00066031,2.578084
280,924,280354,0.00227917,0.00038178,2.577682
69,243,890608,0.00724029,0.00121337,2.577023
118,731,733402,0.00596227,0.00099952,2.576556
357,897,561322,0.00456333,0.00076538,2.575831
518,989,465713,0.00378606,0.00063508,2.575699
134,903,197347,0.00160435,0.00026916,2.575477
71,152,210502,0.00171130,0.00028722,2.574844
492,996,566463,0.00460512,0.00077310,2.574513
109,963,111939,0.00091002,0.00015278,2.574452
244,1022,302393,0.00245834,0.00041285,2.574003
230,463,1049931,0.00853552,0.00143356,2.573880
409,692,380097,0.00309004,0.00051907,2.573617
162,675,6971086,0.05667217,0.00952049,2.573533
388,1011,222392,0.00180796,0.00030383,2.573047
760,996,418535,0.00340252,0.00057182,2.572982
138,614,1796240,0.01460272,0.00245430,2.572855
48,228,71614,0.00058219,0.00009793,2.571664
468,902,837944,0.00681215,0.00114611,2.571360
867,973,216764,0.00176221,0.00029670,2.570301
578,583,2735490,0.02223845,0.00374428,2.570297
457,750,333136,0.00270826,0.00045616,2.569753
355,468,213059,0.00173209,0.00029185,2.569213
19,579,1391103,0.01130912,0.00190600,2.568863
194,677,662387,0.00538494,0.00090764,2.568734
0,651,111104,0.00090323,0.00015225,2.568682
548,651,240633,0.00195625,0.00033011,2.567067
949,1020,240560,0.00195566,0.00033002,2.567037
448,842,3847676,0.03128008,0.00528006,2.566618
124,859,303907,0.00247064,0.00041726,2.565885
213,415,292507,0.00237797,0.00040179,2.565224
116,811,1473762,0.01198110,0.00202968,2.561435
299,696,137298,0.00111618,0.00018914,2.561013
118,243,1024356,0.00832761,0.00141150,2.560671
652,985,2317220,0.01883808,0.00319361,2.560391
346,635,262297,0.00213237,0.00036155,2.560178
26,432,542538,0.00441062,0.00074788,2.560098
412,478,243712,0.00198128,0.00033603,2.559779
436,914,355043,0.00288636,0.00048965,2.559414
489,548,547030,0.00444714,0.00075519,2.557973
465,554,387891,0.00315340,0.00053575,2.557268
105,622,329088,0.00267536,0.00045462,2.557011
287,459,280615,0.00228129,0.00038775,2.556661
259,340,287860,0.00234019,0.00039787,2.556271
236,641,1194095,0.00970752,0.00165075,2.555980
239,866,172598,0.00140315,0.00023889,2.554254
284,492,1259517,0.01023937,0.00174349,2.554074
227,1014,1221661,0.00993162,0.00169118,2.553999
305,483,966632,0.00785834,0.00133816,2.553975
108,242,665990,0.00541424,0.00092325,2.551971
312,574,182672,0.00148505,0.00025324,2.551949
139,334,1556962,0.01265749,0.00215876,2.551715
108,531,419060,0.00340679,0.00058131,2.551037
187,914,284416,0.00231219,0.00039472,2.550361
169,481,193034,0.00156929,0.00026837,2.547794
274,382,149705,0.00121704,0.00020825,2.547006
194,243,689210,0.00560300,0.00095963,2.545653
591,731,1022734,0.00831442,0.00142402,2.545646
543,675,5684928,0.04621622,0.00791637,2.545489
62,320,594972,0.00483689,0.00082875,2.545070
321,435,156332,0.00127092,0.00021787,2.544341
779,797,346888,0.00282006,0.00048348,2.544207
435,962,144612,0.00117564,0.00020162,2.543712
442,910,629394,0.00511672,0.00087794,2.543032
123,507,1404571,0.01141861,0.00196002,2.542443
740,869,271165,0.00220446,0.00037844,2.542293
550,693,1206923,0.00981181,0.00168505,2.541725
317,385,347657,0.00282631,0.00048543,2.541575
330,660,134698,0.00109504,0.00018809,2.541485
26,733,273339,0.00222214,0.00038171,2.541386
47,617,173321,0.00140903,0.00024205,2.541343
340,894,194450,0.00158080,0.00027175,2.540319
342,940,2113650,0.01718314,0.00295568,2.539432
191,491,1328947,0.01080381,0.00185860,2.539251
696,860,196974,0.00160132,0.00027566,2.538300
212,684,2362139,0.01920326,0.00330792,2.537356
740,820,621693,0.00505412,0.00087148,2.535919
230,646,1065091,0.00865877,0.00149326,2.535692
209,442,652977,0.00530844,0.00091614,2.534654
11,846,355981,0.00289398,0.00049957,2.534306
233,801,4296546,0.03492922,0.00603105,2.533953
0,234,75889,0.00061695,0.00010654,2.533708
278,791,491339,0.00399439,0.00068983,2.533667
105,453,303421,0.00246669,0.00042603,2.533544
249,512,8107436,0.06591025,0.01138784,2.533008
285,734,1290659,0.01049255,0.00181629,2.530295
119,243,2124415,0.01727065,0.00298989,2.530158
49,959,193908,0.00157640,0.00027296,2.529875
170,994,426849,0.00347011,0.00060164,2.528014
76,487,322963,0.00262556,0.00045533,2.527634
217,660,193273,0.00157123,0.00027253,2.527406
685,851,70451,0.00057274,0.00009941,2.526442
375,775,773390,0.00628735,0.00109191,2.525597
234,771,153909,0.00125122,0.00021732,2.525429
332,677,631069,0.00513034,0.00089130,2.525074
429,498,1149629,0.00934603,0.00162436,2.524484
367,975,2534343,0.02060321,0.00358119,2.524358
654,745,1121869,0.00912035,0.00158585,2.523835
243,775,977072,0.00794321,0.00138117,2.523833
562,579,2291471,0.01862875,0.00323926,2.523795
438,941,113166,0.00091999,0.00016006,2.523012
381,950,2930161,0.02382105,0.00414450,2.522966
16,159,137695,0.00111941,0.00019478,2.522838
555,954,533289,0.00433543,0.00075472,2.522160
104,109,402661,0.00327347,0.00056998,2.521852
369,446,823125,0.00669168,0.00116552,2.521396
357,740,324487,0.00263795,0.00045959,2.521001
170,960,864361,0.00702691,0.00122445,2.520752
69,417,946635,0.00769577,0.00134111,2.520643
508,970,147194,0.00119663,0.00020859,2.520234
488,1018,396178,0.00322077,0.00056146,2.520158
319,502,1590853,0.01293301,0.00225499,2.519868
333,549,7071065,0.05748496,0.01002893,2.519017
299,576,274608,0.00223245,0.00038973,2.518080
198,317,229242,0.00186365,0.00032544,2.517683
272,761,184930,0.00150341,0.00026293,2.515496
390,797,116692,0.00094866,0.00016594,2.515238
40,554,409981,0.00333298,0.00058313,2.514937
245,664,370462,0.00301171,0.00052715,2.514290
416,595,568231,0.00461949,0.00080965,2.512361
432,664,483046,0.00392697,0.00068836,2.512193
199,782,263389,0.00214125,0.00037543,2.511833
135,206,239790,0.00194940,0.00034210,2.510524
30,826,156687,0.00127380,0.00022364,2.509914
531,559,341088,0.00277291,0.00048684,2.509891
325,573,3810882,0.03098096,0.00544107,2.509420
444,513,203652,0.00165561,0.00029077,2.509398
445,1003,177453,0.00144262,0.00025342,2.509088
116,762,1139428,0.00926310,0.00162754,2.508799
22,712,126652,0.00102963,0.00018097,2.508310
523,611,493182,0.00400937,0.00070487,2.507949
153,521,107364,0.00087283,0.00015348,2.507671
830,861,1110192,0.00902542,0.00158900,2.505873
263,955,306976,0.00249559,0.00043943,2.505688
237,805,666724,0.00542020,0.00095476,2.505141
342,959,712267,0.00579045,0.00102004,2.505047
315,655,330476,0.00268664,0.00047331,2.504945
200,491,858967,0.00698306,0.00123052,2.504592
578,982,1498626,0.01218324,0.00214701,2.504494
287,472,534135,0.00434231,0.00076569,2.503631
110,375,420618,0.00341946,0.00060396,2.501235
529,860,229676,0.00186718,0.00033015,2.499676
468,825,315623,0.00256589,0.00045370,2.499638
21,978,699258,0.00568469,0.00100603,2.498410
110,125,426257,0.00346530,0.00061376,2.497243
343,373,275350,0.00223849,0.00039662,2.496686
69,110,596948,0.00485295,0.00085986,2.496681
897,953,814249,0.00661952,0.00117302,2.496499
194,417,735857,0.00598223,0.00106065,2.495737
566,802,603900,0.00490947,0.00087128,2.494366
101,749,495776,0.00403046,0.00071562,2.493675
152,897,434013,0.00352835,0.00062667,2.493213
332,923,204707,0.00166419,0.00029558,2.493208
135,797,190408,0.00154794,0.00027495,2.493128
101,691,312924,0.00254395,0.00045191,2.492949
72,660,450334,0.00366104,0.00065039,2.492869
404,902,2109341,0.01714811,0.00304709,2.492543
56,470,327061,0.00265888,0.00047248,2.492484
210,576,239224,0.00194480,0.00034567,2.492153
521,846,137311,0.00111628,0.00019844,2.491928
35,245,208877,0.00169809,0.00030199,2.491341
56,742,313477,0.00254844,0.00045329,2.491125
431,990,403165,0.00327757,0.00058323,2.490488
648,905,107452,0.00087354,0.00015547,2.490218
351,431,515672,0.00419221,0.00074621,2.490052
847,886,573947,0.00466596,0.00083111,2.489063
243,417,822770,0.00668879,0.00119152,2.488940
811,814,405632,0.00329763,0.00058772,2.488217
174,691,230464,0.00187358,0.00033393,2.488171
105,439,188551,0.00153285,0.00027322,2.488068
135,418,213805,0.00173815,0.00030993,2.487558
731,923,165080,0.00134204,0.00023944,2.486662
372,720,2828663,0.02299591,0.00410409,2.486242
210,438,136228,0.00110748,0.00019773,2.485705
523,899,1191421,0.00968578,0.00173131,2.484007
499,783,251416,0.00204391,0.00036543,2.483686
848,895,331085,0.00269159,0.00048138,2.483223
206,418,209764,0.00170530,0.00030525,2.481983
178,595,130921,0.00106434,0.00019053,2.481828
57,226,334516,0.00271948,0.00048684,2.481805
12,563,262458,0.00213368,0.00038206,2.481484
176,872,151189,0.00122911,0.00022015,2.481040
112,358,679036,0.00552029,0.00098902,2.480671
207,614,676389,0.00549878,0.00098532,2.480440
104,784,1326329,0.01078253,0.00193300,2.479783
494,546,512579,0.00416706,0.00074721,2.479442
155,492,548238,0.00445696,0.00079970,2.478532
164,939,501123,0.00407393,0.00073118,2.478130
354,531,761745,0.00619269,0.00111215,2.477220
252,643,344294,0.00279897,0.00050271,2.477088
506,534,756868,0.00615304,0.00110567,2.476374
223,291,98972,0.00080460,0.00014462,2.476019
278,780,437991,0.00356069,0.00064000,2.476006
207,265,485071,0.00394344,0.00070882,2.475963
512,781,5791100,0.04707935,0.00847411,2.473961
810,861,610576,0.00496374,0.00089375,2.473479
325,717,1779709,0.01446833,0.00260562,2.473199
216,816,7654570,0.06222863,0.01121117,2.472642
420,887,4074253,0.03312207,0.00596966,2.472072
424,478,143967,0.00117039,0.00021098,2.471829
422,705,482892,0.00392572,0.00070821,2.470700
332,591,1198485,0.00974321,0.00175786,2.470578
58,493,410449,0.00333679,0.00060238,2.469703
760,985,1397998,0.01136517,0.00205175,2.469693
613,813,308686,0.00250950,0.00045308,2.469545
281,879,771821,0.00627460,0.00113312,2.469217
59,547,610904,0.00496641,0.00089720,2.468708
482,806,1020798,0.00829868,0.00149962,2.468288
375,540,1488021,0.01209702,0.00218643,2.468002
408,877,128132,0.00104166,0.00018829,2.467890
375,591,1081892,0.00879535,0.00158982,2.467877
682,964,147881,0.00120221,0.00021731,2.467836
69,194,734946,0.00597482,0.00108010,2.467732
433,910,1731730,0.01407828,0.00254524,2.467598
317,502,516647,0.00420014,0.00075943,2.467451
220,427,172702,0.00140400,0.00025390,2.467185
801,969,1706286,0.01387143,0.00250876,2.467072
591,595,714382,0.00580764,0.00105081,2.466457
43,405,375671,0.00305406,0.00055260,2.466431
430,595,398404,0.00323887,0.00058605,2.466395
556,772,819029,0.00665838,0.00120501,2.466121
72,1008,544149,0.00442372,0.00080060,2.466102
886,989,495056,0.00402461,0.00072846,2.465922
50,748,86698,0.00070482,0.00012760,2.465608
281,358,348186,0.00283061,0.00051262,2.465159
191,703,1266741,0.01029810,0.00186570,2.464587
127,778,1377871,0.01120155,0.00203021,2.464000
170,299,261434,0.00212536,0.00038526,2.463799
322,781,5751532,0.04675768,0.00847595,2.463756
420,480,81433,0.00066202,0.00186449,-1.493842
660,991,10220,0.00008308,0.00022525,-1.438904
420,985,182944,0.00148726,0.00377633,-1.344324
731,772,34592,0.00028122,0.00071286,-1.341919
6,731,12904,0.00010490,0.00026543,-1.339250
731,834,25032,0.00020350,0.00051462,-1.338463
731,985,97129,0.00078962,0.00195764,-1.309884
243,660,23078,0.00018762,0.00046363,-1.305197
591,985,258381,0.00210054,0.00515699,-1.295773
480,591,130698,0.00106252,0.00254617,-1.260837
291,991,9401,0.00007643,0.00018226,-1.253882
118,660,31388,0.00025517,0.00060704,-1.250325
326,731,12121,0.00009854,0.00023427,-1.249433
110,660,17248,0.00014022,0.00032855,-1.228443
483,572,15447,0.00012558,0.00028871,-1.201019
72,991,39389,0.00032022,0.00073475,-1.198210
595,660,13114,0.00010661,0.00024226,-1.184207
483,731,33084,0.00026896,0.00061056,-1.182753
246,731,39328,0.00031972,0.00072560,-1.182363
187,991,12532,0.00010188,0.00023117,-1.182075
29,731,71199,0.00057882,0.00130777,-1.175924
369,731,30987,0.00025191,0.00056897,-1.175441
572,874,13971,0.00011358,0.00025574,-1.170983
731,910,50626,0.00041157,0.00092443,-1.167422
677,969,57850,0.00047030,0.00105599,-1.166953
156,660,8543,0.00006945,0.00015528,-1.160809
78,746,11428,0.00009291,0.00020771,-1.160760
660,820,30359,0.00024681,0.00054938,-1.154424
168,731,29530,0.00024007,0.00053381,-1.152878
54,660,15991,0.00013000,0.00028887,-1.151904
242,731,52697,0.00042841,0.00095016,-1.149196
211,420,39135,0.00031815,0.00070402,-1.145907
366,420,223601,0.00181779,0.00401320,-1.142570
170,883,39627,0.00032215,0.00071101,-1.142134
594,991,15719,0.00012779,0.00028202,-1.142054
197,731,82889,0.00067385,0.00147917,-1.134275
210,660,13537,0.00011005,0.00024132,-1.132793
241,332,53688,0.00043646,0.00095585,-1.130933
911,991,14726,0.00011972,0.00026194,-1.129612
446,731,62302,0.00050649,0.00110734,-1.128487
593,991,24736,0.00020109,0.00043941,-1.127682
782,879,53497,0.00043491,0.00094983,-1.126962
595,889,12125,0.00009857,0.00021461,-1.122462
170,603,34034,0.00027668,0.00059993,-1.116560
162,243,122122,0.00099280,0.00214277,-1.109895
595,911,16092,0.00013082,0.00028172,-1.106650
595,607,69208,0.00056263,0.00121034,-1.105146
375,864,41811,0.00033991,0.00073051,-1.103771
345,595,25482,0.00020716,0.00044367,-1.098766
456,591,863018,0.00701599,0.01502602,-1.098743
243,483,49541,0.00040275,0.00086223,-1.098190
519,607,94383,0.00076730,0.00164108,-1.096794
118,969,84320,0.00068549,0.00146183,-1.092568
702,731,32188,0.00026168,0.00055789,-1.092204
246,332,51806,0.00042116,0.00089571,-1.088650
866,874,14219,0.00011559,0.00024578,-1.088275
660,782,20732,0.00016854,0.00035828,-1.087962
545,864,31546,0.00025646,0.00054497,-1.087475
372,420,94120,0.00076516,0.00162554,-1.087092
170,985,97569,0.00079320,0.00168351,-1.085717
291,864,18673,0.00015180,0.00032155,-1.082837
480,731,56135,0.00045636,0.00096655,-1.082687
420,565,103914,0.00084478,0.00178732,-1.081149
13,969,178629,0.00145218,0.00307121,-1.080584
420,607,184114,0.00149677,0.00316401,-1.079899
618,874,26182,0.00021285,0.00044907,-1.077106
391,731,25166,0.00020459,0.00043134,-1.076084
75,170,27837,0.00022630,0.00047676,-1.075014
375,703,40536,0.00032954,0.00069365,-1.073739
420,456,643304,0.00522981,0.01100315,-1.073087
170,191,81658,0.00066385,0.00139595,-1.072328
243,975,64186,0.00052181,0.00109674,-1.071639
724,731,53021,0.00043104,0.00090557,-1.071001
436,902,72760,0.00059151,0.00124012,-1.068007
243,917,51354,0.00041749,0.00087350,-1.065068
170,211,18481,0.00015024,0.00031386,-1.062809
93,660,8229,0.00006690,0.00013941,-1.059249
78,332,32376,0.00026320,0.00054842,-1.059094
291,731,15686,0.00012752,0.00026565,-1.058780
325,731,148523,0.00120743,0.00251523,-1.058747
341,519,115498,0.00093895,0.00195554,-1.058445
468,780,20481,0.00016650,0.00034667,-1.058034
255,332,162801,0.00132351,0.00275390,-1.057112
420,539,86251,0.00070119,0.00145891,-1.057017
338,420,108348,0.00088083,0.00183026,-1.055118
383,591,140376,0.00114120,0.00237025,-1.054484
784,991,41635,0.00033848,0.00070279,-1.054041
243,366,174082,0.00141522,0.00293796,-1.053788
332,607,120061,0.00097605,0.00202474,-1.052712
243,561,299340,0.00243352,0.00504503,-1.051821
672,782,59163,0.00048097,0.00099654,-1.050976
420,942,65181,0.00052990,0.00109784,-1.050883
762,991,20068,0.00016314,0.00033783,-1.050152
887,969,268912,0.00218615,0.00452603,-1.049856
731,905,18676,0.00015183,0.00031406,-1.048603
170,468,19758,0.00016062,0.00033219,-1.048306
241,243,65048,0.00052881,0.00109349,-1.048105
709,731,46822,0.00038064,0.00078613,-1.046327
545,792,60434,0.00049130,0.00101378,-1.045054
711,731,30061,0.00024438,0.00050425,-1.044991
324,332,62389,0.00050720,0.00104436,-1.041992
595,837,28078,0.00022826,0.00046982,-1.041411
591,707,99703,0.00081055,0.00166812,-1.041261
243,346,38089,0.00030965,0.00063713,-1.040952
66,991,15500,0.00012601,0.00025923,-1.040718
291,874,15910,0.00012934,0.00026578,-1.039056
336,660,13233,0.00010758,0.00022101,-1.038745
375,607,109643,0.00089135,0.00183119,-1.038711
159,595,14502,0.00011790,0.00024181,-1.036386
584,731,25714,0.00020904,0.00042876,-1.036376
150,731,21761,0.00017691,0.00036274,-1.035935
354,420,116459,0.00094677,0.00193849,-1.033854
187,318,25472,0.00020708,0.00042343,-1.031954
731,907,13353,0.00010855,0.00022170,-1.030157
243,261,66531,0.00054087,0.00110393,-1.029292
420,561,415494,0.00337780,0.00689143,-1.028720
375,543,85033,0.00069128,0.00140858,-1.026895
207,420,94350,0.00076703,0.00156282,-1.026804
814,864,37811,0.00030739,0.00062628,-1.026740
755,969,119049,0.00096782,0.00197102,-1.026128
305,814,68497,0.00055685,0.00113396,-1.026005
18,227,136050,0.00110603,0.00225202,-1.025823
420,950,202164,0.00164351,0.00334449,-1.025004
591,942,90651,0.00073696,0.00149922,-1.024558
154,299,20607,0.00016753,0.00034068,-1.024013
420,868,56088,0.00045597,0.00092685,-1.023392
43,420,110307,0.00089675,0.00182272,-1.023315
89,480,36240,0.00029462,0.00059831,-1.022053
187,473,29793,0.00024221,0.00049165,-1.021402
565,591,147931,0.00120262,0.00244078,-1.021161
154,375,27831,0.00022626,0.00045894,-1.020353
731,806,60591,0.00049258,0.00099905,-1.020194
137,731,16799,0.00013657,0.00027698,-1.020159
166,911,30013,0.00024399,0.00049478,-1.019944
243,838,116477,0.00094691,0.00191935,-1.019318
243,868,41194,0.00033489,0.00067852,-1.018708
162,468,65954,0.00053618,0.00108426,-1.015923
318,436,31957,0.00025980,0.00052527,-1.015673
166,595,31459,0.00025575,0.00051697,-1.015344
513,660,10359,0.00008421,0.00016996,-1.013068
366,591,334399,0.00271853,0.00548047,-1.011473
591,950,278941,0.00226768,0.00456727,-1.010116
