# total_molecules: 123007215
bit_position,count,fraction
0,1157504,0.00941005
1,39950732,0.32478365
2,6197735,0.05038513
3,1740272,0.01414772
4,2422369,0.01969290
5,4472310,0.03635811
6,1184272,0.00962766
7,1744420,0.01418144
8,2537685,0.02063038
9,2570322,0.02089570
10,1614890,0.01312842
11,2530139,0.02056903
12,1526798,0.01241226
13,11293283,0.09180992
14,5864349,0.04767484
15,1401149,0.01139079
16,2214565,0.01800354
17,1433970,0.01165761
18,5266900,0.04281781
19,1753119,0.01425216
20,1730893,0.01407148
21,1564451,0.01271837
22,1514355,0.01231111
23,1558482,0.01266984
24,1694357,0.01377445
25,3648175,0.02965822
26,1593030,0.01295070
27,2486106,0.02021106
28,1479268,0.01202586
29,7148287,0.05811275
30,2143980,0.01742971
31,3647248,0.02965068
32,8524165,0.06929809
33,3263572,0.02653155
34,3808087,0.03095824
35,1987252,0.01615557
36,2381287,0.01935892
37,2131729,0.01733011
38,2086386,0.01696149
39,2083512,0.01693813
40,2136758,0.01737100
41,2800764,0.02276910
42,2696204,0.02191907
43,5293212,0.04303172
44,1239962,0.01008040
45,7220604,0.05870065
46,2013576,0.01636958
47,1991257,0.01618813
48,1541987,0.01253574
49,1522863,0.01238027
50,1896126,0.01541475
51,1580544,0.01284920
52,1704793,0.01385929
53,1704449,0.01385650
54,2756028,0.02240542
55,1307423,0.01062883
56,1644188,0.01336660
57,2838136,0.02307292
58,3697728,0.03006107
59,2253478,0.01831988
60,1621627,0.01318319
61,2188579,0.01779228
62,3012564,0.02449095
63,1846124,0.01500826
64,1268729,0.01031426
65,1978374,0.01608340
66,2059130,0.01673991
67,3038046,0.02469811
68,2141573,0.01741014
69,6420791,0.05219849
70,1988989,0.01616969
71,1638642,0.01332151
72,1866078,0.01517048
73,1492483,0.01213330
74,5208417,0.04234237
75,2089061,0.01698324
76,1790109,0.01455288
77,2051831,0.01668057
78,2431615,0.01976807
79,5168757,0.04201995
80,87106546,0.70814176
81,2402970,0.01953520
82,1794678,0.01459002
83,2095918,0.01703898
84,3499916,0.02845293
85,1524128,0.01239056
86,1557046,0.01265817
87,3269489,0.02657965
88,2166603,0.01761363
89,1944517,0.01580815
90,5509964,0.04479383
91,1911461,0.01553942
92,5654551,0.04596926
93,1644817,0.01337171
94,7395533,0.06012276
95,2588511,0.02104357
96,1334821,0.01085157
97,2547748,0.02071218
98,1499440,0.01218985
99,2219367,0.01804258
100,1746016,0.01419442
101,2470244,0.02008211
102,6836403,0.05557725
103,1578323,0.01283114
104,2935724,0.02386627
105,2505206,0.02036633
106,4487446,0.03648116
107,2821659,0.02293897
108,2599496,0.02113287
109,1352456,0.01099493
110,2531948,0.02058374
111,1318701,0.01072052
112,1982462,0.01611663
113,1910482,0.01553146
114,22188850,0.18038657
115,2783014,0.02262480
116,8754633,0.07117170
117,2624950,0.02133981
118,4937697,0.04014152
119,7006884,0.05696320
120,1666963,0.01355175
121,3219060,0.02616968
122,1850692,0.01504539
123,1502248,0.01221268
124,1181274,0.00960329
125,3241125,0.02634906
126,4029163,0.03275550
127,1764799,0.01434712
128,1617031,0.01314582
129,1503162,0.01222011
130,3206755,0.02606965
131,3281233,0.02667513
132,1469107,0.01194326
133,2339960,0.01902295
134,1756864,0.01428261
135,1763055,0.01433294
136,1742843,0.01416862
137,1478843,0.01202241
138,2082431,0.01692934
139,2404598,0.01954843
140,4257191,0.03460928
141,1657568,0.01347537
142,2587037,0.02103159
143,1951218,0.01586263
144,6479096,0.05267249
145,7460503,0.06065094
146,2533352,0.02059515
147,10823419,0.08799012
148,1911278,0.01553793
149,2209911,0.01796570
150,2252319,0.01831046
151,2207039,0.01794235
152,1291845,0.01050219
153,1633218,0.01327742
154,2708587,0.02201974
155,2180546,0.01772698
156,1468941,0.01194191
157,2967083,0.02412121
158,3823207,0.03108116
159,1573191,0.01278942
160,2284000,0.01856802
161,1322239,0.01074928
162,8798382,0.07152737
163,2013110,0.01636579
164,2251984,0.01830774
165,5305450,0.04313121
166,1532584,0.01245930
167,2812526,0.02286472
168,2676437,0.02175837
169,1603593,0.01303658
170,2876693,0.02338638
171,2225557,0.01809290
172,2620655,0.02130489
173,1665130,0.01353685
174,1916000,0.01557632
175,1449212,0.01178152
176,1972324,0.01603421
177,2262515,0.01839335
178,1397753,0.01136318
179,1705507,0.01386510
180,2026722,0.01647645
181,1318078,0.01071545
182,1796400,0.01460402
183,1841113,0.01496752
184,3412963,0.02774604
185,1453888,0.01181953
186,2525191,0.02052880
187,1589214,0.01291968
188,1887198,0.01534217
189,2193034,0.01782850
190,1808891,0.01470557
191,8966239,0.07289198
192,3860539,0.03138465
193,3792589,0.03083225
