# total_molecules: 123007215
bit_position,count,fraction
0,252904,0.00205601
1,132119,0.00107408
2,43679,0.00035509
3,5098,0.00004144
4,50,0.00000041
5,0,0.00000000
6,1078492,0.00876771
7,125351,0.00101905
8,23934,0.00019457
9,122728490,0.99773408
10,122407887,0.99512770
11,119302909,0.96988546
12,78253519,0.63617015
13,11759464,0.09559979
14,109098447,0.88692722
15,88072795,0.71599698
16,35361019,0.28747110
17,2609940,0.02121778
18,107247951,0.87188342
19,84492312,0.68688907
20,35177339,0.28597785
21,4840758,0.03935345
22,930608,0.00756547
23,24247974,0.19712644
24,12896310,0.10484190
25,2600617,0.02114199
26,205,0.00000167
27,0,0.00000000
28,1695113,0.01378060
29,372875,0.00303133
30,2290470,0.01862062
31,516081,0.00419553
32,44063,0.00035821
33,35351729,0.28739557
34,6330244,0.05146238
35,280077,0.00227692
36,29431,0.00023926
37,19045180,0.15482978
38,4438336,0.03608192
39,202455,0.00164588
40,10976,0.00008923
41,501,0.00000407
42,0,0.00000000
43,8090408,0.06577182
44,774567,0.00629692
45,36610,0.00029762
46,1402199,0.01139932
47,127318,0.00103504
48,12809,0.00010413
49,28,0.00000023
50,167,0.00000136
51,570,0.00000463
52,630,0.00000512
53,134,0.00000109
54,855,0.00000695
55,636,0.00000517
56,613,0.00000498
57,800,0.00000650
58,1396,0.00001135
59,926,0.00000753
60,1747,0.00001420
61,1511,0.00001228
62,1849,0.00001503
63,564,0.00000459
64,29507,0.00023988
65,29423,0.00023920
66,106909,0.00086913
67,66,0.00000054
68,286,0.00000233
69,735,0.00000598
70,764,0.00000621
71,1438,0.00001169
72,932,0.00000758
73,1627,0.00001323
74,645,0.00000524
75,426,0.00000346
76,686,0.00000558
77,1134,0.00000922
78,745,0.00000606
79,1369,0.00001113
80,2433,0.00001978
81,1442,0.00001172
82,17138,0.00013933
83,370,0.00000301
84,601,0.00000489
85,1559,0.00001267
86,350,0.00000285
87,724,0.00000589
88,1223,0.00000994
89,2230,0.00001813
90,592,0.00000481
91,418,0.00000340
92,894,0.00000727
93,1572,0.00001278
94,1554,0.00001263
95,813,0.00000661
96,455,0.00000370
97,2599,0.00002113
98,2887,0.00002347
99,1519,0.00001235
100,1408,0.00001145
101,479,0.00000389
102,825,0.00000671
103,93,0.00000076
104,557,0.00000453
105,470,0.00000382
106,709,0.00000576
107,492,0.00000400
