# total_molecules: 123007215
bit_position,count,fraction
0,221048,0.00179703
1,292412,0.00237719
2,4777424,0.03883857
3,385752,0.00313601
4,479888,0.00390130
5,2738090,0.02225959
6,229320,0.00186428
7,471494,0.00383306
8,699383,0.00568571
9,176547,0.00143526
10,343740,0.00279447
11,1069860,0.00869754
12,435626,0.00354147
13,9939793,0.08080659
14,1516742,0.01233051
15,319607,0.00259828
16,1066697,0.00867182
17,209453,0.00170277
18,472711,0.00384295
19,259021,0.00210574
20,380864,0.00309627
21,455471,0.00370280
22,343942,0.00279611
23,273023,0.00221957
24,627494,0.00510128
25,2338547,0.01901146
26,287235,0.00233511
27,797318,0.00648188
28,579594,0.00471187
29,5115698,0.04158860
30,267163,0.00217193
31,2215301,0.01800952
32,508556,0.00413436
33,260618,0.00211872
34,2285615,0.01858115
35,745204,0.00605821
36,276237,0.00224570
37,698021,0.00567463
38,265024,0.00215454
39,697636,0.00567150
40,315907,0.00256820
41,1471560,0.01196320
42,1561207,0.01269200
43,362618,0.00294794
44,145262,0.00118092
45,5552590,0.04514036
46,565274,0.00459545
47,417587,0.00339482
48,194250,0.00157918
49,326966,0.00265810
50,390047,0.00317093
51,243831,0.00198225
52,568275,0.00461985
53,613385,0.00498658
54,1403383,0.01140895
55,253560,0.00206134
56,465050,0.00378067
57,366476,0.00297930
58,1309459,0.01064538
59,280019,0.00227644
60,523793,0.00425823
61,563548,0.00458142
62,1839656,0.01495568
63,524089,0.00426064
64,117895,0.00095844
65,500241,0.00406676
66,658105,0.00535013
67,366290,0.00297779
68,569359,0.00462866
69,3088612,0.02510919
70,475558,0.00386610
71,352030,0.00286186
72,467735,0.00380250
73,210945,0.00171490
74,411204,0.00334293
75,581325,0.00472594
76,866597,0.00704509
77,780165,0.00634243
78,280202,0.00227793
79,164110,0.00133415
80,339647,0.00276120
81,1044316,0.00848988
82,250792,0.00203884
83,246418,0.00200328
84,852471,0.00693025
85,549887,0.00447036
86,251006,0.00204058
87,751762,0.00611153
88,578063,0.00469942
89,744754,0.00605456
90,3551811,0.02887482
91,434453,0.00353193
92,4050533,0.03292923
93,438767,0.00356700
94,6221362,0.05057721
95,324974,0.00264191
96,281060,0.00228491
97,1158260,0.00941620
98,244308,0.00198613
99,762364,0.00619772
100,271215,0.00220487
101,571550,0.00464648
102,5233854,0.04254916
103,319572,0.00259799
104,677896,0.00551103
105,623148,0.00506595
106,1956097,0.01590229
107,621715,0.00505430
