# total_molecules: 123007215
bit_i,bit_j,count,fraction,expected_fraction,pmi
1619,1941,3130,0.00002545,0.00009066,-1.833003
814,1938,3064,0.00002491,0.00008870,-1.832304
25,786,22184,0.00018035,0.00064145,-1.830554
775,1460,8373,0.00006807,0.00024204,-1.830183
864,1628,2220,0.00001805,0.00006402,-1.826629
1684,1827,1529,0.00001243,0.00004401,-1.823985
593,1619,2778,0.00002258,0.00007985,-1.821990
78,1770,2831,0.00002301,0.00008135,-1.821563
1844,1993,32182,0.00026163,0.00092390,-1.820226
1283,1684,5725,0.00004654,0.00016427,-1.819459
131,1913,3769,0.00003064,0.00010809,-1.818767
668,1913,2669,0.00002170,0.00007651,-1.818022
107,1619,6759,0.00005495,0.00019374,-1.817995
1037,1378,4539,0.00003690,0.00013002,-1.816975
1271,1596,1649,0.00001341,0.00004723,-1.816775
242,1755,19421,0.00015789,0.00055613,-1.816558
525,1959,6655,0.00005410,0.00019028,-1.814342
1553,1913,1043,0.00000848,0.00002981,-1.813694
176,1619,2281,0.00001854,0.00006511,-1.811979
1703,1755,2569,0.00002088,0.00007329,-1.811202
154,775,6918,0.00005624,0.00019704,-1.808826
775,947,11290,0.00009178,0.00032152,-1.808613
775,2032,5240,0.00004260,0.00014840,-1.800554
239,786,15041,0.00012228,0.00042594,-1.800484
341,538,6663,0.00005417,0.00018865,-1.800226
73,1619,1792,0.00001457,0.00005072,-1.799833
170,800,14478,0.00011770,0.00040943,-1.798512
775,866,4473,0.00003636,0.00012642,-1.797639
775,1825,37315,0.00030336,0.00105397,-1.796751
1510,1684,2285,0.00001858,0.00006443,-1.794271
864,1040,2004,0.00001629,0.00005650,-1.794086
911,991,4691,0.00003814,0.00013220,-1.793547
864,1074,3334,0.00002710,0.00009395,-1.793430
864,942,10491,0.00008529,0.00029510,-1.790774
1755,1765,31233,0.00025391,0.00087814,-1.790115
1867,1913,1836,0.00001493,0.00005149,-1.786526
991,2007,4454,0.00003621,0.00012486,-1.785831
800,1755,15805,0.00012849,0.00044286,-1.785197
368,1755,6651,0.00005407,0.00018629,-1.784615
330,1037,2574,0.00002093,0.00007208,-1.784238
95,1755,5660,0.00004601,0.00015846,-1.783965
1175,1619,3951,0.00003212,0.00011061,-1.783917
775,1219,4780,0.00003886,0.00013377,-1.783379
1082,1684,3609,0.00002934,0.00010093,-1.782413
1472,1684,2947,0.00002396,0.00008238,-1.781874
1179,1684,3919,0.00003186,0.00010954,-1.781602
1211,1684,2800,0.00002276,0.00007825,-1.781345
260,1959,6116,0.00004972,0.00017063,-1.778923
775,1814,8725,0.00007093,0.00024327,-1.778086
341,729,12041,0.00009789,0.00033568,-1.777875
1619,1655,3447,0.00002802,0.00009601,-1.776573
1755,1903,4085,0.00003321,0.00011361,-1.774393
1048,1619,3141,0.00002554,0.00008733,-1.774069
1323,1415,6229,0.00005064,0.00017310,-1.773281
864,1381,6381,0.00005188,0.00017727,-1.772828
414,1913,1898,0.00001543,0.00005270,-1.772108
911,1619,4590,0.00003731,0.00012740,-1.771564
137,991,3002,0.00002441,0.00008332,-1.771481
105,1684,3307,0.00002688,0.00009178,-1.771397
239,1099,7376,0.00005996,0.00020461,-1.770693
775,1573,39863,0.00032407,0.00110541,-1.770206
239,814,5027,0.00004087,0.00013931,-1.769300
874,1596,2229,0.00001812,0.00006172,-1.768152
775,2012,4644,0.00003775,0.00012857,-1.767819
775,1703,2587,0.00002103,0.00007155,-1.766373
775,800,15634,0.00012710,0.00043231,-1.766135
775,1809,12714,0.00010336,0.00035125,-1.764839
775,2014,4317,0.00003510,0.00011925,-1.764593
1554,1619,4590,0.00003731,0.00012672,-1.763821
1600,1959,5374,0.00004369,0.00014834,-1.763591
568,864,3323,0.00002701,0.00009172,-1.763456
815,1619,6434,0.00005231,0.00017753,-1.763015
1504,1716,17472,0.00014204,0.00048179,-1.762091
801,1684,2833,0.00002303,0.00007809,-1.761541
1232,1684,2571,0.00002090,0.00007086,-1.761372
346,1619,2264,0.00001841,0.00006234,-1.759997
239,1990,9062,0.00007367,0.00024929,-1.758660
1098,1684,1225,0.00000996,0.00003368,-1.758045
1684,1959,6348,0.00005161,0.00017437,-1.756501
300,991,3168,0.00002575,0.00008692,-1.754898
1106,1684,2025,0.00001646,0.00005554,-1.754365
394,775,12634,0.00010271,0.00034650,-1.754296
162,1619,25035,0.00020352,0.00068659,-1.754247
466,1619,3716,0.00003021,0.00010188,-1.753794
177,775,6004,0.00004881,0.00016457,-1.753423
1460,1619,6314,0.00005133,0.00017292,-1.752222
585,1619,14595,0.00011865,0.00039968,-1.752099
239,1634,15711,0.00012772,0.00043001,-1.751335
368,1267,10676,0.00008679,0.00029213,-1.750970
163,991,3773,0.00003067,0.00010323,-1.750866
107,1543,5615,0.00004565,0.00015336,-1.748289
341,1909,8500,0.00006910,0.00023205,-1.747655
25,1913,5294,0.00004304,0.00014446,-1.746954
243,1684,2225,0.00001809,0.00006070,-1.746697
1619,1775,6007,0.00004883,0.00016385,-1.746442
864,1958,3370,0.00002740,0.00009189,-1.745901
118,1684,10782,0.00008765,0.00029399,-1.745863
521,1416,10603,0.00008620,0.00028908,-1.745727
757,1267,10587,0.00008607,0.00028861,-1.745549
1169,1684,2538,0.00002063,0.00006914,-1.744481
107,668,7024,0.00005710,0.00019120,-1.743452
1137,1898,3477,0.00002827,0.00009458,-1.742473
743,775,6164,0.00005011,0.00016767,-1.742442
137,1938,2327,0.00001892,0.00006326,-1.741515
341,593,6694,0.00005442,0.00018194,-1.741230
729,1121,6985,0.00005679,0.00018965,-1.739743
255,414,14601,0.00011870,0.00039606,-1.738412
1444,2009,110141,0.00089540,0.00298728,-1.738222
99,775,6750,0.00005487,0.00018296,-1.737302
864,923,3891,0.00003163,0.00010538,-1.736108
1619,2014,3146,0.00002558,0.00008519,-1.735952
998,1755,4614,0.00003751,0.00012492,-1.735621
1749,1755,5205,0.00004231,0.00014083,-1.734715
1618,1619,4706,0.00003826,0.00012721,-1.733409
982,1913,1151,0.00000936,0.00003107,-1.731333
341,1265,13880,0.00011284,0.00037425,-1.729730
226,864,8972,0.00007294,0.00024176,-1.728807
1318,1755,4647,0.00003778,0.00012521,-1.728729
775,1362,15835,0.00012873,0.00042626,-1.727362
1619,1931,1741,0.00001415,0.00004686,-1.727052
318,1600,5183,0.00004214,0.00013943,-1.726459
729,1353,6152,0.00005001,0.00016544,-1.725932
107,775,10086,0.00008200,0.00027119,-1.725674
1653,1755,7127,0.00005794,0.00019162,-1.725647
1716,2009,39859,0.00032404,0.00107022,-1.723670
836,1959,9295,0.00007556,0.00024956,-1.723624
1175,1755,5913,0.00004807,0.00015860,-1.722152
775,801,5525,0.00004492,0.00014814,-1.721670
729,757,5292,0.00004302,0.00014186,-1.721305
1121,1838,7002,0.00005692,0.00018764,-1.720904
285,1619,2950,0.00002398,0.00007902,-1.720292
775,1774,2718,0.00002210,0.00007280,-1.720104
1215,1619,2149,0.00001747,0.00005755,-1.719926
1684,1712,3053,0.00002482,0.00008175,-1.719761
291,1898,4793,0.00003897,0.00012833,-1.719553
440,1755,10871,0.00008838,0.00029103,-1.719418
318,776,4721,0.00003838,0.00012636,-1.719111
864,1134,7621,0.00006196,0.00020379,-1.717785
11,1755,8471,0.00006887,0.00022646,-1.717372
775,1749,5143,0.00004181,0.00013748,-1.717247
1137,1867,1810,0.00001471,0.00004837,-1.716726
729,1959,9775,0.00007947,0.00026119,-1.716665
1025,1755,12666,0.00010297,0.00033826,-1.715928
1133,1267,8083,0.00006571,0.00021566,-1.714512
1755,1934,14314,0.00011637,0.00038138,-1.712561
729,1748,4007,0.00003258,0.00010671,-1.711907
677,1684,6115,0.00004971,0.00016272,-1.710710
629,1186,4380,0.00003561,0.00011653,-1.710442
316,864,6914,0.00005621,0.00018386,-1.709733
991,1913,3026,0.00002460,0.00008045,-1.709353
1374,1755,5001,0.00004066,0.00013295,-1.709348
775,1804,9004,0.00007320,0.00023932,-1.709039
291,1619,3720,0.00003024,0.00009879,-1.707868
864,908,8964,0.00007287,0.00023799,-1.707451
1477,1684,4990,0.00004057,0.00013231,-1.705564
436,864,1972,0.00001603,0.00005227,-1.705199
190,775,4414,0.00003588,0.00011697,-1.704767
991,1868,2589,0.00002105,0.00006860,-1.704556
726,864,4252,0.00003457,0.00011266,-1.704486
211,874,1796,0.00001460,0.00004757,-1.704031
788,1619,2816,0.00002289,0.00007458,-1.703851
1265,1619,6203,0.00005043,0.00016425,-1.703639
629,1913,4119,0.00003349,0.00010906,-1.703518
667,864,34136,0.00027751,0.00090364,-1.703200
446,1755,22895,0.00018613,0.00060589,-1.702762
163,229,6725,0.00005467,0.00017796,-1.702729
994,1913,1709,0.00001389,0.00004522,-1.702511
1444,1589,49319,0.00040094,0.00130379,-1.701238
341,1234,9760,0.00007934,0.00025787,-1.700427
25,729,10391,0.00008447,0.00027453,-1.700366
582,775,7521,0.00006114,0.00019864,-1.699868
1229,1619,2231,0.00001814,0.00005891,-1.699522
728,775,44002,0.00035772,0.00115970,-1.696850
137,1684,2250,0.00001829,0.00005924,-1.695474
320,1755,3645,0.00002963,0.00009597,-1.695456
1619,1938,3989,0.00003243,0.00010502,-1.695298
858,864,4596,0.00003736,0.00012097,-1.694932
677,785,15748,0.00012803,0.00041412,-1.693607
864,1082,7744,0.00006296,0.00020361,-1.693371
279,1619,3899,0.00003170,0.00010247,-1.692719
729,1634,14616,0.00011882,0.00038409,-1.692656
292,864,5466,0.00004444,0.00014361,-1.692376
1037,1504,11023,0.00008961,0.00028948,-1.691686
1913,1959,5235,0.00004256,0.00013744,-1.691257
513,1684,1417,0.00001152,0.00003718,-1.690520
991,1305,2349,0.00001910,0.00006157,-1.688992
170,1542,15608,0.00012689,0.00040908,-1.688846
1548,1684,1438,0.00001169,0.00003766,-1.687889
864,1626,14186,0.00011533,0.00037153,-1.687738
112,1619,3426,0.00002785,0.00008967,-1.686829
6,341,3483,0.00002832,0.00009111,-1.686033
775,1919,10029,0.00008153,0.00026234,-1.686011
1596,1622,1262,0.00001026,0.00003299,-1.685136
775,816,29121,0.00023674,0.00076111,-1.684793
239,510,5378,0.00004372,0.00014052,-1.684346
368,1420,5545,0.00004508,0.00014488,-1.684326
867,1619,2789,0.00002267,0.00007287,-1.684326
1619,1912,7144,0.00005808,0.00018665,-1.684300
239,1619,6314,0.00005133,0.00016494,-1.684048
800,1143,44388,0.00036086,0.00115945,-1.683940
1684,1705,1905,0.00001549,0.00004975,-1.683775
584,1755,6373,0.00005181,0.00016641,-1.683440
708,1684,7218,0.00005868,0.00018846,-1.683348
484,775,14017,0.00011395,0.00036595,-1.683229
1348,1684,5036,0.00004094,0.00013141,-1.682476
815,863,5388,0.00004380,0.00014059,-1.682441
239,1449,7682,0.00006245,0.00020044,-1.682376
567,1755,6621,0.00005383,0.00017276,-1.682357
1684,1883,2870,0.00002333,0.00007483,-1.681293
460,775,6670,0.00005422,0.00017389,-1.681120
170,1613,53728,0.00043679,0.00140063,-1.681077
239,1712,5260,0.00004276,0.00013710,-1.680791
775,1529,7624,0.00006198,0.00019864,-1.680278
868,991,2971,0.00002415,0.00007739,-1.680030
239,1482,11853,0.00009636,0.00030861,-1.679269
1590,1755,6192,0.00005034,0.00016114,-1.678616
1116,1619,4295,0.00003492,0.00011165,-1.676933
842,1560,1901,0.00001545,0.00004941,-1.676645
99,1755,7212,0.00005863,0.00018742,-1.676546
743,842,3713,0.00003019,0.00009646,-1.676137
368,775,7000,0.00005691,0.00018185,-1.676075
54,1684,5166,0.00004200,0.00013415,-1.675516
16,342,4350,0.00003536,0.00011291,-1.674845
775,2018,14853,0.00012075,0.00038539,-1.674326
757,1755,7093,0.00005766,0.00018404,-1.674292
1186,1619,3194,0.00002597,0.00008283,-1.673578
170,1959,12081,0.00009821,0.00031328,-1.673460
1326,1684,3114,0.00002532,0.00008075,-1.673410
341,519,14471,0.00011764,0.00037510,-1.672864
620,1596,1572,0.00001278,0.00004070,-1.671000
1133,1907,3604,0.00002930,0.00009324,-1.670081
341,1600,7372,0.00005993,0.00019065,-1.669527
1504,1844,41723,0.00033919,0.00107868,-1.669092
732,1186,3303,0.00002685,0.00008539,-1.669028
1298,1867,2676,0.00002175,0.00006916,-1.668673
1755,2032,5884,0.00004783,0.00015201,-1.668080
588,593,5597,0.00004550,0.00014459,-1.667971
82,864,4325,0.00003516,0.00011169,-1.667450
1228,1684,2878,0.00002340,0.00007431,-1.667312
197,681,5658,0.00004600,0.00014602,-1.666503
1389,1619,3094,0.00002515,0.00007984,-1.666330
775,1468,11377,0.00009249,0.00029336,-1.665283
788,864,4306,0.00003501,0.00011101,-1.664967
1755,1879,15511,0.00012610,0.00039972,-1.664459
137,1867,2070,0.00001683,0.00005333,-1.664101
266,1755,4855,0.00003947,0.00012508,-1.664066
163,1190,7848,0.00006380,0.00020218,-1.664022
1803,1913,6886,0.00005598,0.00017739,-1.663906
1684,1844,9895,0.00008044,0.00025487,-1.663722
901,1619,6482,0.00005270,0.00016686,-1.662870
177,1619,4568,0.00003714,0.00011757,-1.662633
775,963,5299,0.00004308,0.00013636,-1.662360
490,775,17205,0.00013987,0.00044267,-1.662149
1451,1684,2593,0.00002108,0.00006670,-1.661915
239,1581,17292,0.00014058,0.00044469,-1.661452
33,1619,7016,0.00005704,0.00018040,-1.661228
85,775,3924,0.00003190,0.00010089,-1.661076
864,1054,4371,0.00003553,0.00011232,-1.660327
341,1316,5589,0.00004544,0.00014362,-1.660312
991,1811,3723,0.00003027,0.00009567,-1.660302
501,1684,3327,0.00002705,0.00008547,-1.659904
732,775,7488,0.00006087,0.00019235,-1.659793
1755,2009,51641,0.00041982,0.00132586,-1.659081
572,1619,1629,0.00001324,0.00004182,-1.658993
1490,1619,2990,0.00002431,0.00007672,-1.658213
864,971,6669,0.00005422,0.00017111,-1.658134
1619,1895,4882,0.00003969,0.00012518,-1.657204
318,919,3409,0.00002771,0.00008739,-1.656801
280,1755,6708,0.00005453,0.00017193,-1.656613
239,338,8276,0.00006728,0.00021206,-1.656238
923,1684,2039,0.00001658,0.00005224,-1.655949
1381,1861,5660,0.00004601,0.00014497,-1.655666
1901,1913,1488,0.00001210,0.00003811,-1.655462
342,1907,4692,0.00003814,0.00012011,-1.654834
1755,1763,6787,0.00005518,0.00017372,-1.654638
1755,1796,11662,0.00009481,0.00029849,-1.654628
127,775,4558,0.00003705,0.00011665,-1.654440
197,1619,18721,0.00015219,0.00047902,-1.654161
400,1619,4013,0.00003262,0.00010264,-1.653568
1451,1913,2056,0.00001671,0.00005258,-1.653340
772,1619,5761,0.00004683,0.00014728,-1.652927
393,1755,3169,0.00002576,0.00008100,-1.652717
239,567,5834,0.00004743,0.00014908,-1.652256
1466,1755,5818,0.00004730,0.00014862,-1.651744
618,1898,7607,0.00006184,0.00019422,-1.651032
215,874,2244,0.00001824,0.00005729,-1.650943
775,968,6111,0.00004968,0.00015601,-1.650937
895,1003,4045,0.00003288,0.00010323,-1.650462
588,775,13240,0.00010764,0.00033786,-1.650268
874,1941,2572,0.00002091,0.00006563,-1.650213
260,341,8596,0.00006988,0.00021929,-1.649842
655,1684,2937,0.00002388,0.00007491,-1.649477
368,1907,4953,0.00004027,0.00012630,-1.649244
512,775,5336,0.00004338,0.00013604,-1.648912
730,1684,1178,0.00000958,0.00003003,-1.648874
41,1938,5311,0.00004318,0.00013539,-1.648844
761,775,2704,0.00002198,0.00006893,-1.648825
782,1913,5022,0.00004083,0.00012802,-1.648775
325,775,17747,0.00014428,0.00045229,-1.648415
775,1192,5503,0.00004474,0.00014021,-1.648009
341,775,16694,0.00013572,0.00042513,-1.647314
447,864,5398,0.00004388,0.00013746,-1.647256
1680,1755,4325,0.00003516,0.00011010,-1.646824
775,1210,7126,0.00005793,0.00018138,-1.646590
731,1755,4379,0.00003560,0.00011143,-1.646204
864,1511,6593,0.00005360,0.00016776,-1.646171
255,1444,73986,0.00060148,0.00188219,-1.645831
1619,1794,4492,0.00003652,0.00011426,-1.645652
1190,1619,10654,0.00008661,0.00027092,-1.645189
399,1684,1827,0.00001485,0.00004646,-1.645111
724,1755,20321,0.00016520,0.00051645,-1.644402
264,782,4599,0.00003739,0.00011686,-1.644080
864,1406,5662,0.00004603,0.00014387,-1.644080
618,667,26801,0.00021788,0.00068099,-1.644079
170,1235,6061,0.00004927,0.00015379,-1.642122
744,1755,8837,0.00007184,0.00022423,-1.642120
125,1270,12167,0.00009891,0.00030869,-1.641925
1190,1596,6831,0.00005553,0.00017328,-1.641666
1431,1684,5898,0.00004795,0.00014960,-1.641571
1526,1755,5641,0.00004586,0.00014302,-1.640895
775,818,4281,0.00003480,0.00010853,-1.640803
131,842,5904,0.00004800,0.00014967,-1.640799
579,815,3613,0.00002937,0.00009159,-1.640771
775,1054,4167,0.00003388,0.00010563,-1.640616
1159,1619,5073,0.00004124,0.00012858,-1.640512
668,1959,9202,0.00007481,0.00023322,-1.640417
170,1359,5035,0.00004093,0.00012759,-1.640210
1427,2018,15213,0.00012368,0.00038540,-1.639813
156,1684,1719,0.00001397,0.00004354,-1.639667
232,1619,2549,0.00002072,0.00006454,-1.639037
874,1997,3947,0.00003209,0.00009989,-1.638283
1619,2037,3547,0.00002884,0.00008975,-1.638104
79,239,19924,0.00016197,0.00050415,-1.638098
419,775,16028,0.00013030,0.00040556,-1.638046
660,1211,2069,0.00001682,0.00005233,-1.637530
239,1765,29962,0.00024358,0.00075778,-1.637387
1710,1755,3391,0.00002757,0.00008574,-1.636984
663,729,3628,0.00002949,0.00009173,-1.636908
1134,1190,11008,0.00008949,0.00027826,-1.636621
1763,1913,2791,0.00002269,0.00007046,-1.634744
368,1898,6685,0.00005435,0.00016875,-1.634663
1321,1619,5353,0.00004352,0.00013511,-1.634505
775,1526,5532,0.00004497,0.00013961,-1.634289
624,1755,7914,0.00006434,0.00019972,-1.634224
78,1729,9829,0.00007991,0.00024803,-1.634125
239,1343,3917,0.00003184,0.00009881,-1.633689
1151,1763,6855,0.00005573,0.00017288,-1.633283
550,1684,2726,0.00002216,0.00006873,-1.632934
775,1817,6531,0.00005309,0.00016464,-1.632684
351,1684,2996,0.00002436,0.00007552,-1.632659
277,1913,3856,0.00003135,0.00009719,-1.632463
264,1684,2072,0.00001684,0.00005221,-1.632098
1229,1755,3352,0.00002725,0.00008447,-1.632098
1618,1755,7240,0.00005886,0.00018241,-1.631828
610,800,21041,0.00017106,0.00052990,-1.631272
1193,1684,2591,0.00002106,0.00006522,-1.630648
421,864,6038,0.00004909,0.00015194,-1.630149
125,834,10360,0.00008422,0.00026065,-1.629857
1304,1755,4354,0.00003540,0.00010946,-1.628686
461,775,12637,0.00010273,0.00031767,-1.628638
668,775,7325,0.00005955,0.00018414,-1.628622
775,1590,6258,0.00005088,0.00015731,-1.628563
1755,1842,6303,0.00005124,0.00015843,-1.628469
992,1619,4735,0.00003849,0.00011901,-1.628395
170,895,5144,0.00004182,0.00012924,-1.627827
775,1015,3683,0.00002994,0.00009251,-1.627516
344,775,3748,0.00003047,0.00009413,-1.627205
538,1867,2190,0.00001780,0.00005500,-1.627117
239,1838,7183,0.00005839,0.00018037,-1.627022
1684,1932,3165,0.00002573,0.00007947,-1.626992
677,1993,23492,0.00019098,0.00058986,-1.626951
1297,1755,5635,0.00004581,0.00014138,-1.625839
468,942,7379,0.00005999,0.00018504,-1.625119
239,421,5038,0.00004096,0.00012631,-1.624795
1367,1755,9666,0.00007858,0.00024234,-1.624788
1270,1356,17031,0.00013846,0.00042696,-1.624696
124,991,1484,0.00001206,0.00003720,-1.624602
239,246,7678,0.00006242,0.00019237,-1.623861
1073,1265,5802,0.00004717,0.00014531,-1.623263
163,731,2316,0.00001883,0.00005800,-1.623097
991,1756,2714,0.00002206,0.00006796,-1.622985
291,415,1996,0.00001623,0.00004997,-1.622622
658,1596,2933,0.00002384,0.00007341,-1.622253
239,573,8043,0.00006539,0.00020128,-1.622126
618,1755,8568,0.00006965,0.00021440,-1.621998
1168,1907,8076,0.00006565,0.00020206,-1.621850
137,531,5471,0.00004448,0.00013687,-1.621702
814,864,6699,0.00005446,0.00016759,-1.621626
828,1267,12184,0.00009905,0.00030480,-1.621609
842,1003,4544,0.00003694,0.00011367,-1.621549
775,901,9338,0.00007591,0.00023356,-1.621347
271,1861,4613,0.00003750,0.00011537,-1.621213
500,842,2725,0.00002215,0.00006815,-1.621204
125,1304,4562,0.00003709,0.00011408,-1.621106
702,991,2827,0.00002298,0.00007069,-1.620913
593,815,4254,0.00003458,0.00010634,-1.620589
170,1861,8607,0.00006997,0.00021511,-1.620227
346,1779,10802,0.00008782,0.00026988,-1.619744
170,1771,9401,0.00007643,0.00023487,-1.619719
1755,1883,5821,0.00004732,0.00014542,-1.619607
942,1444,25646,0.00020849,0.00064049,-1.619188
181,1913,944,0.00000767,0.00002357,-1.618997
1048,1755,5015,0.00004077,0.00012523,-1.618951
887,1755,4184,0.00003401,0.00010447,-1.618822
500,1684,2502,0.00002034,0.00006244,-1.618192
775,1229,3304,0.00002686,0.00008246,-1.618150
1059,1755,2744,0.00002231,0.00006847,-1.617999
19,1913,1583,0.00001287,0.00003950,-1.617893
963,1913,2271,0.00001846,0.00005666,-1.617623
1137,1684,2154,0.00001751,0.00005373,-1.617365
1234,1684,3348,0.00002722,0.00008351,-1.617326
775,1186,4649,0.00003779,0.00011594,-1.617173
1532,1867,2075,0.00001687,0.00005175,-1.617171
593,864,4767,0.00003875,0.00011885,-1.616772
991,1705,2807,0.00002282,0.00006997,-1.616543
729,1030,4095,0.00003329,0.00010202,-1.615730
511,1619,5268,0.00004283,0.00013125,-1.615696
137,1151,4599,0.00003739,0.00011457,-1.615637
210,1684,2528,0.00002055,0.00006294,-1.614784
318,729,9861,0.00008017,0.00024550,-1.614687
775,1221,15174,0.00012336,0.00037773,-1.614498
1001,1619,3895,0.00003166,0.00009694,-1.614254
1227,1619,2874,0.00002336,0.00007153,-1.614243
153,991,2404,0.00001954,0.00005982,-1.613833
1462,1619,2905,0.00002362,0.00007227,-1.613692
775,1913,4364,0.00003548,0.00010851,-1.612882
991,1192,4181,0.00003399,0.00010394,-1.612612
99,1684,3880,0.00003154,0.00009644,-1.612359
762,775,9253,0.00007522,0.00022994,-1.612004
864,2036,6462,0.00005253,0.00016058,-1.611950
1054,1755,4355,0.00003540,0.00010820,-1.611708
341,793,4411,0.00003586,0.00010958,-1.611570
449,1755,4904,0.00003987,0.00012179,-1.611145
729,1192,4458,0.00003624,0.00011071,-1.611017
344,991,2811,0.00002285,0.00006978,-1.610475
815,1903,4251,0.00003456,0.00010552,-1.610391
668,677,8771,0.00007130,0.00021764,-1.609883
125,971,6924,0.00005629,0.00017180,-1.609835
1121,1755,9918,0.00008063,0.00024604,-1.609524
268,991,5510,0.00004479,0.00013668,-1.609471
775,949,5484,0.00004458,0.00013601,-1.609110
878,1619,8684,0.00007060,0.00021536,-1.609053
248,1755,21882,0.00017789,0.00054266,-1.609035
1712,1755,6408,0.00005209,0.00015887,-1.608644
1079,1619,3326,0.00002704,0.00008246,-1.608633
775,1109,8608,0.00006998,0.00021338,-1.608423
1021,1755,4921,0.00004001,0.00012198,-1.608342
412,1755,8687,0.00007062,0.00021533,-1.608338
1015,1755,3824,0.00003109,0.00009477,-1.608071
57,1619,5998,0.00004876,0.00014864,-1.608037
1684,1913,2309,0.00001877,0.00005720,-1.607491
1211,1343,2565,0.00002085,0.00006353,-1.607270
1031,1619,4263,0.00003466,0.00010554,-1.606648
800,1619,12476,0.00010142,0.00030885,-1.606515
194,991,5607,0.00004558,0.00013878,-1.606202
170,1548,2735,0.00002223,0.00006767,-1.605737
137,1190,6599,0.00005365,0.00016318,-1.604927
1619,1813,2030,0.00001650,0.00005019,-1.604659
0,1619,1461,0.00001188,0.00003611,-1.604377
330,1676,2370,0.00001927,0.00005858,-1.604254
677,1543,7063,0.00005742,0.00017457,-1.604174
775,1297,5585,0.00004540,0.00013802,-1.603941
991,1365,28603,0.00023253,0.00070676,-1.603807
1234,1378,6426,0.00005224,0.00015873,-1.603364
342,775,7001,0.00005692,0.00017294,-1.603360
1504,1619,16852,0.00013700,0.00041627,-1.603330
668,1310,3988,0.00003242,0.00009849,-1.603122
775,852,7318,0.00005949,0.00018073,-1.603096
1048,1190,7187,0.00005843,0.00017749,-1.603056
123,1684,1805,0.00001467,0.00004456,-1.602500
443,1913,1792,0.00001457,0.00004423,-1.602148
341,1454,22637,0.00018403,0.00055870,-1.602122
449,775,4818,0.00003917,0.00011889,-1.601914
1619,1841,1858,0.00001510,0.00004584,-1.601521
125,800,18711,0.00015211,0.00046158,-1.601437
1302,1898,8377,0.00006810,0.00020665,-1.601424
1838,1913,3438,0.00002795,0.00008478,-1.600818
512,842,3174,0.00002580,0.00007826,-1.600782
239,992,5975,0.00004857,0.00014726,-1.600064
197,1169,13664,0.00011108,0.00033671,-1.599874
1724,1755,18892,0.00015358,0.00046546,-1.599619
775,1354,2912,0.00002367,0.00007173,-1.599336
991,1676,3174,0.00002580,0.00007818,-1.599285
239,468,6250,0.00005081,0.00015395,-1.599252
366,1444,122305,0.00099429,0.00301129,-1.598639
775,984,31690,0.00025763,0.00078023,-1.598611
842,1680,2512,0.00002042,0.00006184,-1.598344
239,1462,3634,0.00002954,0.00008943,-1.597915
179,616,3062,0.00002489,0.00007533,-1.597483
1269,1933,3642,0.00002961,0.00008958,-1.597203
1164,1302,26682,0.00021691,0.00065623,-1.597075
775,828,7716,0.00006273,0.00018974,-1.596832
775,1355,3637,0.00002957,0.00008939,-1.596102
761,991,2080,0.00001691,0.00005110,-1.595569
1449,1907,6410,0.00005211,0.00015748,-1.595559
651,1755,5691,0.00004627,0.00013981,-1.595439
170,1685,4807,0.00003908,0.00011809,-1.595369
991,1675,3253,0.00002645,0.00007991,-1.595278
786,1913,8151,0.00006626,0.00020020,-1.595115
1012,1619,2618,0.00002128,0.00006427,-1.594461
302,775,3962,0.00003221,0.00009726,-1.594353
775,883,16241,0.00013203,0.00039868,-1.594331
1471,1684,1585,0.00001289,0.00003891,-1.594224
502,775,19689,0.00016006,0.00048322,-1.594039
125,238,7629,0.00006202,0.00018721,-1.593828
731,775,4435,0.00003605,0.00010878,-1.593116
557,1619,4441,0.00003610,0.00010886,-1.592213
775,1577,5371,0.00004366,0.00013163,-1.591985
25,163,7564,0.00006149,0.00018538,-1.591976
369,1716,9937,0.00008078,0.00024350,-1.591756
842,1161,1893,0.00001539,0.00004633,-1.590067
991,1021,3607,0.00002932,0.00008828,-1.589970
775,1048,4995,0.00004061,0.00012224,-1.589960
356,1913,1488,0.00001210,0.00003641,-1.589572
407,468,24685,0.00020068,0.00060388,-1.589372
864,1037,5641,0.00004586,0.00013798,-1.589178
689,991,4904,0.00003987,0.00011994,-1.588981
775,838,26197,0.00021297,0.00064069,-1.588960
1881,1913,1510,0.00001228,0.00003692,-1.588696
815,1061,7105,0.00005776,0.00017371,-1.588485
197,1600,12299,0.00009999,0.00030068,-1.588440
196,991,4817,0.00003916,0.00011771,-1.587747
775,1748,5531,0.00004496,0.00013515,-1.587703
1684,1967,1782,0.00001449,0.00004354,-1.587544
942,1844,21034,0.00017100,0.00051374,-1.587071
268,775,7549,0.00006137,0.00018437,-1.587005
150,1755,5227,0.00004249,0.00012765,-1.586878
629,2022,10063,0.00008181,0.00024570,-1.586598
1048,1378,5017,0.00004079,0.00012249,-1.586506
341,668,12277,0.00009981,0.00029974,-1.586475
1415,1755,8685,0.00007061,0.00021198,-1.586093
514,668,4898,0.00003982,0.00011954,-1.585972
991,1262,2738,0.00002226,0.00006682,-1.585888
170,1061,7086,0.00005761,0.00017291,-1.585680
1235,1444,15363,0.00012490,0.00037480,-1.585398
1619,1766,8072,0.00006562,0.00019685,-1.584841
