# total_molecules: 123007215
bit_i,bit_j,count,fraction,expected_fraction,pmi
1053,1284,125248,0.00101822,0.00005585,4.188318
239,1285,891922,0.00725097,0.00039810,4.186962
691,1198,197198,0.00160314,0.00008808,4.185905
711,1026,117823,0.00095785,0.00005263,4.185746
869,1600,165765,0.00134760,0.00007406,4.185585
1904,2044,196523,0.00159765,0.00008781,4.185419
869,1234,224093,0.00182179,0.00010017,4.184818
199,814,242824,0.00197406,0.00010864,4.183569
555,1436,286569,0.00232969,0.00012863,4.178844
963,1891,127275,0.00103470,0.00005715,4.178326
368,1128,723007,0.00587776,0.00032472,4.177999
863,1469,148858,0.00121016,0.00006692,4.176540
1151,1378,593289,0.00482320,0.00026678,4.176258
169,481,170540,0.00138642,0.00007675,4.175077
1809,1963,1910719,0.01553339,0.00086009,4.174749
1033,1065,567360,0.00461241,0.00025554,4.173892
1814,1963,1322423,0.01075078,0.00059568,4.173761
1253,1543,121047,0.00098406,0.00005456,4.172778
838,1809,1911156,0.01553694,0.00086167,4.172418
609,668,483159,0.00392789,0.00021807,4.170916
52,1092,94494,0.00076820,0.00004267,4.170258
960,1096,2227784,0.01811100,0.00100654,4.169397
779,1861,202726,0.00164808,0.00009177,4.166685
729,1755,466588,0.00379318,0.00021125,4.166401
1460,1980,1330120,0.01081335,0.00060232,4.166135
288,1211,261628,0.00212693,0.00011856,4.165105
1315,1865,31000,0.00025202,0.00001405,4.164765
838,1814,1316289,0.01070091,0.00059678,4.164392
128,577,192504,0.00156498,0.00008728,4.164354
1134,1454,554948,0.00451151,0.00025185,4.162948
133,368,304251,0.00247344,0.00013813,4.162400
1111,1850,63865,0.00051920,0.00002900,4.162195
859,998,176112,0.00143172,0.00008000,4.161552
681,1646,56615,0.00046026,0.00002572,4.161314
248,821,635705,0.00516803,0.00028894,4.160785
33,239,490650,0.00398879,0.00022322,4.159431
1323,1600,215031,0.00174812,0.00009797,4.157308
829,852,198326,0.00161231,0.00009036,4.157277
842,1898,305936,0.00248714,0.00013943,4.156850
327,1762,445242,0.00361964,0.00020298,4.156434
1370,1617,639082,0.00519548,0.00029137,4.156327
403,1299,326067,0.00265080,0.00014879,4.155054
1464,1651,90568,0.00073628,0.00004135,4.154339
299,579,75777,0.00061604,0.00003464,4.152462
267,478,208517,0.00169516,0.00009535,4.151975
1677,1948,201953,0.00164180,0.00009241,4.151135
548,1409,577749,0.00469687,0.00026471,4.149208
760,1009,1290449,0.01049084,0.00059133,4.149035
653,1482,633886,0.00515324,0.00029054,4.148694
1032,1068,372802,0.00303073,0.00017088,4.148592
978,1008,487101,0.00395994,0.00022336,4.148051
474,621,267939,0.00217824,0.00012291,4.147447
31,176,258054,0.00209788,0.00011840,4.147149
698,1678,75086,0.00061042,0.00003446,4.146869
933,1259,195615,0.00159027,0.00008980,4.146376
953,1207,126738,0.00103033,0.00005823,4.145118
324,1735,594380,0.00483207,0.00027351,4.142990
1227,1255,218015,0.00177238,0.00010035,4.142608
1267,1399,1177389,0.00957171,0.00054265,4.140674
852,1827,125298,0.00101862,0.00005778,4.139989
387,1655,366509,0.00297957,0.00016904,4.139647
1062,1862,381441,0.00310096,0.00017597,4.139285
1105,1342,337875,0.00274679,0.00015592,4.138837
649,1080,275436,0.00223919,0.00012713,4.138647
1234,1921,621550,0.00505296,0.00028703,4.137866
1224,1856,1183402,0.00962059,0.00054688,4.136822
1195,1963,4001561,0.03253111,0.00185003,4.136200
1223,1298,72072,0.00058592,0.00003332,4.136176
343,535,211350,0.00171819,0.00009774,4.135780
280,848,303065,0.00246380,0.00014017,4.135602
125,1218,662195,0.00538338,0.00030639,4.135061
533,1832,270622,0.00220005,0.00012522,4.134948
524,1988,202103,0.00164302,0.00009353,4.134801
17,1213,80069,0.00065093,0.00003709,4.133513
1514,1800,228102,0.00185438,0.00010574,4.132380
838,1195,3995901,0.03248509,0.00185344,4.131497
71,922,127705,0.00103819,0.00005924,4.131282
97,110,286716,0.00233089,0.00013313,4.129976
354,716,1751563,0.01423951,0.00081422,4.128329
158,1469,293099,0.00238278,0.00013626,4.128246
518,1934,306929,0.00249521,0.00014277,4.127394
1558,1563,1702375,0.01383964,0.00079199,4.127184
1275,1574,956513,0.00777607,0.00044530,4.126190
999,1414,128505,0.00104469,0.00005983,4.126098
779,1684,119462,0.00097118,0.00005562,4.126002
719,789,390528,0.00317484,0.00018210,4.123907
1177,1667,82718,0.00067246,0.00003857,4.123859
1574,1859,2705250,0.02199261,0.00126249,4.122681
810,1086,1329211,0.01080596,0.00062053,4.122181
62,1342,382519,0.00310973,0.00017863,4.121739
529,1095,153000,0.00124383,0.00007146,4.121523
749,1619,326157,0.00265153,0.00015241,4.120778
201,1867,130250,0.00105888,0.00006088,4.120528
981,1748,661894,0.00538094,0.00030962,4.119298
251,620,244899,0.00199093,0.00011457,4.119122
163,1726,334809,0.00272186,0.00015665,4.118956
1461,2030,100173,0.00081437,0.00004687,4.118930
441,1863,883317,0.00718102,0.00041343,4.118463
1323,1950,580340,0.00471793,0.00027166,4.118294
207,469,1083232,0.00880625,0.00050715,4.118035
972,1398,61188,0.00049743,0.00002865,4.117977
421,1652,159782,0.00129896,0.00007484,4.117412
33,655,293246,0.00238397,0.00013739,4.117008
194,577,347426,0.00282444,0.00016284,4.116448
1463,1654,190010,0.00154471,0.00008907,4.116282
258,1495,146254,0.00118899,0.00006856,4.116262
753,1809,1912290,0.01554616,0.00089645,4.116198
179,1537,131640,0.00107018,0.00006172,4.116086
489,1037,467685,0.00380209,0.00021927,4.116021
1068,1412,95418,0.00077571,0.00004479,4.114194
1492,1760,150049,0.00121984,0.00007045,4.114038
987,1892,421431,0.00342607,0.00019817,4.111742
468,1125,280465,0.00228007,0.00013190,4.111532
497,618,451128,0.00366749,0.00021220,4.111315
288,2032,251927,0.00204807,0.00011852,4.111018
399,819,183247,0.00148973,0.00008634,4.108825
973,1942,250075,0.00203301,0.00011789,4.108108
131,1959,698638,0.00567965,0.00032951,4.107409
753,1814,1315551,0.01069491,0.00062086,4.106508
822,1092,35638,0.00028972,0.00001683,4.105963
264,1968,92720,0.00075378,0.00004380,4.105156
1197,1572,96145,0.00078162,0.00004543,4.104885
485,766,465531,0.00378458,0.00022002,4.104402
775,1399,714721,0.00581040,0.00033781,4.104374
301,1390,255765,0.00207927,0.00012091,4.104074
394,1942,486157,0.00395226,0.00022987,4.103806
264,534,189323,0.00153912,0.00008953,4.103658
785,1964,1062807,0.00864020,0.00050293,4.102637
1268,1512,134458,0.00109309,0.00006364,4.102438
1714,2022,497621,0.00404546,0.00023551,4.102417
153,748,67723,0.00055056,0.00003206,4.102095
660,1169,97663,0.00079396,0.00004624,4.101876
738,1514,272202,0.00221289,0.00012888,4.101786
1153,1155,428180,0.00348093,0.00020277,4.101575
729,874,225210,0.00183087,0.00010666,4.101492
125,1399,761518,0.00619084,0.00036067,4.101371
494,1463,191230,0.00155462,0.00009060,4.100972
494,910,367202,0.00298521,0.00017434,4.097884
121,1805,237585,0.00193147,0.00011281,4.097772
22,1436,78512,0.00063827,0.00003729,4.097448
364,1879,506544,0.00411800,0.00024072,4.096528
593,1624,183220,0.00148951,0.00008719,4.094576
62,1994,258683,0.00210299,0.00012314,4.094086
775,1267,880990,0.00716210,0.00041955,4.093480
913,1360,250909,0.00203979,0.00011954,4.092835
33,668,373166,0.00303369,0.00017803,4.090857
713,1891,194619,0.00158218,0.00009287,4.090551
988,1575,34688,0.00028200,0.00001656,4.089619
962,1095,121176,0.00098511,0.00005787,4.089371
170,288,413582,0.00336226,0.00019756,4.089092
864,924,226287,0.00183962,0.00010811,4.088840
215,1327,134740,0.00109538,0.00006441,4.088002
1037,1516,421142,0.00342372,0.00020133,4.087938
629,1919,551513,0.00448358,0.00026367,4.087856
719,1828,263366,0.00214106,0.00012612,4.085463
1053,1927,111318,0.00090497,0.00005331,4.085368
1342,1578,369445,0.00300344,0.00017697,4.085034
328,1879,635253,0.00516436,0.00030464,4.083431
810,1344,812435,0.00660478,0.00038999,4.082015
107,113,265731,0.00216029,0.00012762,4.081271
519,1436,243262,0.00197762,0.00011690,4.080468
133,1133,212161,0.00172479,0.00010197,4.080164
391,1301,68828,0.00055954,0.00003309,4.079765
353,1945,88294,0.00071780,0.00004247,4.079072
342,1211,204251,0.00166048,0.00009829,4.078396
17,659,38121,0.00030991,0.00001835,4.077677
219,1872,110102,0.00089509,0.00005304,4.076918
646,1869,38059,0.00030940,0.00001834,4.076444
152,1069,53908,0.00043825,0.00002598,4.076078
709,1042,33211,0.00026999,0.00001601,4.075523
753,1195,3997429,0.03249752,0.00192824,4.074973
1863,1905,861016,0.00699972,0.00041537,4.074837
1281,1770,161015,0.00130899,0.00007771,4.074127
1728,1899,71787,0.00058360,0.00003466,4.073687
1503,1820,268696,0.00218439,0.00012973,4.073638
1446,1699,307420,0.00249920,0.00014846,4.073318
418,1436,90607,0.00073660,0.00004377,4.072999
474,787,1337597,0.01087413,0.00064638,4.072368
282,1892,335719,0.00272926,0.00016230,4.071767
45,1285,2707162,0.02200816,0.00130929,4.071183
634,814,198768,0.00161591,0.00009615,4.070951
1381,1950,428442,0.00348306,0.00020729,4.070633
179,1746,241315,0.00196180,0.00011677,4.070426
341,1227,336491,0.00273554,0.00016298,4.069059
1619,1716,318427,0.00258869,0.00015428,4.068574
360,808,76335,0.00062057,0.00003699,4.068220
529,1401,106594,0.00086657,0.00005172,4.066550
791,1267,674878,0.00548649,0.00032759,4.065936
461,885,1004327,0.00816478,0.00048783,4.064962
409,593,122976,0.00099975,0.00005980,4.063280
373,1568,144190,0.00117221,0.00007020,4.061708
1366,1645,3095961,0.02516894,0.00150809,4.060851
368,618,298999,0.00243074,0.00014573,4.060029
991,1134,291317,0.00236829,0.00014208,4.059113
22,904,51836,0.00042141,0.00002529,4.058649
594,1240,104211,0.00084719,0.00005086,4.058122
1013,1055,1117601,0.00908565,0.00054544,4.058110
647,1168,416844,0.00338878,0.00020345,4.058015
16,372,663155,0.00539119,0.00032369,4.057929
163,782,336082,0.00273221,0.00016428,4.055820
124,1301,36085,0.00029336,0.00001765,4.055289
1208,1603,1663503,0.01352362,0.00081437,4.053657
1271,1834,71157,0.00057848,0.00003484,4.053612
1660,1684,147598,0.00119991,0.00007232,4.052449
1381,1490,139821,0.00113669,0.00006854,4.051645
848,1091,312101,0.00253726,0.00015306,4.051092
1417,2017,1253698,0.01019207,0.00061492,4.050916
729,1134,308480,0.00250782,0.00015132,4.050747
306,1463,105667,0.00085903,0.00005183,4.050712
945,1763,322792,0.00262417,0.00015848,4.049508
1522,2017,621008,0.00504855,0.00030517,4.048207
1467,1560,47823,0.00038878,0.00002350,4.048171
578,1976,56105,0.00045611,0.00002759,4.047402
1714,1821,181832,0.00147822,0.00008942,4.047047
181,224,53353,0.00043374,0.00002624,4.046860
441,1529,963527,0.00783309,0.00047448,4.045177
1037,1490,108300,0.00088044,0.00005335,4.044579
1040,1111,32742,0.00026618,0.00001615,4.042855
500,1073,151698,0.00123324,0.00007487,4.041954
1169,1793,100880,0.00082011,0.00004979,4.041906
1204,1421,80349,0.00065321,0.00003966,4.041896
795,1271,266702,0.00216818,0.00013172,4.040944
401,1755,1116354,0.00907552,0.00055145,4.040678
340,1217,97298,0.00079099,0.00004807,4.040474
250,1934,392586,0.00319157,0.00019402,4.040022
175,1526,103791,0.00084378,0.00005132,4.039283
1916,2015,32961,0.00026796,0.00001630,4.039194
1356,1619,556983,0.00452805,0.00027555,4.038516
889,904,65362,0.00053137,0.00003234,4.038476
688,704,101232,0.00082298,0.00005010,4.037988
1304,1643,109728,0.00089205,0.00005432,4.037689
1149,1605,153420,0.00124724,0.00007598,4.037019
1441,1619,743111,0.00604120,0.00036801,4.037009
267,1105,296317,0.00240894,0.00014719,4.032655
50,1548,64685,0.00052586,0.00003213,4.032493
1551,1684,106129,0.00086279,0.00005272,4.032450
665,1973,107644,0.00087510,0.00005348,4.032372
1201,2035,72101,0.00058615,0.00003583,4.032072
937,2026,251992,0.00204860,0.00012526,4.031598
75,1176,267573,0.00217526,0.00013303,4.031335
522,711,147229,0.00119691,0.00007321,4.031109
864,1919,560737,0.00455857,0.00027897,4.030399
332,1376,63860,0.00051916,0.00003177,4.030238
487,1100,283406,0.00230398,0.00014104,4.029985
1345,1834,38815,0.00031555,0.00001932,4.029920
573,985,159219,0.00129439,0.00007924,4.029808
380,2000,1102342,0.00896160,0.00054894,4.029030
1494,1594,278669,0.00226547,0.00013888,4.027922
681,1925,27769,0.00022575,0.00001384,4.027498
388,1590,115354,0.00093778,0.00005751,4.027323
468,1451,169244,0.00137589,0.00008438,4.027296
1248,1398,75641,0.00061493,0.00003773,4.026660
545,1769,55303,0.00044959,0.00002759,4.026568
579,628,157942,0.00128401,0.00007879,4.026567
1264,1297,147438,0.00119861,0.00007355,4.026539
355,468,194759,0.00158331,0.00009718,4.026173
585,757,770692,0.00626542,0.00038484,4.025089
796,1265,191583,0.00155749,0.00009572,4.024222
522,529,118959,0.00096709,0.00005944,4.024074
93,1827,67695,0.00055033,0.00003383,4.023895
823,1545,163167,0.00132648,0.00008158,4.023187
1078,1474,30579,0.00024860,0.00001529,4.022923
384,1959,830360,0.00675050,0.00041529,4.022804
280,1962,228384,0.00185667,0.00011425,4.022449
1052,1612,79043,0.00064259,0.00003956,4.021869
1551,1861,173811,0.00141301,0.00008699,4.021855
499,1807,189062,0.00153700,0.00009462,4.021830
691,1649,601807,0.00489245,0.00030125,4.021523
1684,1907,190796,0.00155110,0.00009562,4.019882
729,1267,660825,0.00537225,0.00033127,4.019437
748,1306,66220,0.00053834,0.00003320,4.019225
749,1755,435825,0.00354308,0.00021854,4.019052
1270,1790,296270,0.00240856,0.00014864,4.018317
125,775,555710,0.00451770,0.00027885,4.018024
1529,1905,949972,0.00772290,0.00047670,4.018002
894,1364,174140,0.00141569,0.00008740,4.017790
455,1296,284751,0.00231491,0.00014300,4.016895
468,945,323880,0.00263302,0.00016275,4.016001
823,1323,442102,0.00359411,0.00022225,4.015362
100,416,27528,0.00022379,0.00001387,4.012406
1413,1753,199575,0.00162247,0.00010057,4.011952
1431,1583,309952,0.00251979,0.00015626,4.011315
1516,1764,819380,0.00666124,0.00041318,4.010955
911,1633,115026,0.00093512,0.00005801,4.010721
1193,1678,103120,0.00083832,0.00005204,4.009764
960,1211,482281,0.00392075,0.00024345,4.009421
563,1558,1153712,0.00937922,0.00058240,4.009383
579,1716,157659,0.00128171,0.00007960,4.009182
107,1226,519903,0.00422661,0.00026288,4.006998
125,677,651460,0.00529611,0.00032959,4.006195
1619,1838,288092,0.00234207,0.00014577,4.006021
1177,1713,64934,0.00052789,0.00003287,4.005245
886,1398,102534,0.00083356,0.00005191,4.005244
714,1485,354775,0.00288418,0.00017961,4.005242
723,1666,169180,0.00137537,0.00008565,4.005229
278,791,458623,0.00372842,0.00023227,4.004691
613,1837,272865,0.00221828,0.00013823,4.004353
1850,2003,43735,0.00035555,0.00002215,4.004349
7,1401,99442,0.00080842,0.00005038,4.004307
969,1052,27046,0.00021987,0.00001371,4.003426
432,1319,168291,0.00136814,0.00008533,4.003102
1646,1925,56684,0.00046082,0.00002875,4.002622
1266,1680,98307,0.00079920,0.00004986,4.002509
839,1400,86590,0.00070394,0.00004393,4.002323
159,1865,39615,0.00032205,0.00002010,4.002131
149,1301,106299,0.00086417,0.00005396,4.001343
1186,1268,138766,0.00112811,0.00007048,4.000517
991,1267,612320,0.00497792,0.00031103,4.000408
296,1545,101881,0.00082825,0.00005176,4.000092
69,991,640952,0.00521069,0.00032567,4.000012
1399,1755,680693,0.00553376,0.00034604,3.999242
1215,1387,141175,0.00114770,0.00007181,3.998469
441,738,1226169,0.00996827,0.00062439,3.996819
848,1962,291490,0.00236970,0.00014848,3.996367
209,285,258005,0.00209748,0.00013144,3.996234
1143,1444,3172589,0.02579189,0.00161665,3.995835
923,1600,87188,0.00070880,0.00004444,3.995462
473,1130,567088,0.00461020,0.00028906,3.995399
1302,1804,400240,0.00325379,0.00020406,3.995081
18,1151,1199978,0.00975535,0.00061260,3.993178
371,1376,277701,0.00225760,0.00014182,3.992642
474,1229,144504,0.00117476,0.00007387,3.991192
69,125,917371,0.00745786,0.00046902,3.991032
78,126,622273,0.00505883,0.00031816,3.990972
821,1437,114658,0.00093212,0.00005864,3.990659
518,657,79883,0.00064942,0.00004086,3.990495
1134,1356,553093,0.00449643,0.00028302,3.989816
629,864,545265,0.00443279,0.00027913,3.989207
608,778,53369,0.00043387,0.00002735,3.987746
738,1905,1224075,0.00995125,0.00062731,3.987618
579,913,155954,0.00126784,0.00007995,3.987220
722,1381,199132,0.00161886,0.00010219,3.985684
1609,1698,142905,0.00116176,0.00007334,3.985581
749,775,415268,0.00337596,0.00021334,3.984102
96,752,47553,0.00038659,0.00002444,3.983691
309,924,123127,0.00100097,0.00006328,3.983504
409,424,71372,0.00058023,0.00003668,3.983427
166,1233,303423,0.00246671,0.00015610,3.982076
769,1809,684428,0.00556413,0.00035212,3.982034
823,1206,232747,0.00189214,0.00011974,3.981988
1732,1838,105346,0.00085642,0.00005421,3.981639
1446,1568,248162,0.00201746,0.00012775,3.981182
377,1025,387613,0.00315114,0.00019956,3.981006
990,1259,200400,0.00162917,0.00010321,3.980455
771,1258,138278,0.00112415,0.00007123,3.980218
483,1192,64841,0.00052713,0.00003341,3.979767
239,776,182082,0.00148025,0.00009383,3.979722
577,1253,162742,0.00132303,0.00008393,3.978501
593,1302,184776,0.00150216,0.00009530,3.978409
267,889,108275,0.00088023,0.00005586,3.978074
198,502,601995,0.00489398,0.00031063,3.977736
243,519,196814,0.00160002,0.00010161,3.977028
1237,1852,308112,0.00250483,0.00015908,3.976857
506,964,91053,0.00074022,0.00004702,3.976477
999,1007,102160,0.00083052,0.00005282,3.974834
603,1780,84645,0.00068813,0.00004378,3.974347
243,1477,213928,0.00173915,0.00011067,3.973991
1879,1937,778912,0.00633225,0.00040307,3.973622
478,889,111573,0.00090704,0.00005774,3.973520
393,1277,41847,0.00034020,0.00002166,3.973439
538,1714,215636,0.00175304,0.00011165,3.972787
4,743,257127,0.00209034,0.00013334,3.970611
940,1645,1718653,0.01397197,0.00089156,3.970057
731,1775,184127,0.00149688,0.00009553,3.969931
1279,1803,2400642,0.01951627,0.00124582,3.969504
143,181,59189,0.00048118,0.00003072,3.969191
1267,1755,827267,0.00672535,0.00042978,3.967951
1186,1547,71498,0.00058125,0.00003715,3.967867
14,241,1602755,0.01302976,0.00083348,3.966513
325,1822,422320,0.00343329,0.00021973,3.965814
618,1133,206663,0.00168009,0.00010758,3.965035
826,1606,53087,0.00043158,0.00002764,3.964921
813,1728,76411,0.00062119,0.00003979,3.964590
1140,1871,249893,0.00203153,0.00013015,3.964272
1270,1685,264875,0.00215333,0.00013803,3.963552
563,1165,231378,0.00188101,0.00012059,3.963278
400,1258,101881,0.00082825,0.00005311,3.962975
16,1658,368090,0.00299243,0.00019200,3.962159
544,1582,333672,0.00271262,0.00017405,3.962132
823,923,193252,0.00157106,0.00010081,3.961964
443,1234,123770,0.00100620,0.00006457,3.961933
17,1495,87582,0.00071201,0.00004569,3.961791
448,1155,1449073,0.01178039,0.00075627,3.961335
270,1794,238385,0.00193798,0.00012453,3.959937
577,1176,333508,0.00271129,0.00017428,3.959508
301,1982,223652,0.00181820,0.00011697,3.958344
31,1073,409782,0.00333137,0.00021445,3.957410
1003,1420,300492,0.00244288,0.00015741,3.956001
41,1284,161773,0.00131515,0.00008475,3.955876
418,478,101111,0.00082199,0.00005300,3.954984
1037,1844,458180,0.00372482,0.00024021,3.954774
1200,1548,64483,0.00052422,0.00003382,3.954392
628,1360,224643,0.00182626,0.00011781,3.954377
391,595,62782,0.00051039,0.00003294,3.953802
215,1717,184684,0.00150141,0.00009689,3.953757
468,1180,121142,0.00098484,0.00006364,3.951895
593,1462,82373,0.00066966,0.00004329,3.951191
1861,1907,299982,0.00243873,0.00015775,3.950431
317,1149,242182,0.00196884,0.00012736,3.950364
215,449,95837,0.00077912,0.00005043,3.949597
12,1562,64288,0.00052264,0.00003384,3.948797
1486,2014,90775,0.00073796,0.00004781,3.948242
610,1977,711335,0.00578287,0.00037465,3.948156
185,200,39046,0.00031743,0.00002057,3.947613
1838,1933,158282,0.00128677,0.00008341,3.947328
591,1444,3916886,0.03184273,0.00206595,3.946087
582,947,463612,0.00376898,0.00024454,3.946057
1451,1763,155735,0.00126606,0.00008217,3.945646
1015,1519,51021,0.00041478,0.00002692,3.945405
465,1578,361645,0.00294003,0.00019086,3.945269
593,923,80331,0.00065306,0.00004241,3.944774
395,919,61141,0.00049705,0.00003228,3.944696
280,2006,338564,0.00275239,0.00017882,3.944086
57,1003,297991,0.00242255,0.00015740,3.944018
267,1436,149048,0.00121170,0.00007874,3.943847
194,1862,427329,0.00347402,0.00022579,3.943524
508,900,83734,0.00068072,0.00004425,3.943446
338,1910,868885,0.00706369,0.00045916,3.943341
1355,1481,145291,0.00118116,0.00007678,3.943253
558,1736,217120,0.00176510,0.00011476,3.943024
1064,1578,362508,0.00294705,0.00019164,3.942768
1542,2013,430528,0.00350002,0.00022761,3.942739
421,1496,189570,0.00154113,0.00010026,3.942242
1091,1962,235857,0.00191742,0.00012475,3.942004
229,1485,357703,0.00290798,0.00018926,3.941565
468,1484,155074,0.00126069,0.00008206,3.941468
125,1755,539531,0.00438617,0.00028565,3.940642
521,761,91026,0.00074001,0.00004820,3.940552
14,554,1116806,0.00907919,0.00059133,3.940540
576,1065,510822,0.00415278,0.00027057,3.940012
239,292,225250,0.00183119,0.00011938,3.939095
527,635,645995,0.00525168,0.00034240,3.939032
1401,1888,147841,0.00120189,0.00007838,3.938703
756,777,57680,0.00046892,0.00003059,3.938198
1654,1742,215539,0.00175225,0.00011431,3.938141
970,1532,126420,0.00102774,0.00006705,3.938114
956,1177,70728,0.00057499,0.00003752,3.937782
869,1490,127898,0.00103976,0.00006790,3.936603
1110,1287,446692,0.00363143,0.00023716,3.936581
972,1052,30082,0.00024455,0.00001598,3.936176
1240,1919,229459,0.00186541,0.00012197,3.934864
1195,1809,1911111,0.01553658,0.00101614,3.934493
712,832,327297,0.00266080,0.00017405,3.934280
1234,1462,115375,0.00093795,0.00006136,3.934068
134,1172,128546,0.00104503,0.00006840,3.933382
401,1356,1493560,0.01214205,0.00079499,3.932932
668,1993,660999,0.00537366,0.00035186,3.932841
367,1987,32978,0.00026810,0.00001756,3.932758
211,1099,152884,0.00124289,0.00008152,3.930484
991,1684,2461,0.00002001,0.00010206,-2.350877
1619,1913,1961,0.00001594,0.00007752,-2.281792
1619,1684,2583,0.00002100,0.00009835,-2.227690
1428,1684,4753,0.00003864,0.00017900,-2.211776
729,1151,5622,0.00004570,0.00021023,-2.201549
864,1186,3392,0.00002758,0.00012329,-2.160623
1543,1959,5160,0.00004195,0.00018706,-2.156824
1030,1755,3679,0.00002991,0.00013236,-2.145850
1134,1684,2820,0.00002293,0.00010102,-2.139632
376,842,1270,0.00001032,0.00004548,-2.139206
255,775,22886,0.00018605,0.00081550,-2.131958
864,1427,7840,0.00006374,0.00027773,-2.123511
729,1684,3101,0.00002521,0.00010870,-2.108341
842,1596,1974,0.00001605,0.00006866,-2.097053
285,1684,1688,0.00001372,0.00005831,-2.087070
1298,1684,2232,0.00001815,0.00007683,-2.082081
629,775,7747,0.00006298,0.00026249,-2.059304
864,1399,10638,0.00008648,0.00035922,-2.054372
779,842,1802,0.00001465,0.00006071,-2.050994
1684,1996,1762,0.00001432,0.00005833,-2.025827
255,1755,25263,0.00020538,0.00083538,-2.024154
125,1684,4478,0.00003640,0.00014699,-2.013536
291,991,3125,0.00002541,0.00010252,-2.012699
579,1684,1551,0.00001261,0.00005074,-2.008776
864,1569,8707,0.00007078,0.00028313,-1.999962
239,1779,21963,0.00017855,0.00071405,-1.999699
864,1913,3555,0.00002890,0.00011539,-1.997348
1192,1444,10027,0.00008152,0.00032360,-1.989069
729,1378,6431,0.00005228,0.00020663,-1.982692
239,902,23428,0.00019046,0.00075269,-1.982573
170,1684,4061,0.00003301,0.00013038,-1.981606
842,1959,5974,0.00004857,0.00019031,-1.970292
1427,1684,4323,0.00003514,0.00013767,-1.969893
864,1898,8095,0.00006581,0.00025772,-1.969457
1755,1910,16105,0.00013093,0.00051207,-1.967581
30,1755,4930,0.00004008,0.00015661,-1.966226
815,991,5807,0.00004721,0.00018422,-1.964322
93,1684,1760,0.00001431,0.00005579,-1.963049
815,874,4057,0.00003298,0.00012852,-1.962256
842,864,5044,0.00004101,0.00015978,-1.962173
1180,1684,1589,0.00001292,0.00005031,-1.961413
1037,1684,2164,0.00001759,0.00006840,-1.958990
1191,1684,1545,0.00001256,0.00004877,-1.957039
775,1151,8454,0.00006873,0.00026625,-1.953813
1151,1907,5887,0.00004786,0.00018492,-1.950030
1192,1596,2045,0.00001663,0.00006407,-1.946226
775,1686,7738,0.00006291,0.00024218,-1.944813
341,1770,5569,0.00004527,0.00017426,-1.944497
775,879,15940,0.00012959,0.00049761,-1.941106
1469,1755,3882,0.00003156,0.00012117,-1.940901
1684,1868,1563,0.00001271,0.00004878,-1.940627
326,1755,3276,0.00002663,0.00010221,-1.940330
991,1211,3541,0.00002879,0.00011005,-1.934621
864,1727,6183,0.00005027,0.00019163,-1.930692
33,775,8158,0.00006632,0.00025251,-1.928813
1267,1684,7146,0.00005809,0.00022115,-1.928592
729,864,7108,0.00005779,0.00021929,-1.924070
1444,1504,43923,0.00035708,0.00134480,-1.913085
786,1684,8303,0.00006750,0.00025399,-1.911815
1143,1684,12087,0.00009826,0.00036923,-1.909792
842,991,3655,0.00002971,0.00011139,-1.906437
25,842,6564,0.00005336,0.00020003,-1.906280
775,1266,3980,0.00003236,0.00012116,-1.904840
346,1684,1513,0.00001230,0.00004600,-1.902837
1151,1234,5332,0.00004335,0.00016150,-1.897506
1192,1619,3311,0.00002692,0.00010017,-1.895809
155,1913,2606,0.00002119,0.00007862,-1.891800
842,1079,2204,0.00001792,0.00006640,-1.889862
1003,1913,2727,0.00002217,0.00008209,-1.888654
775,1211,4937,0.00004014,0.00014844,-1.886910
1770,1959,4518,0.00003673,0.00013559,-1.884235
991,1229,2037,0.00001656,0.00006113,-1.884151
775,1318,4077,0.00003314,0.00012223,-1.882764
776,991,2627,0.00002136,0.00007869,-1.881448
1684,2027,1834,0.00001491,0.00005485,-1.879224
168,1755,7973,0.00006482,0.00023824,-1.877934
842,1716,4159,0.00003381,0.00012424,-1.877573
1416,1684,7322,0.00005952,0.00021794,-1.872382
233,775,21623,0.00017579,0.00064143,-1.867464
775,1964,12660,0.00010292,0.00037490,-1.864953
1190,1913,5337,0.00004339,0.00015756,-1.860505
1684,1818,2982,0.00002424,0.00008788,-1.858013
594,991,2752,0.00002237,0.00008110,-1.857882
671,864,4256,0.00003460,0.00012537,-1.857375
1739,1755,3323,0.00002701,0.00009785,-1.856826
211,1755,3203,0.00002604,0.00009422,-1.855364
264,1270,3732,0.00003034,0.00010965,-1.853609
775,1270,9859,0.00008015,0.00028912,-1.850883
775,909,18958,0.00015412,0.00055568,-1.850194
1619,1898,5919,0.00004812,0.00017315,-1.847317
775,1631,35819,0.00029119,0.00104766,-1.847116
125,815,9080,0.00007382,0.00026532,-1.845692
782,1175,6253,0.00005083,0.00018265,-1.845242
1686,1913,3448,0.00002803,0.00010062,-1.843884
991,1175,3943,0.00003206,0.00011478,-1.840225
834,1755,8602,0.00006993,0.00025008,-1.838392
1343,1619,2747,0.00002233,0.00007986,-1.838338
1469,1686,3774,0.00003068,0.00010969,-1.837961
775,1604,30071,0.00024447,0.00087363,-1.837399
1143,1504,53797,0.00043735,0.00156268,-1.837164
1630,1755,5465,0.00004443,0.00015846,-1.834551
